id,count,description,link,name,slug,taxonomy,parent,meta,acf,yoast_head,yoast_head_json,_links
1352,2,,https://you.ubc.ca/ubc-life-topics/after-ubc/,After UBC,after-ubc,ubc-life-topics,0,[],[],"<!-- This site is optimized with the Yoast SEO plugin v28.0 - https://yoast.com/product/yoast-seo-wordpress/ -->
<title>After UBC Archives | UBC | Undergraduate Programs and Admissions</title>
<meta name=""robots"" content=""noindex, follow"" />
<meta property=""og:locale"" content=""en_US"" />
<meta property=""og:type"" content=""article"" />
<meta property=""og:title"" content=""After UBC Archives | UBC | Undergraduate Programs and Admissions"" />
<meta property=""og:url"" content=""https://you.ubc.ca/ubc-life-topics/after-ubc/"" />
<meta property=""og:site_name"" content=""UBC | Undergraduate Programs and Admissions"" />
<meta name=""twitter:card"" content=""summary_large_image"" />
<meta name=""twitter:site"" content=""@youbc"" />
<script type=""application/ld+json"" class=""yoast-schema-graph"">{""@context"":""https:\/\/schema.org"",""@graph"":[{""@type"":""CollectionPage"",""@id"":""https:\/\/you.ubc.ca\/ubc-life-topics\/after-ubc\/"",""url"":""https:\/\/you.ubc.ca\/ubc-life-topics\/after-ubc\/"",""name"":""After UBC Archives | UBC | Undergraduate Programs and Admissions"",""isPartOf"":{""@id"":""https:\/\/you.ubc.ca\/#website""},""breadcrumb"":{""@id"":""https:\/\/you.ubc.ca\/ubc-life-topics\/after-ubc\/#breadcrumb""},""inLanguage"":""en-US""},{""@type"":""BreadcrumbList"",""@id"":""https:\/\/you.ubc.ca\/ubc-life-topics\/after-ubc\/#breadcrumb"",""itemListElement"":[{""@type"":""ListItem"",""position"":1,""name"":""Home"",""item"":""https:\/\/you.ubc.ca\/""},{""@type"":""ListItem"",""position"":2,""name"":""After UBC""}]},{""@type"":""WebSite"",""@id"":""https:\/\/you.ubc.ca\/#website"",""url"":""https:\/\/you.ubc.ca\/"",""name"":""UBC | Undergraduate Programs and Admissions"",""description"":""UBC | Undergraduate Programs and Admissions"",""potentialAction"":[{""@type"":""SearchAction"",""target"":{""@type"":""EntryPoint"",""urlTemplate"":""https:\/\/you.ubc.ca\/?s={search_term_string}""},""query-input"":{""@type"":""PropertyValueSpecification"",""valueRequired"":true,""valueName"":""search_term_string""}}],""inLanguage"":""en-US""}]}</script>
<!-- / Yoast SEO plugin. -->","{""title"": ""After UBC Archives | UBC | Undergraduate Programs and Admissions"", ""robots"": {""index"": ""noindex"", ""follow"": ""follow""}, ""og_locale"": ""en_US"", ""og_type"": ""article"", ""og_title"": ""After UBC Archives | UBC | Undergraduate Programs and Admissions"", ""og_url"": ""https://you.ubc.ca/ubc-life-topics/after-ubc/"", ""og_site_name"": ""UBC | Undergraduate Programs and Admissions"", ""twitter_card"": ""summary_large_image"", ""twitter_site"": ""@youbc"", ""schema"": {""@context"": ""https://schema.org"", ""@graph"": [{""@type"": ""CollectionPage"", ""@id"": ""https://you.ubc.ca/ubc-life-topics/after-ubc/"", ""url"": ""https://you.ubc.ca/ubc-life-topics/after-ubc/"", ""name"": ""After UBC Archives | UBC | Undergraduate Programs and Admissions"", ""isPartOf"": {""@id"": ""https://you.ubc.ca/#website""}, ""breadcrumb"": {""@id"": ""https://you.ubc.ca/ubc-life-topics/after-ubc/#breadcrumb""}, ""inLanguage"": ""en-US""}, {""@type"": ""BreadcrumbList"", ""@id"": ""https://you.ubc.ca/ubc-life-topics/after-ubc/#breadcrumb"", ""itemListElement"": [{""@type"": ""ListItem"", ""position"": 1, ""name"": ""Home"", ""item"": ""https://you.ubc.ca/""}, {""@type"": ""ListItem"", ""position"": 2, ""name"": ""After UBC""}]}, {""@type"": ""WebSite"", ""@id"": ""https://you.ubc.ca/#website"", ""url"": ""https://you.ubc.ca/"", ""name"": ""UBC | Undergraduate Programs and Admissions"", ""description"": ""UBC | Undergraduate Programs and Admissions"", ""potentialAction"": [{""@type"": ""SearchAction"", ""target"": {""@type"": ""EntryPoint"", ""urlTemplate"": ""https://you.ubc.ca/?s={search_term_string}""}, ""query-input"": {""@type"": ""PropertyValueSpecification"", ""valueRequired"": true, ""valueName"": ""search_term_string""}}], ""inLanguage"": ""en-US""}]}}","{""self"": [{""href"": ""https://you.ubc.ca/wp-json/wp/v2/ubc-life-topics/1352"", ""targetHints"": {""allow"": [""GET""]}}], ""collection"": [{""href"": ""https://you.ubc.ca/wp-json/wp/v2/ubc-life-topics""}], ""about"": [{""href"": ""https://you.ubc.ca/wp-json/wp/v2/taxonomies/ubc-life-topics""}], ""wp:post_type"": [{""href"": ""https://you.ubc.ca/wp-json/wp/v2/calendar-content?ubc-life-topics=1352""}], ""curies"": [{""name"": ""wp"", ""href"": ""https://api.w.org/{rel}"", ""templated"": true}]}"
1353,21,,https://you.ubc.ca/ubc-life-topics/degrees-programs/,Degrees and programs,degrees-programs,ubc-life-topics,0,[],[],"<!-- This site is optimized with the Yoast SEO plugin v28.0 - https://yoast.com/product/yoast-seo-wordpress/ -->
<title>Degrees and programs Archives | UBC | Undergraduate Programs and Admissions</title>
<meta name=""robots"" content=""noindex, follow"" />
<meta property=""og:locale"" content=""en_US"" />
<meta property=""og:type"" content=""article"" />
<meta property=""og:title"" content=""Degrees and programs Archives | UBC | Undergraduate Programs and Admissions"" />
<meta property=""og:url"" content=""https://you.ubc.ca/ubc-life-topics/degrees-programs/"" />
<meta property=""og:site_name"" content=""UBC | Undergraduate Programs and Admissions"" />
<meta name=""twitter:card"" content=""summary_large_image"" />
<meta name=""twitter:site"" content=""@youbc"" />
<script type=""application/ld+json"" class=""yoast-schema-graph"">{""@context"":""https:\/\/schema.org"",""@graph"":[{""@type"":""CollectionPage"",""@id"":""https:\/\/you.ubc.ca\/ubc-life-topics\/degrees-programs\/"",""url"":""https:\/\/you.ubc.ca\/ubc-life-topics\/degrees-programs\/"",""name"":""Degrees and programs Archives | UBC | Undergraduate Programs and Admissions"",""isPartOf"":{""@id"":""https:\/\/you.ubc.ca\/#website""},""breadcrumb"":{""@id"":""https:\/\/you.ubc.ca\/ubc-life-topics\/degrees-programs\/#breadcrumb""},""inLanguage"":""en-US""},{""@type"":""BreadcrumbList"",""@id"":""https:\/\/you.ubc.ca\/ubc-life-topics\/degrees-programs\/#breadcrumb"",""itemListElement"":[{""@type"":""ListItem"",""position"":1,""name"":""Home"",""item"":""https:\/\/you.ubc.ca\/""},{""@type"":""ListItem"",""position"":2,""name"":""Degrees and programs""}]},{""@type"":""WebSite"",""@id"":""https:\/\/you.ubc.ca\/#website"",""url"":""https:\/\/you.ubc.ca\/"",""name"":""UBC | Undergraduate Programs and Admissions"",""description"":""UBC | Undergraduate Programs and Admissions"",""potentialAction"":[{""@type"":""SearchAction"",""target"":{""@type"":""EntryPoint"",""urlTemplate"":""https:\/\/you.ubc.ca\/?s={search_term_string}""},""query-input"":{""@type"":""PropertyValueSpecification"",""valueRequired"":true,""valueName"":""search_term_string""}}],""inLanguage"":""en-US""}]}</script>
<!-- / Yoast SEO plugin. -->","{""title"": ""Degrees and programs Archives | UBC | Undergraduate Programs and Admissions"", ""robots"": {""index"": ""noindex"", ""follow"": ""follow""}, ""og_locale"": ""en_US"", ""og_type"": ""article"", ""og_title"": ""Degrees and programs Archives | UBC | Undergraduate Programs and Admissions"", ""og_url"": ""https://you.ubc.ca/ubc-life-topics/degrees-programs/"", ""og_site_name"": ""UBC | Undergraduate Programs and Admissions"", ""twitter_card"": ""summary_large_image"", ""twitter_site"": ""@youbc"", ""schema"": {""@context"": ""https://schema.org"", ""@graph"": [{""@type"": ""CollectionPage"", ""@id"": ""https://you.ubc.ca/ubc-life-topics/degrees-programs/"", ""url"": ""https://you.ubc.ca/ubc-life-topics/degrees-programs/"", ""name"": ""Degrees and programs Archives | UBC | Undergraduate Programs and Admissions"", ""isPartOf"": {""@id"": ""https://you.ubc.ca/#website""}, ""breadcrumb"": {""@id"": ""https://you.ubc.ca/ubc-life-topics/degrees-programs/#breadcrumb""}, ""inLanguage"": ""en-US""}, {""@type"": ""BreadcrumbList"", ""@id"": ""https://you.ubc.ca/ubc-life-topics/degrees-programs/#breadcrumb"", ""itemListElement"": [{""@type"": ""ListItem"", ""position"": 1, ""name"": ""Home"", ""item"": ""https://you.ubc.ca/""}, {""@type"": ""ListItem"", ""position"": 2, ""name"": ""Degrees and programs""}]}, {""@type"": ""WebSite"", ""@id"": ""https://you.ubc.ca/#website"", ""url"": ""https://you.ubc.ca/"", ""name"": ""UBC | Undergraduate Programs and Admissions"", ""description"": ""UBC | Undergraduate Programs and Admissions"", ""potentialAction"": [{""@type"": ""SearchAction"", ""target"": {""@type"": ""EntryPoint"", ""urlTemplate"": ""https://you.ubc.ca/?s={search_term_string}""}, ""query-input"": {""@type"": ""PropertyValueSpecification"", ""valueRequired"": true, ""valueName"": ""search_term_string""}}], ""inLanguage"": ""en-US""}]}}","{""self"": [{""href"": ""https://you.ubc.ca/wp-json/wp/v2/ubc-life-topics/1353"", ""targetHints"": {""allow"": [""GET""]}}], ""collection"": [{""href"": ""https://you.ubc.ca/wp-json/wp/v2/ubc-life-topics""}], ""about"": [{""href"": ""https://you.ubc.ca/wp-json/wp/v2/taxonomies/ubc-life-topics""}], ""wp:post_type"": [{""href"": ""https://you.ubc.ca/wp-json/wp/v2/calendar-content?ubc-life-topics=1353""}], ""curies"": [{""name"": ""wp"", ""href"": ""https://api.w.org/{rel}"", ""templated"": true}]}"
1354,8,,https://you.ubc.ca/ubc-life-topics/events-tours/,Events and tours,events-tours,ubc-life-topics,0,[],[],"<!-- This site is optimized with the Yoast SEO plugin v28.0 - https://yoast.com/product/yoast-seo-wordpress/ -->
<title>Events and tours Archives | UBC | Undergraduate Programs and Admissions</title>
<meta name=""robots"" content=""noindex, follow"" />
<meta property=""og:locale"" content=""en_US"" />
<meta property=""og:type"" content=""article"" />
<meta property=""og:title"" content=""Events and tours Archives | UBC | Undergraduate Programs and Admissions"" />
<meta property=""og:url"" content=""https://you.ubc.ca/ubc-life-topics/events-tours/"" />
<meta property=""og:site_name"" content=""UBC | Undergraduate Programs and Admissions"" />
<meta name=""twitter:card"" content=""summary_large_image"" />
<meta name=""twitter:site"" content=""@youbc"" />
<script type=""application/ld+json"" class=""yoast-schema-graph"">{""@context"":""https:\/\/schema.org"",""@graph"":[{""@type"":""CollectionPage"",""@id"":""https:\/\/you.ubc.ca\/ubc-life-topics\/events-tours\/"",""url"":""https:\/\/you.ubc.ca\/ubc-life-topics\/events-tours\/"",""name"":""Events and tours Archives | UBC | Undergraduate Programs and Admissions"",""isPartOf"":{""@id"":""https:\/\/you.ubc.ca\/#website""},""breadcrumb"":{""@id"":""https:\/\/you.ubc.ca\/ubc-life-topics\/events-tours\/#breadcrumb""},""inLanguage"":""en-US""},{""@type"":""BreadcrumbList"",""@id"":""https:\/\/you.ubc.ca\/ubc-life-topics\/events-tours\/#breadcrumb"",""itemListElement"":[{""@type"":""ListItem"",""position"":1,""name"":""Home"",""item"":""https:\/\/you.ubc.ca\/""},{""@type"":""ListItem"",""position"":2,""name"":""Events and tours""}]},{""@type"":""WebSite"",""@id"":""https:\/\/you.ubc.ca\/#website"",""url"":""https:\/\/you.ubc.ca\/"",""name"":""UBC | Undergraduate Programs and Admissions"",""description"":""UBC | Undergraduate Programs and Admissions"",""potentialAction"":[{""@type"":""SearchAction"",""target"":{""@type"":""EntryPoint"",""urlTemplate"":""https:\/\/you.ubc.ca\/?s={search_term_string}""},""query-input"":{""@type"":""PropertyValueSpecification"",""valueRequired"":true,""valueName"":""search_term_string""}}],""inLanguage"":""en-US""}]}</script>
<!-- / Yoast SEO plugin. -->","{""title"": ""Events and tours Archives | UBC | Undergraduate Programs and Admissions"", ""robots"": {""index"": ""noindex"", ""follow"": ""follow""}, ""og_locale"": ""en_US"", ""og_type"": ""article"", ""og_title"": ""Events and tours Archives | UBC | Undergraduate Programs and Admissions"", ""og_url"": ""https://you.ubc.ca/ubc-life-topics/events-tours/"", ""og_site_name"": ""UBC | Undergraduate Programs and Admissions"", ""twitter_card"": ""summary_large_image"", ""twitter_site"": ""@youbc"", ""schema"": {""@context"": ""https://schema.org"", ""@graph"": [{""@type"": ""CollectionPage"", ""@id"": ""https://you.ubc.ca/ubc-life-topics/events-tours/"", ""url"": ""https://you.ubc.ca/ubc-life-topics/events-tours/"", ""name"": ""Events and tours Archives | UBC | Undergraduate Programs and Admissions"", ""isPartOf"": {""@id"": ""https://you.ubc.ca/#website""}, ""breadcrumb"": {""@id"": ""https://you.ubc.ca/ubc-life-topics/events-tours/#breadcrumb""}, ""inLanguage"": ""en-US""}, {""@type"": ""BreadcrumbList"", ""@id"": ""https://you.ubc.ca/ubc-life-topics/events-tours/#breadcrumb"", ""itemListElement"": [{""@type"": ""ListItem"", ""position"": 1, ""name"": ""Home"", ""item"": ""https://you.ubc.ca/""}, {""@type"": ""ListItem"", ""position"": 2, ""name"": ""Events and tours""}]}, {""@type"": ""WebSite"", ""@id"": ""https://you.ubc.ca/#website"", ""url"": ""https://you.ubc.ca/"", ""name"": ""UBC | Undergraduate Programs and Admissions"", ""description"": ""UBC | Undergraduate Programs and Admissions"", ""potentialAction"": [{""@type"": ""SearchAction"", ""target"": {""@type"": ""EntryPoint"", ""urlTemplate"": ""https://you.ubc.ca/?s={search_term_string}""}, ""query-input"": {""@type"": ""PropertyValueSpecification"", ""valueRequired"": true, ""valueName"": ""search_term_string""}}], ""inLanguage"": ""en-US""}]}}","{""self"": [{""href"": ""https://you.ubc.ca/wp-json/wp/v2/ubc-life-topics/1354"", ""targetHints"": {""allow"": [""GET""]}}], ""collection"": [{""href"": ""https://you.ubc.ca/wp-json/wp/v2/ubc-life-topics""}], ""about"": [{""href"": ""https://you.ubc.ca/wp-json/wp/v2/taxonomies/ubc-life-topics""}], ""wp:post_type"": [{""href"": ""https://you.ubc.ca/wp-json/wp/v2/calendar-content?ubc-life-topics=1354""}], ""curies"": [{""name"": ""wp"", ""href"": ""https://api.w.org/{rel}"", ""templated"": true}]}"
1355,0,,https://you.ubc.ca/ubc-life-topics/finances/,Finances,finances,ubc-life-topics,0,[],[],"<!-- This site is optimized with the Yoast SEO plugin v28.0 - https://yoast.com/product/yoast-seo-wordpress/ -->
<title>Finances Archives | UBC | Undergraduate Programs and Admissions</title>
<meta name=""robots"" content=""noindex, follow"" />
<meta property=""og:locale"" content=""en_US"" />
<meta property=""og:type"" content=""article"" />
<meta property=""og:title"" content=""Finances Archives | UBC | Undergraduate Programs and Admissions"" />
<meta property=""og:url"" content=""https://you.ubc.ca/ubc-life-topics/finances/"" />
<meta property=""og:site_name"" content=""UBC | Undergraduate Programs and Admissions"" />
<meta name=""twitter:card"" content=""summary_large_image"" />
<meta name=""twitter:site"" content=""@youbc"" />
<script type=""application/ld+json"" class=""yoast-schema-graph"">{""@context"":""https:\/\/schema.org"",""@graph"":[{""@type"":""CollectionPage"",""@id"":""https:\/\/you.ubc.ca\/ubc-life-topics\/finances\/"",""url"":""https:\/\/you.ubc.ca\/ubc-life-topics\/finances\/"",""name"":""Finances Archives | UBC | Undergraduate Programs and Admissions"",""isPartOf"":{""@id"":""https:\/\/you.ubc.ca\/#website""},""breadcrumb"":{""@id"":""https:\/\/you.ubc.ca\/ubc-life-topics\/finances\/#breadcrumb""},""inLanguage"":""en-US""},{""@type"":""BreadcrumbList"",""@id"":""https:\/\/you.ubc.ca\/ubc-life-topics\/finances\/#breadcrumb"",""itemListElement"":[{""@type"":""ListItem"",""position"":1,""name"":""Home"",""item"":""https:\/\/you.ubc.ca\/""},{""@type"":""ListItem"",""position"":2,""name"":""Finances""}]},{""@type"":""WebSite"",""@id"":""https:\/\/you.ubc.ca\/#website"",""url"":""https:\/\/you.ubc.ca\/"",""name"":""UBC | Undergraduate Programs and Admissions"",""description"":""UBC | Undergraduate Programs and Admissions"",""potentialAction"":[{""@type"":""SearchAction"",""target"":{""@type"":""EntryPoint"",""urlTemplate"":""https:\/\/you.ubc.ca\/?s={search_term_string}""},""query-input"":{""@type"":""PropertyValueSpecification"",""valueRequired"":true,""valueName"":""search_term_string""}}],""inLanguage"":""en-US""}]}</script>
<!-- / Yoast SEO plugin. -->","{""title"": ""Finances Archives | UBC | Undergraduate Programs and Admissions"", ""robots"": {""index"": ""noindex"", ""follow"": ""follow""}, ""og_locale"": ""en_US"", ""og_type"": ""article"", ""og_title"": ""Finances Archives | UBC | Undergraduate Programs and Admissions"", ""og_url"": ""https://you.ubc.ca/ubc-life-topics/finances/"", ""og_site_name"": ""UBC | Undergraduate Programs and Admissions"", ""twitter_card"": ""summary_large_image"", ""twitter_site"": ""@youbc"", ""schema"": {""@context"": ""https://schema.org"", ""@graph"": [{""@type"": ""CollectionPage"", ""@id"": ""https://you.ubc.ca/ubc-life-topics/finances/"", ""url"": ""https://you.ubc.ca/ubc-life-topics/finances/"", ""name"": ""Finances Archives | UBC | Undergraduate Programs and Admissions"", ""isPartOf"": {""@id"": ""https://you.ubc.ca/#website""}, ""breadcrumb"": {""@id"": ""https://you.ubc.ca/ubc-life-topics/finances/#breadcrumb""}, ""inLanguage"": ""en-US""}, {""@type"": ""BreadcrumbList"", ""@id"": ""https://you.ubc.ca/ubc-life-topics/finances/#breadcrumb"", ""itemListElement"": [{""@type"": ""ListItem"", ""position"": 1, ""name"": ""Home"", ""item"": ""https://you.ubc.ca/""}, {""@type"": ""ListItem"", ""position"": 2, ""name"": ""Finances""}]}, {""@type"": ""WebSite"", ""@id"": ""https://you.ubc.ca/#website"", ""url"": ""https://you.ubc.ca/"", ""name"": ""UBC | Undergraduate Programs and Admissions"", ""description"": ""UBC | Undergraduate Programs and Admissions"", ""potentialAction"": [{""@type"": ""SearchAction"", ""target"": {""@type"": ""EntryPoint"", ""urlTemplate"": ""https://you.ubc.ca/?s={search_term_string}""}, ""query-input"": {""@type"": ""PropertyValueSpecification"", ""valueRequired"": true, ""valueName"": ""search_term_string""}}], ""inLanguage"": ""en-US""}]}}","{""self"": [{""href"": ""https://you.ubc.ca/wp-json/wp/v2/ubc-life-topics/1355"", ""targetHints"": {""allow"": [""GET""]}}], ""collection"": [{""href"": ""https://you.ubc.ca/wp-json/wp/v2/ubc-life-topics""}], ""about"": [{""href"": ""https://you.ubc.ca/wp-json/wp/v2/taxonomies/ubc-life-topics""}], ""wp:post_type"": [{""href"": ""https://you.ubc.ca/wp-json/wp/v2/calendar-content?ubc-life-topics=1355""}], ""curies"": [{""name"": ""wp"", ""href"": ""https://api.w.org/{rel}"", ""templated"": true}]}"
1356,7,,https://you.ubc.ca/ubc-life-topics/tips-from-ubc-students/,Tips from UBC students,tips-from-ubc-students,ubc-life-topics,0,[],[],"<!-- This site is optimized with the Yoast SEO plugin v28.0 - https://yoast.com/product/yoast-seo-wordpress/ -->
<title>Tips from UBC students Archives | UBC | Undergraduate Programs and Admissions</title>
<meta name=""robots"" content=""noindex, follow"" />
<meta property=""og:locale"" content=""en_US"" />
<meta property=""og:type"" content=""article"" />
<meta property=""og:title"" content=""Tips from UBC students Archives | UBC | Undergraduate Programs and Admissions"" />
<meta property=""og:url"" content=""https://you.ubc.ca/ubc-life-topics/tips-from-ubc-students/"" />
<meta property=""og:site_name"" content=""UBC | Undergraduate Programs and Admissions"" />
<meta name=""twitter:card"" content=""summary_large_image"" />
<meta name=""twitter:site"" content=""@youbc"" />
<script type=""application/ld+json"" class=""yoast-schema-graph"">{""@context"":""https:\/\/schema.org"",""@graph"":[{""@type"":""CollectionPage"",""@id"":""https:\/\/you.ubc.ca\/ubc-life-topics\/tips-from-ubc-students\/"",""url"":""https:\/\/you.ubc.ca\/ubc-life-topics\/tips-from-ubc-students\/"",""name"":""Tips from UBC students Archives | UBC | Undergraduate Programs and Admissions"",""isPartOf"":{""@id"":""https:\/\/you.ubc.ca\/#website""},""breadcrumb"":{""@id"":""https:\/\/you.ubc.ca\/ubc-life-topics\/tips-from-ubc-students\/#breadcrumb""},""inLanguage"":""en-US""},{""@type"":""BreadcrumbList"",""@id"":""https:\/\/you.ubc.ca\/ubc-life-topics\/tips-from-ubc-students\/#breadcrumb"",""itemListElement"":[{""@type"":""ListItem"",""position"":1,""name"":""Home"",""item"":""https:\/\/you.ubc.ca\/""},{""@type"":""ListItem"",""position"":2,""name"":""Tips from UBC students""}]},{""@type"":""WebSite"",""@id"":""https:\/\/you.ubc.ca\/#website"",""url"":""https:\/\/you.ubc.ca\/"",""name"":""UBC | Undergraduate Programs and Admissions"",""description"":""UBC | Undergraduate Programs and Admissions"",""potentialAction"":[{""@type"":""SearchAction"",""target"":{""@type"":""EntryPoint"",""urlTemplate"":""https:\/\/you.ubc.ca\/?s={search_term_string}""},""query-input"":{""@type"":""PropertyValueSpecification"",""valueRequired"":true,""valueName"":""search_term_string""}}],""inLanguage"":""en-US""}]}</script>
<!-- / Yoast SEO plugin. -->","{""title"": ""Tips from UBC students Archives | UBC | Undergraduate Programs and Admissions"", ""robots"": {""index"": ""noindex"", ""follow"": ""follow""}, ""og_locale"": ""en_US"", ""og_type"": ""article"", ""og_title"": ""Tips from UBC students Archives | UBC | Undergraduate Programs and Admissions"", ""og_url"": ""https://you.ubc.ca/ubc-life-topics/tips-from-ubc-students/"", ""og_site_name"": ""UBC | Undergraduate Programs and Admissions"", ""twitter_card"": ""summary_large_image"", ""twitter_site"": ""@youbc"", ""schema"": {""@context"": ""https://schema.org"", ""@graph"": [{""@type"": ""CollectionPage"", ""@id"": ""https://you.ubc.ca/ubc-life-topics/tips-from-ubc-students/"", ""url"": ""https://you.ubc.ca/ubc-life-topics/tips-from-ubc-students/"", ""name"": ""Tips from UBC students Archives | UBC | Undergraduate Programs and Admissions"", ""isPartOf"": {""@id"": ""https://you.ubc.ca/#website""}, ""breadcrumb"": {""@id"": ""https://you.ubc.ca/ubc-life-topics/tips-from-ubc-students/#breadcrumb""}, ""inLanguage"": ""en-US""}, {""@type"": ""BreadcrumbList"", ""@id"": ""https://you.ubc.ca/ubc-life-topics/tips-from-ubc-students/#breadcrumb"", ""itemListElement"": [{""@type"": ""ListItem"", ""position"": 1, ""name"": ""Home"", ""item"": ""https://you.ubc.ca/""}, {""@type"": ""ListItem"", ""position"": 2, ""name"": ""Tips from UBC students""}]}, {""@type"": ""WebSite"", ""@id"": ""https://you.ubc.ca/#website"", ""url"": ""https://you.ubc.ca/"", ""name"": ""UBC | Undergraduate Programs and Admissions"", ""description"": ""UBC | Undergraduate Programs and Admissions"", ""potentialAction"": [{""@type"": ""SearchAction"", ""target"": {""@type"": ""EntryPoint"", ""urlTemplate"": ""https://you.ubc.ca/?s={search_term_string}""}, ""query-input"": {""@type"": ""PropertyValueSpecification"", ""valueRequired"": true, ""valueName"": ""search_term_string""}}], ""inLanguage"": ""en-US""}]}}","{""self"": [{""href"": ""https://you.ubc.ca/wp-json/wp/v2/ubc-life-topics/1356"", ""targetHints"": {""allow"": [""GET""]}}], ""collection"": [{""href"": ""https://you.ubc.ca/wp-json/wp/v2/ubc-life-topics""}], ""about"": [{""href"": ""https://you.ubc.ca/wp-json/wp/v2/taxonomies/ubc-life-topics""}], ""wp:post_type"": [{""href"": ""https://you.ubc.ca/wp-json/wp/v2/calendar-content?ubc-life-topics=1356""}], ""curies"": [{""name"": ""wp"", ""href"": ""https://api.w.org/{rel}"", ""templated"": true}]}"
