id,campus,formal,space_type,created_time,Filter_Room_Layout_Type,Name,Buildings - Building Name (override),Formatted_Room_Layout_Type,Room Number,Filter_Furniture,Building Code,Title,Capacity,Image Gallery,Formatted_Furniture,Building Slug,Buildings - Building Name,Slug,Room Link,Building Link,floor,floor_source,photo_count,cover_photo_url,cover_photo_thumbnail_url,cover_photo_id,cover_photo_filename,cover_photo_width,cover_photo_height,cover_photo_expires
rec7z5V4rrZ7ky1fG,vancouver,True,classroom,2024-10-07T05:58:36.000Z,Rows,AERL 120,Aquatic Ecosystems Research Laboratory,Rows,120,Fixed Tablets,AERL,Aquatic Ecosystems Research Laboratory (AERL) - 120,144,"[{""id"": ""attlBLMkxYkaazW79"", ""width"": 1500, ""height"": 1000, ""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/DA6FKup-XuWPAWrSaJNFUQ/ZFrfbRYwygsTc-WY6bWF9ZHDtdhTz6U3n1Vn8FBa1N-AILM-BzwPvXaYjMKCV35gYf-BoeRaOrwBQwhnqY0j3dz5SwRosKUI0fZL8TL-gXrgw-JVzKN17l4DCn23s9n1QJmAk7wyaiyVbFz-taeTXQ/gfF07otUM37nUIqhe51jIs5vWzNm0wlH6R3tGq5eL0Y"", ""filename"": ""AERL%20120%20S%20resized.JPG"", ""size"": 1091876, ""type"": ""image/jpeg"", ""thumbnails"": {""small"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/Ek2BjDOU3ybkT1m9dQ3u8g/g3oxs2db25k7IYeINf7SFBN0N4fB-IJBBEM3MW88NEup8ZSpLq4Aq5r5B_j5tTR9BDjRGSH7BrM34M74V7rwB7ReL_7EonbOJZurmcEBCQnIju4cbMiKG3s05W7UYfqB1G1lo4Upy7dpu_VDaJlVNA/Ktgl7u7dVaJ9rciz-PTGQtpUfwNjp3-7cnMZjlZnlxw"", ""width"": 54, ""height"": 36}, ""large"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/jwep3aNgKV_u7QwHzYoLAA/hm2ebP7pq3hnObI3zu9VTIROVfk2iFvjjjx5CDQ4jBKpjPfdbsRcrBtzprRNRa6VlhRN_c-o6ibl5izd5kTqNiXXVqbof1zDHRVkUNwAKZYNLx-iLgXjv_55qCnpMhU_DV7c_4hpysvor9p0s3wm1w/ZDWyp6RRdb5p9SgW1YQ6D_rk-H7IlUx40p-mkeNkKbY"", ""width"": 768, ""height"": 512}, ""full"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/GJAaXJhqTnlw-AJ0EifBYg/ZM4dfmXkOhdiG1JGTPDwgGKzwT0SE0PB0l0v68iGrJyiTyDJ0qZzeKPquAbUdCe-wDEKEi_9vxzj429zSR0lBl6L8lN_nCIxWwgRjveYr5BOnra_nRVvMUozZtxu-zItvQXySsZxuDH_qoVTPysJ-Q/Q_Az690k4mnEF6MqYbP25DHZN_M03JCFZV0aMLh99aY"", ""width"": 1500, ""height"": 1000}}}, {""id"": ""attwl8BXlminUuLGZ"", ""width"": 1500, ""height"": 1000, ""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/naqN_tyXgOQUmgB3k_Hi4A/GxiJc4MgOBr1nGz8d1lNKPNd4NbOwwlLwIa_cLapqMr4fYuAYi0gfkkcSlXB0TEyoC1XsRKdXHTtRtzu8fpbDQRciROBNls1bCWtQq7jgUYR3Viqc4YfnGKwVchGryew3MCuwC_DkcdPl-pdaBzHNw/jOgeq797qkpR8rNDvkXDWRHzImTQnO5V7Np01LOfAyg"", ""filename"": ""AERL%20120%20I%20resized.JPG"", ""size"": 1122107, ""type"": ""image/jpeg"", ""thumbnails"": {""small"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/Nf23rTlyaBLirEE2r8J_jQ/Xdd1XGS90-V7xopoLwRNsGkp8ZMh4VVE4x9Mp8BTR42yE1GlwB6F4PtMRzb_WMV-5QJoIDHlzwv6kv5RGWwn9tezcmtl6GPEhGl7KT5rWxPFNc47UrOqdDlLu43fQejE1QekNsGMTkd2iVhvqIUnRQ/92zHrNnrjwADGaSLYTGZXjGamG9g6-3n5C3ZrF4BIeU"", ""width"": 54, ""height"": 36}, ""large"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/Ulev9seM6bikKxYacs0lnQ/Qoynh00cLlB44RWdYvBnx7mzBIfTvr8fCKlKOE5twaMwliADdwQznfL9zJUlFzqY8DcpzstZ0CsqC6L0UfVUtPyv53PpfwdHKgq2jN0dtnMdiOpvXLPSqnTwAhIsfYU9DVa5ibyxZ6uEK4oY8cs6Mw/U_7EuAKATPZ_21UU8XCXjlzEd4xIHmLwHc6NKX321ck"", ""width"": 768, ""height"": 512}, ""full"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/K8XxwJU2XOEw6CZmwpkkHQ/DPk0jiATPKxlrU5g-p2v8NnV6gcPbjn80jcAD9McfKimqIwyzIONBOp_wFjNHGhyb0ImvG1WoIYWYA9Uld-3ejAmKThADBlbX0kCMQJ-f0Du24m9uq80MAMBblIqhEOq64Z8uIzjkjw3oehgKfZ8hg/F0kjNN8xgQiWpvqRJlVlxxEE9fw0iqsVv2hr3KYi6rk"", ""width"": 1500, ""height"": 1000}}}, {""id"": ""attV6wZ0cZFih80Ji"", ""width"": 1500, ""height"": 1000, ""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/763pXL9shfSEyR8xYLbQmQ/dL3GRuF7t0gZx4AzicfwmDR7PqfOia6O6VsuswMKUIV9U8nVgf66SYUC8fkEpGB8UksPVbST2D6Aoldyb9PrcaVHbfLdTljosC1IoHgPWsHTt6t2un1m_YNckJagAF4CFzdy-9Kbgd5lcjDLfv-Gxw/Zn2DRIUc0yjhpkVZYCANl6XF0Acq5wYrG7pt9V_nWhY"", ""filename"": ""AERL%20120%20L%20resized.JPG"", ""size"": 908858, ""type"": ""image/jpeg"", ""thumbnails"": {""small"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/AV7bthxG8khmmRImBTAHmw/xObrABD_FNrOQuwrXUoBYnPu6GiB4sJmUWXmD_Jz2FlFu-KavQS2GdYSj93fVSFZ0YUYgt-piEKSzCLM4leN__8M9_yjf7IpULdyJchLSIGGytre9qryx_1f_Osf2JeT4a2EljRDvkstT22gM9LCPA/TNirsUlJH5ih5AaPIIsHHdlHxcX-vBOUCAvdssgglWM"", ""width"": 54, ""height"": 36}, ""large"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/kQ46ZveoET6LHLCxCZQ_3Q/Yd7vhrCkK2Lj7PqOxy-US2GgxI36Onk9JSegFZJGS-G9_TDpUc21wa23Ank9134W3Dc1WqPYnmla2SFLTzuVZ6c2RjgwScvZ4fPEW2rIysFrdFOBDPIfOdDH5BlrERGT1pDuor0XGH9LKDmJqU23pA/LDBRGZeHeiR0oyzGVYbHnmfjD3QgW5hnMP69Khwmr5s"", ""width"": 768, ""height"": 512}, ""full"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/AN5XmMe0DUZzP1BDrr9S2g/i2YxljvPFZcPgf0s3_ywvgISBDDIreeoKW8vGEOYuIsjAMdpP-tMP7bvtuKERJ8oQRH7zuwHHozmtLhCGIrPS7ksJ3uLtoU8rdXKinKT59QmAwLnhQFw-ugjvvSdHpI8juUbV6x0uV79hTb3AbZ3Nw/R1lo78zRyBhy7DD0o4bN53VKjxY7mY023UbKPLPD-Os"", ""width"": 1500, ""height"": 1000}}}]",Fixed Tablets,aquatic-ecosystems-research-laboratory-aerl,AERL (Aquatic Ecosystems Research Laboratory),aerl-120,https://learningspaces.ubc.ca/classrooms/aerl-120,https://learningspaces.ubc.ca/buildings/aquatic-ecosystems-research-laboratory-aerl,1,room_number,3,https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/DA6FKup-XuWPAWrSaJNFUQ/ZFrfbRYwygsTc-WY6bWF9ZHDtdhTz6U3n1Vn8FBa1N-AILM-BzwPvXaYjMKCV35gYf-BoeRaOrwBQwhnqY0j3dz5SwRosKUI0fZL8TL-gXrgw-JVzKN17l4DCn23s9n1QJmAk7wyaiyVbFz-taeTXQ/gfF07otUM37nUIqhe51jIs5vWzNm0wlH6R3tGq5eL0Y,https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/jwep3aNgKV_u7QwHzYoLAA/hm2ebP7pq3hnObI3zu9VTIROVfk2iFvjjjx5CDQ4jBKpjPfdbsRcrBtzprRNRa6VlhRN_c-o6ibl5izd5kTqNiXXVqbof1zDHRVkUNwAKZYNLx-iLgXjv_55qCnpMhU_DV7c_4hpysvor9p0s3wm1w/ZDWyp6RRdb5p9SgW1YQ6D_rk-H7IlUx40p-mkeNkKbY,attlBLMkxYkaazW79,AERL%20120%20S%20resized.JPG,1500,1000,2026-07-31T12:00:00Z
recIOMs9UpIHK3klt,vancouver,True,classroom,2024-10-07T05:58:43.000Z,Case-Style,ALRD 105,,Case-Style,105,Fixed Tables,ALRD,Allard Hall  (ALRD) - 105,94,"[{""id"": ""att8VuAOMAcR3VFx9"", ""width"": 2000, ""height"": 1500, ""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/ELg6T6D15ZsoEsdorHHByQ/w46fvliYCyJt9nIoMIbe8GhZMNIgxFCaGTVSMhOaBT3y1gCblOeAccVvoZL39WxKD_JKdqzdJ5-YShbcROKAtzJhIKZcJTG1w0YAHmSglMLfS9lwrbdYVAU-rdq4UCF-jGGAjDPn7DEqAvN2IDkEpg/XsCOvoqVnCj11vrEmHKZGoIxvqgdujzZjal1hnbnZWo"", ""filename"": ""3.jpg"", ""size"": 1167507, ""type"": ""image/jpeg"", ""thumbnails"": {""small"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/zRYxXVcu5WPDha6Xza90uQ/kCfGv-_wnejH7xJ1TfPVpuRIMUrdFmcftRFA1MTzG7ARimAhjLarOHn_TOLSgfx3TFHUJjcvMCJViUusW003f94kwYOpTo-0iROkjoiOuV85WrNeVLcduFY_1qYuS5jX7vQLc3R1O14lK0ZB4fkTwA/KVbvv4hFjpA_egVri11GxZebqpnuEXTt-_PV8WDlbfI"", ""width"": 48, ""height"": 36}, ""large"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/utW8mvarLcdF0GOoqgqp4g/DuMjTRf5IQ4bslI6VdcN3d98DeR3cmiSC2AZ7qWD2rQnC5z-pSEobDiobxvWebRe_6ty2Xz3JmlTOUEoxGEDKm9ryMnMjKuwqAQz8Rp07pBvD-sboD5T_aUUVJwtSuVwInnI7MV18P1yQAQdxqX6EA/5UUHrD86x0fhFD7GA1c9W6ZUBd8uMvnJlmcUNt3tdic"", ""width"": 683, ""height"": 512}, ""full"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/jBTcHuBhTmsLicZqSCdMUA/pFhNkeM3-DvyoAukb4rC-naOcRLiGcyJNzqwous4i8WPuacE6rctRkjQZnCZavMveM7v2eC1wHwQpiLrkik9oUfEn0hIjZ3mD9rkMajAZON8zxpqkp4o1PPv3EW20_PjI8D946aoHZO0Bz5Z3zreiQ/YdEWkVEkxcxzz7MQpXgTPEsas-5Uyem6LFRIqtfTo7k"", ""width"": 2000, ""height"": 1500}}}, {""id"": ""attaXEaYxVkLrzBN0"", ""width"": 2000, ""height"": 1500, ""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/7qMkPTB3YcPJPVqxwQupPQ/RrqYs98OstxAMpeuMHJy9Mu-YeDLVLjXWWwW7UwOtnsWN20VU9xbaDQpkIadk93I1ZFWmTSwjs-S7zVXV4l3uX0qBIzoHuvwnvlO7aFEv4khxEmFCMqaGAfk2IdPTNLYOhf9ym2uFwo2aClOepOLwA/lfhVW57sbxk2rZL6wdh2311I4d-ZnHoGLwsbafJX0oQ"", ""filename"": ""4.jpg"", ""size"": 1219508, ""type"": ""image/jpeg"", ""thumbnails"": {""small"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/_k8H5WdGhtIEbIQ4nObj1A/xwr2sBn4GBjLcX7mDcY8YtOgbyx9XyhLkusnPv2PZOzcCSI4xI6zW53Q55sr_1ebD0RUyP7O20-yIs8JX0OKYXEuQ0eIb08WqO8GQ01_nouCvH4tpdT9TGuByTU-eGCfgY4HmYeg41rrspCqRggkVQ/jT3d6MXbvPM1mNVOi1agemGLsUyq2jK-M3wnxGXCT-I"", ""width"": 48, ""height"": 36}, ""large"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/aBfFm4qh2atCuQFOjZndpA/aQ47Q1vzz8SbQgoh33sxBbZ3K10ZNqCB5JIGYZFcSTa_79hWn01pomV3N-d2WmIWKN3Xp9wtEIevLL90qXnrKQQca_gUfX-GA7c8y5Wyf60jJdbrXy0owsYy3Cv_KBaggIPVwIaQMiGqV7pCXQmxIQ/eg5qpKFeqBC86ivzVzARIy2N7ctueL5hyjxEpgMtnlM"", ""width"": 683, ""height"": 512}, ""full"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/07k578lCrelGW0Z8MkWkxw/qOLxMq5Q4-ETT9nJ3u1VyZlM-F6gf_1Uu2_gYwLpPY1TUn8lHbj4ABmC5saPgwlAPslkzdYyawFzGUNDu-P2qRDUxeMkxsc-s79YkdJF-ELgrt85a22K4sm5SziiOiTmVZocSiysNuZrO7I5lWKF4g/2DDni6fu2NTJn_-ln5U3lghHMXban_bPv1YiKefwC44"", ""width"": 2000, ""height"": 1500}}}, {""id"": ""attsBOQe2wnEeaw4m"", ""width"": 2000, ""height"": 1500, ""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/7h2-7AageGLYdFWNYTLlHA/WeD6CIhy4TDrVhTKf8vRhJlLZ11ZrSV0-5USTWZcScyCpbP9SKtiB2qE4WWZrseOH3CzCh-Ql_wMp6LwMVbi-kI6Mt7O3AWXycupKKhJaQccXBi0BQsQqBZthAsgmTHvfij_b--hRHocNrQf1rQMpQ/3NprokWmPBND944PHJyghfsheQ7SCpJbWi0AxL6mZKE"", ""filename"": ""6.jpg"", ""size"": 1048395, ""type"": ""image/jpeg"", ""thumbnails"": {""small"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/YLabvE0pcILsnjbSoaedNA/uPgCWXh9iWSP9xLicuDuY2s83sqBaEGV2g4xU1_uMf36PAcl8rGn4uvI_UUXhaFhpiJ98GVbiraXw4l0OcaTwZ4bm0gpzsQv87gFfF-1v6rO8zihgxCk7BwXz56-EuLu2_xj217ju8emLzzPC7oEvg/wbNuX6yN7iqfv2VQEIRLQzP1OKUfwEVETgbdlSeRRTA"", ""width"": 48, ""height"": 36}, ""large"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/s8YX5s6bQSMJNJ-eKd93cw/Ka7uYz50j2fVaxUV08gcvbb6Kdn8CVmNGVW04sX2NBX1nw2kuuTeOwV1Zg4LSLIYNj057zELR8o0tYA57h0jRMLjvcYM7o9TDWPhJRa7zRs7lVbvsywFfFjRgpDnVMtKIrjq-8aaLmCiPDpJgWYTTQ/s3ezwAQwUk7f4wZVkJuXxjSW5Ps00IsuQd_jOWsw9ME"", ""width"": 683, ""height"": 512}, ""full"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/9PYj-W5FDpWA2v_NL8QeaA/lCKd9-pSIYCc3mzLzJxAiuCBXMMKgDh054iLjSGmK_VL4FVpABC4Oy-eQigCLTKquOqneJqqWplBHZ1CyCc4mvKw278eEaXC42FKqGlzQgZ75cyWs2iLlm40cRwzMY5wSLj60hzp3evdo-N7G5qXlw/iP90AMGLQJbcJedJyE3JC74Rs6nP9uSukEyU6ZOhWDU"", ""width"": 2000, ""height"": 1500}}}, {""id"": ""att4KCQTwOtJUMLAI"", ""width"": 2000, ""height"": 1500, ""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/0bowI00avDp8newMmja5Hw/gc55ZMBEgsdz6HfTQVTolyFomUuo9CU3r_tFOryvGayr1lQpRo1KVreLA1CIdD-LuU_INL66YQbho5AqlpRhBEJryFlaYxyPW1dr1do2AJngeW0mxVS_s8Y7CpPzdBkWxW1Jw_0EkpSU7Xjh1JJTJA/rmHv85sjdeNEqnVdDVTrdtCvGCGxZrpPqvECIit5wZM"", ""filename"": ""5.jpg"", ""size"": 1116114, ""type"": ""image/jpeg"", ""thumbnails"": {""small"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/H0PnHLVamihuyKvMrs3fCw/Nhn8hz8OP0z8_0dvwHshc7Iullkr8Tm2f2QI1SIQvyA0sORaY0JLKmUzUZ5XVrwwIui7hJj6kZtQGG1640AlwxaCUwoFWq0-XoNUPxJWgSZuZvnICJ6qLpxPKiVmrRHZ4jhRTetTg3_hxZLIQrI3DA/wmzzrKKNNIPF5kAHXhUeJh_Rxr0-Z0YXaeD8UebJ-Yw"", ""width"": 48, ""height"": 36}, ""large"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/pFtPKz5YT3HKosiLuKJhew/plI1-wc1dz9uxuVqWS5_BlpHhh73dobz7Tq95NUQ5bBsUgtMWyYd8BAvb-MeRv_qgBGnd2lt95PCoNP7Va7MQg8u2dhgkJpgyI-f4WoRWJE2QdgPhZidObrapG23vq-AGKyQlngA-KtWc9gp3iEV-w/o3VbPMnfqtrmRllsf39zrJ-2lCLP-LsNEc-UCkJ43WU"", ""width"": 683, ""height"": 512}, ""full"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/MOMg3Z4HjQd0Fxs8oyFa1g/6EQmPrRkRhIKvI6CcqdJQSD0T5HE-gVymaGmFvAmlXyjlhiq70ALTx0gCpw7qejZvoZagxi6UEnRFjdhv0DHSIkssOa_Xi54zNEodUBsLnBDYJOLb71ta_OZZaDMll5ZkR92fEDRRvZoHMIFdnY2yg/ThjasBePNB9NYJuKBPOJV3hzBa55O5BaAdtVlAoorpM"", ""width"": 2000, ""height"": 1500}}}, {""id"": ""attSNlkW8cjESevS5"", ""width"": 1536, ""height"": 1024, ""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/idk-RW7FBIPsWRITx_PBLQ/a82gjAo-fwY9s7BqyWsaShFdpMNu5JIyA6rWQffrlTralo4HkjiQANvyqnOSKerWQItxM7SGGm6PFf_yexM_qEjTWOjUSDWoOybIeyrLHeoW4_FDwubOmxC9EEhV0HBV7EsVqdQBMF2q1tx2wx5rJw/siSKM8XO4tu2mbw_8ou0kmEqgDAFu-Vuv6i4H-rJQxY"", ""filename"": ""6-1.png"", ""size"": 2403318, ""type"": ""image/png"", ""thumbnails"": {""small"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/JsVZr36-26IS0oCifETKHA/329R1EZ-mH4RRejcTD58arDz80SEg1hZi5cfj7RErRSHr348vk6bacssiHFKmYx4kQcjCdOheCjA3nyFXAlbnUlZEum_NND2CMK9qpjTJzeipPSmsE45VzGgIrnsgw6e1SJHUzxUhLis8yg3akEYbw/alt66zggjN3Sx8tRvgIYpo2sJMyskXaNph8jyN9aTq4"", ""width"": 54, ""height"": 36}, ""large"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/sNYaeI3E5N_uXuTGYQMd2Q/IjooRgV4EkknD-yPC8kh_c2Uyqe2wN_IYKBUgywIOXeXdjd-tjJ_65P-tOU_q14HEgUxRNKOVMevM3-gXt6O54LbcYDpe0-sSE_8bW8gAavpbkWaMPCM3aFmGdygxUOTOrSu-ipBl3PEeHYAZcZPaw/wLHA2iAG6cg26SFz_9LPyrtiUtJwxPmxzRBi3herJuc"", ""width"": 768, ""height"": 512}, ""full"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/LVtC7gDtwPp3pY6H0uV7Tg/kZdQAtNJKVo0Lgg7LSCzPzDF6nW6730re798YS9xrJ3uW07Y1_Eihrvd8fc6pa8DwpuI-eBLg31co1yKjinWqAQETQ9gw2UDuCNZdzFhMKVXS3Oqu9qVzmrPed2O-bD_ha8heDMmlFAiGdP_bdbDmA/Z2g1XriMfEnY4L2LS4et_z0gZE74QNY3uME_VkZewCg"", ""width"": 1536, ""height"": 1024}}}, {""id"": ""attGnlassQDA8cfoZ"", ""width"": 2000, ""height"": 1500, ""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/HcTf4TkQ-glsgpYR4B6F6A/feP80-km4yoOUG3n8HOyhh1mJRkLR7fhiocUq8qYdMr_omZpgdaFpOnG56fdPm_pV2AvtfviywVqYMYnj1XvA348mSrjcxchRHhZEckNq4sP94djRi4MaKCDd0_S2fFgDffdtOBCNsIbFHmAQtqwPQ/SeE46e7IP-fmtig5Q5Qpi47jGqeJJiHorwQJ8WWebMY"", ""filename"": ""2.jpg"", ""size"": 1055673, ""type"": ""image/jpeg"", ""thumbnails"": {""small"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/llNVs3eXy_i4ONK349ftLA/PuJ6EBNunv4D8Kx7LPdIR7HTCEQNjESHbItB3Y7LukEjcVdLWK5w9HBC-l2yFSO8Q6LYHsm5ERykbRZpByIK3RG9iMEMqaWapsStHJV14WfsIxC3HC2eqqziNQKKvdoTTHNSoAsVj9wnTdgnId8i2Q/yUjsJqFmDlvOoUwjeVPMXDaW3Nbs2oN7I4Av1aD0SHs"", ""width"": 48, ""height"": 36}, ""large"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/-hui57G_K9vr0PJPA4Fz8A/jzjqIuS-m2jzvFV2a5t6Lbgqx_wurbpT3D5xPQB_qxnxR1Df0beDPPmqEXnAdKkOiQolk_J6J5Ig9094g0GPcBcXQW4WQjGKOarrMfRrJ_ycnX0bZ_EN-HmAIiVaLsE9LOuCuZbG6zyLLmdRWdZPLg/N6EmWgy1dDzCGq4wcFKdDVdhLWiG-DrPGMit2U9TH1s"", ""width"": 683, ""height"": 512}, ""full"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/yQcG7FYzFp555S1wNw0www/3_3VCm-jRJ4xTtO5rh8hJ4pKEOuXTf_miBRrtYlCbOIohq3FKdEc3VXeLlvD1ufVN9u06pAt1-Z6lW41_aUkmNXhqBa8paTzXj-RkOaOIoLqH7mMz8kKQYOfq9VbiXCyF-2-y14z_KcDMhur_belCg/n5HEx0iWgpUdHG3GSm0m6g0EbDG2G6fWNQlT_bXleLA"", ""width"": 2000, ""height"": 1500}}}, {""id"": ""attJmrCD5wzOYKD07"", ""width"": 1440, ""height"": 1080, ""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/ZKfrWH43MUaa8RkhXcWzcA/2id2ARghX-L0ZqYyeQeHqMQbBBP_SEAkkPfulMZLYdCMlAi6DvUXbSrmLiIzaR0znk74xb7AdzDh54LFnIPVpLlY6qAVU1eYS3emxvjjJ42aLUTwJQJFznRgYjV9NlbkMo7PXUurL5bCUB8xtOykXQ/qA_gP7Ol-QxgmWR8iMlZVzScO272TwLTZkk8W4xm1EU"", ""filename"": ""1.jpg"", ""size"": 233252, ""type"": ""image/jpeg"", ""thumbnails"": {""small"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/kf3etVY_1ObgRvO2-Rt4NA/wiQXev9b4xB4sj6oZhE7yF2KwjedvOTaoQHrPnjbGzZLveSopOGfA1lfqGWRCgcbVeLpr-5K2HpcrS6xdBP5QnkX4ZINXqS1JRVtjpe3mWRSTEfQ3Y6O9-rRnZr6b5TBfHHEMTxdH5eWTbCitvFVWg/HhJWYjfPrXtQ539gYMlwM789TRLmCEifZrN3uD8rjJ4"", ""width"": 48, ""height"": 36}, ""large"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/Gr0K4NdZwRHSTOn2cwUweA/HFoObVgIlO9LRVWXoKZPky9T8hB8odWCrM7SztDhpEKOabI5a29YusDAX-CeGG2DzCxfn6KyJSJamweyUQBd5KvN-f9OHl-vSoG3Y-C3m0OuohHfY8TjWIhJOODeqa5I-T5H76atKDQ4OWjtY_BxmQ/gzDC2w3Ssxumd1tdZUYNqbsxrax4XiC0h4Ln5rAWk0U"", ""width"": 683, ""height"": 512}, ""full"": {""url"": ""https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/GKpebSI2dyGA_F9yc-lzgQ/TBIPLD2cZyVV3KHa71UIbsod8yFD1O6-Xf_CGfA5HXF1-DcxH5pJ92-SSXIR6uRUjrZQ9ifDwXzJvL6fy-B8zuuD377DhWFRiZPKqfuvZm0AHU1zG3lbTvp2LIuUDDiYLRYuD1f_FE7LFvPDZ-sQag/aYpyvBb-x_V2iJtX1WAmhB4Pjpw3X5D04KON_UKdvHQ"", ""width"": 1440, ""height"": 1080}}}]",Fixed Tables,allard-hall-alrd,Allard Hall,alrd-105,https://learningspaces.ubc.ca/classrooms/alrd-105,https://learningspaces.ubc.ca/buildings/allard-hall-alrd,1,room_number,7,https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/ELg6T6D15ZsoEsdorHHByQ/w46fvliYCyJt9nIoMIbe8GhZMNIgxFCaGTVSMhOaBT3y1gCblOeAccVvoZL39WxKD_JKdqzdJ5-YShbcROKAtzJhIKZcJTG1w0YAHmSglMLfS9lwrbdYVAU-rdq4UCF-jGGAjDPn7DEqAvN2IDkEpg/XsCOvoqVnCj11vrEmHKZGoIxvqgdujzZjal1hnbnZWo,https://v5.airtableusercontent.com/v3/u/55/55/1785499200000/utW8mvarLcdF0GOoqgqp4g/DuMjTRf5IQ4bslI6VdcN3d98DeR3cmiSC2AZ7qWD2rQnC5z-pSEobDiobxvWebRe_6ty2Xz3JmlTOUEoxGEDKm9ryMnMjKuwqAQz8Rp07pBvD-sboD5T_aUUVJwtSuVwInnI7MV18P1yQAQdxqX6EA/5UUHrD86x0fhFD7GA1c9W6ZUBd8uMvnJlmcUNt3tdic,att8VuAOMAcR3VFx9,3.jpg,2000,1500,2026-07-31T12:00:00Z
