id,date,date_gmt,guid,modified,modified_gmt,slug,status,type,link,title,content,excerpt,author,featured_media,parent,menu_order,comment_status,ping_status,template,meta,class_list,acf,_links
3023,2025-03-13T14:51:52,2025-03-13T21:51:52,"{""rendered"": ""https://pair.ubc.ca/?page_id=3023""}",2025-08-21T15:51:46,2025-08-21T22:51:46,ccws,publish,page,https://pair.ubc.ca/surveys/ccws/,"{""rendered"": ""Canadian Campus Wellbeing Survey""}","{""rendered"": """", ""protected"": false}","{""rendered"": """", ""protected"": false}",1553,0,12,0,closed,closed,,"{""_acf_changed"": false, ""footnotes"": """"}","[""post-3023"", ""page"", ""type-page"", ""status-publish"", ""hentry""]",[],"{""self"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/3023"", ""targetHints"": {""allow"": [""GET""]}}], ""collection"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages""}], ""about"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/types/page""}], ""author"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/users/1553""}], ""replies"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/comments?post=3023""}], ""version-history"": [{""count"": 5, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/3023/revisions""}], ""predecessor-version"": [{""id"": 3152, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/3023/revisions/3152""}], ""up"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/12""}], ""wp:attachment"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/media?parent=3023""}], ""curies"": [{""name"": ""wp"", ""href"": ""https://api.w.org/{rel}"", ""templated"": true}]}"
2994,2025-03-13T10:22:28,2025-03-13T17:22:28,"{""rendered"": ""https://pair.ubc.ca/?page_id=2994""}",2026-06-08T12:06:19,2026-06-08T19:06:19,ues,publish,page,https://pair.ubc.ca/surveys/ues/,"{""rendered"": ""Undergraduate Experience Survey""}","{""rendered"": """", ""protected"": false}","{""rendered"": """", ""protected"": false}",1553,0,12,0,closed,closed,,"{""_acf_changed"": false, ""footnotes"": """"}","[""post-2994"", ""page"", ""type-page"", ""status-publish"", ""hentry""]",[],"{""self"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/2994"", ""targetHints"": {""allow"": [""GET""]}}], ""collection"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages""}], ""about"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/types/page""}], ""author"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/users/1553""}], ""replies"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/comments?post=2994""}], ""version-history"": [{""count"": 26, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/2994/revisions""}], ""predecessor-version"": [{""id"": 3415, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/2994/revisions/3415""}], ""up"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/12""}], ""wp:attachment"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/media?parent=2994""}], ""curies"": [{""name"": ""wp"", ""href"": ""https://api.w.org/{rel}"", ""templated"": true}]}"
2924,2024-11-29T09:53:14,2024-11-29T17:53:14,"{""rendered"": ""https://pair.ubc.ca/?page_id=2924""}",2025-04-09T11:30:04,2025-04-09T18:30:04,access-information,publish,page,https://pair.ubc.ca/surveys/sei/access-information/,"{""rendered"": ""Access Information""}","{""rendered"": """", ""protected"": false}","{""rendered"": """", ""protected"": false}",1553,0,2248,0,closed,closed,,"{""_acf_changed"": false, ""footnotes"": """"}","[""post-2924"", ""page"", ""type-page"", ""status-publish"", ""hentry""]",[],"{""self"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/2924"", ""targetHints"": {""allow"": [""GET""]}}], ""collection"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages""}], ""about"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/types/page""}], ""author"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/users/1553""}], ""replies"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/comments?post=2924""}], ""version-history"": [{""count"": 8, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/2924/revisions""}], ""predecessor-version"": [{""id"": 3074, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/2924/revisions/3074""}], ""up"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/2248""}], ""wp:attachment"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/media?parent=2924""}], ""curies"": [{""name"": ""wp"", ""href"": ""https://api.w.org/{rel}"", ""templated"": true}]}"
2248,2021-06-08T12:17:45,2021-06-08T19:17:45,"{""rendered"": ""https://pair.ubc.ca/?page_id=2248""}",2026-06-08T12:07:09,2026-06-08T19:07:09,sei,publish,page,https://pair.ubc.ca/surveys/sei/,"{""rendered"": ""Student Experience of Instruction""}","{""rendered"": """", ""protected"": false}","{""rendered"": """", ""protected"": false}",1553,0,12,0,closed,closed,,"{""_acf_changed"": false, ""footnotes"": """"}","[""post-2248"", ""page"", ""type-page"", ""status-publish"", ""hentry""]",[],"{""self"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/2248"", ""targetHints"": {""allow"": [""GET""]}}], ""collection"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages""}], ""about"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/types/page""}], ""author"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/users/1553""}], ""replies"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/comments?post=2248""}], ""version-history"": [{""count"": 21, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/2248/revisions""}], ""predecessor-version"": [{""id"": 3417, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/2248/revisions/3417""}], ""up"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/12""}], ""wp:attachment"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/media?parent=2248""}], ""curies"": [{""name"": ""wp"", ""href"": ""https://api.w.org/{rel}"", ""templated"": true}]}"
2209,2021-05-11T10:36:33,2021-05-11T17:36:33,"{""rendered"": ""https://pair.ubc.ca/?page_id=2209""}",2026-06-08T12:04:18,2026-06-08T19:04:18,course-enrolments,publish,page,https://pair.ubc.ca/student-data-analytics/enrolment/course-enrolments/,"{""rendered"": ""Course Enrolments""}","{""rendered"": """", ""protected"": false}","{""rendered"": """", ""protected"": false}",1553,0,34,0,closed,closed,,"{""_acf_changed"": false, ""footnotes"": """"}","[""post-2209"", ""page"", ""type-page"", ""status-publish"", ""hentry""]",[],"{""self"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/2209"", ""targetHints"": {""allow"": [""GET""]}}], ""collection"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages""}], ""about"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/types/page""}], ""author"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/users/1553""}], ""replies"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/comments?post=2209""}], ""version-history"": [{""count"": 6, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/2209/revisions""}], ""predecessor-version"": [{""id"": 3410, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/2209/revisions/3410""}], ""up"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/34""}], ""wp:attachment"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/media?parent=2209""}], ""curies"": [{""name"": ""wp"", ""href"": ""https://api.w.org/{rel}"", ""templated"": true}]}"
2195,2021-05-07T11:55:22,2021-05-07T18:55:22,"{""rendered"": ""https://pair.ubc.ca/?page_id=2195""}",2026-06-08T12:04:01,2026-06-08T19:04:01,program-enrolments,publish,page,https://pair.ubc.ca/student-data-analytics/enrolment/program-enrolments/,"{""rendered"": ""Program Enrolments""}","{""rendered"": """", ""protected"": false}","{""rendered"": """", ""protected"": false}",1553,0,34,0,closed,closed,,"{""_acf_changed"": false, ""footnotes"": """"}","[""post-2195"", ""page"", ""type-page"", ""status-publish"", ""hentry""]",[],"{""self"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/2195"", ""targetHints"": {""allow"": [""GET""]}}], ""collection"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages""}], ""about"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/types/page""}], ""author"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/users/1553""}], ""replies"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/comments?post=2195""}], ""version-history"": [{""count"": 6, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/2195/revisions""}], ""predecessor-version"": [{""id"": 3409, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/2195/revisions/3409""}], ""up"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/34""}], ""wp:attachment"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/media?parent=2195""}], ""curies"": [{""name"": ""wp"", ""href"": ""https://api.w.org/{rel}"", ""templated"": true}]}"
2079,2021-04-26T10:49:17,2021-04-26T17:49:17,"{""rendered"": ""https://pair.ubc.ca/?page_id=2079""}",2025-03-13T14:50:26,2025-03-13T21:50:26,canadian-campus-wellbeing-survey-completion,publish,page,https://pair.ubc.ca/surveys/canadian-campus-wellbeing-survey-completion/,"{""rendered"": ""Canadian Campus Wellbeing Survey""}","{""rendered"": """", ""protected"": false}","{""rendered"": """", ""protected"": false}",1553,0,12,0,closed,closed,,"{""_acf_changed"": false, ""footnotes"": """"}","[""post-2079"", ""page"", ""type-page"", ""status-publish"", ""hentry""]",[],"{""self"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/2079"", ""targetHints"": {""allow"": [""GET""]}}], ""collection"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages""}], ""about"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/types/page""}], ""author"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/users/1553""}], ""replies"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/comments?post=2079""}], ""version-history"": [{""count"": 11, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/2079/revisions""}], ""predecessor-version"": [{""id"": 3022, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/2079/revisions/3022""}], ""up"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/12""}], ""wp:attachment"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/media?parent=2079""}], ""curies"": [{""name"": ""wp"", ""href"": ""https://api.w.org/{rel}"", ""templated"": true}]}"
2067,2021-04-26T10:12:13,2021-04-26T17:12:13,"{""rendered"": ""https://pair.ubc.ca/?page_id=2067""}",2024-05-06T09:46:12,2024-05-06T16:46:12,ccws-staff-faculty,publish,page,https://pair.ubc.ca/surveys/ccws-staff-faculty/,"{""rendered"": ""CCWS &#8211; Faculty and Staff""}","{""rendered"": """", ""protected"": false}","{""rendered"": """", ""protected"": false}",1553,0,12,0,closed,closed,,"{""_acf_changed"": false, ""footnotes"": """"}","[""post-2067"", ""page"", ""type-page"", ""status-publish"", ""hentry""]",[],"{""self"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/2067"", ""targetHints"": {""allow"": [""GET""]}}], ""collection"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages""}], ""about"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/types/page""}], ""author"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/users/1553""}], ""replies"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/comments?post=2067""}], ""version-history"": [{""count"": 33, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/2067/revisions""}], ""predecessor-version"": [{""id"": 2841, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/2067/revisions/2841""}], ""up"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/12""}], ""wp:attachment"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/media?parent=2067""}], ""curies"": [{""name"": ""wp"", ""href"": ""https://api.w.org/{rel}"", ""templated"": true}]}"
1978,2021-04-06T13:02:49,2021-04-06T20:02:49,"{""rendered"": ""https://pair.ok.ubc.ca/?page_id=1978""}",2021-04-26T14:31:17,2021-04-26T21:31:17,survey-guide,publish,page,https://pair.ubc.ca/surveys/survey-governance/survey-support/survey-guide/,"{""rendered"": ""A General Guide to Administering Surveys""}","{""rendered"": """", ""protected"": false}","{""rendered"": """", ""protected"": false}",1553,0,1532,0,closed,closed,,"{""_acf_changed"": false, ""footnotes"": """"}","[""post-1978"", ""page"", ""type-page"", ""status-publish"", ""hentry""]",[],"{""self"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/1978"", ""targetHints"": {""allow"": [""GET""]}}], ""collection"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages""}], ""about"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/types/page""}], ""author"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/users/1553""}], ""replies"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/comments?post=1978""}], ""version-history"": [{""count"": 19, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/1978/revisions""}], ""predecessor-version"": [{""id"": 2094, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/1978/revisions/2094""}], ""up"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/1532""}], ""wp:attachment"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/media?parent=1978""}], ""curies"": [{""name"": ""wp"", ""href"": ""https://api.w.org/{rel}"", ""templated"": true}]}"
1936,2021-03-08T15:59:51,2021-03-08T23:59:51,"{""rendered"": ""https://pair.ok.ubc.ca/?page_id=1936""}",2026-06-08T12:00:07,2026-06-08T19:00:07,ubc-at-a-glance,publish,page,https://pair.ubc.ca/ubc-data-analytics/ubc-at-a-glance/,"{""rendered"": ""UBC at a Glance""}","{""rendered"": """", ""protected"": false}","{""rendered"": """", ""protected"": false}",1553,0,8,1,closed,closed,,"{""_acf_changed"": false, ""footnotes"": """"}","[""post-1936"", ""page"", ""type-page"", ""status-publish"", ""hentry""]",[],"{""self"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/1936"", ""targetHints"": {""allow"": [""GET""]}}], ""collection"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages""}], ""about"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/types/page""}], ""author"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/users/1553""}], ""replies"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/comments?post=1936""}], ""version-history"": [{""count"": 17, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/1936/revisions""}], ""predecessor-version"": [{""id"": 3400, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/1936/revisions/3400""}], ""up"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/8""}], ""wp:attachment"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/media?parent=1936""}], ""curies"": [{""name"": ""wp"", ""href"": ""https://api.w.org/{rel}"", ""templated"": true}]}"
1624,2020-12-14T12:05:46,2020-12-14T20:05:46,"{""rendered"": ""https://pair.ok.ubc.ca/?page_id=1624""}",2025-03-20T08:48:07,2025-03-20T15:48:07,survey-calendar,publish,page,https://pair.ubc.ca/surveys/survey-governance/survey-calendar/,"{""rendered"": ""Survey Calendar""}","{""rendered"": """", ""protected"": false}","{""rendered"": """", ""protected"": false}",167,0,332,4,closed,closed,,"{""_acf_changed"": false, ""footnotes"": """"}","[""post-1624"", ""page"", ""type-page"", ""status-publish"", ""hentry""]",[],"{""self"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/1624"", ""targetHints"": {""allow"": [""GET""]}}], ""collection"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages""}], ""about"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/types/page""}], ""author"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/users/167""}], ""replies"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/comments?post=1624""}], ""version-history"": [{""count"": 26, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/1624/revisions""}], ""predecessor-version"": [{""id"": 3057, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/1624/revisions/3057""}], ""up"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/332""}], ""wp:attachment"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/media?parent=1624""}], ""curies"": [{""name"": ""wp"", ""href"": ""https://api.w.org/{rel}"", ""templated"": true}]}"
1532,2020-12-02T12:57:30,2020-12-02T20:57:30,"{""rendered"": ""https://pair.ok.ubc.ca/?page_id=1532""}",2021-04-23T14:11:13,2021-04-23T21:11:13,survey-support,publish,page,https://pair.ubc.ca/surveys/survey-governance/survey-support/,"{""rendered"": ""Survey Support""}","{""rendered"": """", ""protected"": false}","{""rendered"": """", ""protected"": false}",1553,0,332,5,closed,closed,,"{""_acf_changed"": false, ""footnotes"": """"}","[""post-1532"", ""page"", ""type-page"", ""status-publish"", ""hentry""]",[],"{""self"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/1532"", ""targetHints"": {""allow"": [""GET""]}}], ""collection"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages""}], ""about"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/types/page""}], ""author"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/users/1553""}], ""replies"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/comments?post=1532""}], ""version-history"": [{""count"": 13, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/1532/revisions""}], ""predecessor-version"": [{""id"": 1989, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/1532/revisions/1989""}], ""up"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/332""}], ""wp:attachment"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/media?parent=1532""}], ""curies"": [{""name"": ""wp"", ""href"": ""https://api.w.org/{rel}"", ""templated"": true}]}"
340,2020-07-22T22:55:41,2020-07-23T05:55:41,"{""rendered"": ""https://pair.ok.ubc.ca/?page_id=340""}",2026-08-06T15:58:35,2026-08-06T22:58:35,membership,publish,page,https://pair.ubc.ca/surveys/survey-governance/membership/,"{""rendered"": ""Membership""}","{""rendered"": """", ""protected"": false}","{""rendered"": """", ""protected"": false}",167,0,332,2,closed,closed,,"{""_acf_changed"": false, ""footnotes"": """"}","[""post-340"", ""page"", ""type-page"", ""status-publish"", ""hentry""]",[],"{""self"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/340"", ""targetHints"": {""allow"": [""GET""]}}], ""collection"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages""}], ""about"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/types/page""}], ""author"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/users/167""}], ""replies"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/comments?post=340""}], ""version-history"": [{""count"": 50, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/340/revisions""}], ""predecessor-version"": [{""id"": 3502, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/340/revisions/3502""}], ""up"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/332""}], ""wp:attachment"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/media?parent=340""}], ""curies"": [{""name"": ""wp"", ""href"": ""https://api.w.org/{rel}"", ""templated"": true}]}"
334,2020-07-22T22:54:27,2020-07-23T05:54:27,"{""rendered"": ""https://pair.ok.ubc.ca/?page_id=334""}",2025-10-27T11:51:28,2025-10-27T18:51:28,terms-of-reference,publish,page,https://pair.ubc.ca/surveys/survey-governance/terms-of-reference/,"{""rendered"": ""Terms of Reference""}","{""rendered"": """", ""protected"": false}","{""rendered"": """", ""protected"": false}",167,0,332,2,closed,closed,,"{""_acf_changed"": false, ""footnotes"": """"}","[""post-334"", ""page"", ""type-page"", ""status-publish"", ""hentry""]",[],"{""self"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/334"", ""targetHints"": {""allow"": [""GET""]}}], ""collection"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages""}], ""about"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/types/page""}], ""author"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/users/167""}], ""replies"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/comments?post=334""}], ""version-history"": [{""count"": 36, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/334/revisions""}], ""predecessor-version"": [{""id"": 3184, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/334/revisions/3184""}], ""up"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/332""}], ""wp:attachment"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/media?parent=334""}], ""curies"": [{""name"": ""wp"", ""href"": ""https://api.w.org/{rel}"", ""templated"": true}]}"
332,2020-07-22T22:53:21,2020-07-23T05:53:21,"{""rendered"": ""https://pair.ok.ubc.ca/?page_id=332""}",2026-01-06T09:12:12,2026-01-06T17:12:12,survey-governance,publish,page,https://pair.ubc.ca/surveys/survey-governance/,"{""rendered"": ""Survey Governance""}","{""rendered"": """", ""protected"": false}","{""rendered"": """", ""protected"": false}",167,0,12,4,closed,closed,,"{""_acf_changed"": false, ""footnotes"": """"}","[""post-332"", ""page"", ""type-page"", ""status-publish"", ""hentry""]",[],"{""self"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/332"", ""targetHints"": {""allow"": [""GET""]}}], ""collection"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages""}], ""about"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/types/page""}], ""author"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/users/167""}], ""replies"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/comments?post=332""}], ""version-history"": [{""count"": 51, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/332/revisions""}], ""predecessor-version"": [{""id"": 3224, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/332/revisions/3224""}], ""up"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/12""}], ""wp:attachment"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/media?parent=332""}], ""curies"": [{""name"": ""wp"", ""href"": ""https://api.w.org/{rel}"", ""templated"": true}]}"
239,2020-06-25T15:05:19,2020-06-25T22:05:19,"{""rendered"": ""https://pair.ok.ubc.ca/?page_id=239""}",2026-06-08T12:05:30,2026-06-08T19:05:30,credentials-awarded,publish,page,https://pair.ubc.ca/student-data-analytics/performance/credentials-awarded/,"{""rendered"": ""Credentials Awarded""}","{""rendered"": """", ""protected"": false}","{""rendered"": """", ""protected"": false}",167,0,36,3,closed,closed,,"{""_acf_changed"": false, ""footnotes"": """"}","[""post-239"", ""page"", ""type-page"", ""status-publish"", ""hentry""]",[],"{""self"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/239"", ""targetHints"": {""allow"": [""GET""]}}], ""collection"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages""}], ""about"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/types/page""}], ""author"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/users/167""}], ""replies"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/comments?post=239""}], ""version-history"": [{""count"": 9, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/239/revisions""}], ""predecessor-version"": [{""id"": 3413, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/239/revisions/3413""}], ""up"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/36""}], ""wp:attachment"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/media?parent=239""}], ""curies"": [{""name"": ""wp"", ""href"": ""https://api.w.org/{rel}"", ""templated"": true}]}"
237,2020-06-25T15:05:03,2020-06-25T22:05:03,"{""rendered"": ""https://pair.ok.ubc.ca/?page_id=237""}",2026-06-08T12:05:08,2026-06-08T19:05:08,retention-and-graduation,publish,page,https://pair.ubc.ca/student-data-analytics/performance/retention-and-graduation/,"{""rendered"": ""Retention and Graduation""}","{""rendered"": """", ""protected"": false}","{""rendered"": """", ""protected"": false}",167,0,36,2,closed,closed,,"{""_acf_changed"": false, ""footnotes"": """"}","[""post-237"", ""page"", ""type-page"", ""status-publish"", ""hentry""]",[],"{""self"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/237"", ""targetHints"": {""allow"": [""GET""]}}], ""collection"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages""}], ""about"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/types/page""}], ""author"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/users/167""}], ""replies"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/comments?post=237""}], ""version-history"": [{""count"": 9, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/237/revisions""}], ""predecessor-version"": [{""id"": 3412, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/237/revisions/3412""}], ""up"": [{""embeddable"": true, ""href"": ""https://pair.ubc.ca/wp-json/wp/v2/pages/36""}], ""wp:attachment"": [{""href"": ""https://pair.ubc.ca/wp-json/wp/v2/media?parent=237""}], ""curies"": [{""name"": ""wp"", ""href"": ""https://api.w.org/{rel}"", ""templated"": true}]}"
