id,post_title,link,summary,is_new,campuses,degrees,topics,interests
560275,Bioeconomy Sciences and Technology,https://you.ubc.ca/programs/bioeconomy-sciences-technology/,"Canada is well-positioned to seize opportunities in the emerging bioeconomy because of its global leadership in forestry and agriculture, access to biomass, and skilled workforce. The Bioeconomy Sciences and Technology is the country&#8217;s first comprehensive…",False,[1710814996],[1333869920],"[2016182884, 2863626295, 1785411973]","[1433875987, 4207031876, 3151545924, 2790669962, 1418100143]"
575,Biology,https://you.ubc.ca/programs/biology-vancouver/,"Study all aspects of living things and their processes as you learn about the fundamental concepts in Biology. You’ll have a diverse range of courses to choose from, providing insight into the various sub-disciplines such…",False,[1710814996],[2228041040],[1166637932],"[3985172586, 3151545924, 1825348589]"
560541,Biomedical Engineering,https://you.ubc.ca/programs/biomedical-engineering/,"Learn how to apply engineering principles and design to medicine and biology for healthcare purposes in Biomedical Engineering. You&#8217;ll start by building a foundation in biomechanics and biomaterials, cellular and molecular bioengineering, biomedical systems and…",False,[1710814996],[2061173936],"[1785411973, 1166637932]","[3212285637, 2605208591, 4214343119]"
577,Biophysics,https://you.ubc.ca/programs/biophysics/,"Study life at every level, from atoms and molecules to cells, organisms, and environments, while you look for and analyze patterns. You’ll also gain an understanding of the basic concepts and quantitative skills of physics.…",False,[1710814996],[2228041040],"[1166637932, 3669867392]","[1825348589, 460031769, 1418100143]"
579,Biotechnology,https://you.ubc.ca/programs/biotechnology/,Enjoy hands-on laboratory training and high-calibre foundational courses as you learn about scientific manipulation of living organisms. This program equips you with current scientific and technical expertise and the business and communication skills to start…,False,[1710814996],[2228041040],[1166637932],"[1825348589, 460031769, 1418100143]"
581,Business and Computer Science,https://you.ubc.ca/programs/business-computer-science/,"The Business and Computer Science combined major will give you the technical background and understanding to apply IT solutions in a business context, and use them to develop opportunities for growth. In each year of…",False,[1710814996],[3631842349],[2016182884],"[4106025904, 3941838386, 1030157987]"
570973,Business and Markets,https://you.ubc.ca/programs/business-and-markets/,"Business and Markets provides training in applied economics to help you understand how market structures, business practices, and international trade impact food supply and security worldwide. The program also addresses interactions between the food sector…",True,[1710814996],[717687973],"[2016182884, 2863626295]","[3151545924, 1028682697, 1640973582]"
589,Canadian Studies,https://you.ubc.ca/programs/canadian-studies/,"In this interdisciplinary program, you’ll explore and think critically about questions like, “What did the masses of red and white at the Vancouver 2010 Olympics mean?” “What are the politics of apology?” “Is multiculturalism successful?”…",False,[1710814996],[3151486684],"[3571831894, 2532969046]","[3541596877, 3714169496, 1640973582]"
945,"Cellular, Anatomical, and Physiological Sciences",https://you.ubc.ca/programs/cellular-anatomical-physiological-sciences/,"Take courses in human structure and function with emphasis in nervous, endocrine, cardiovascular, respiratory, renal, and gastrointestinal systems while you study life processes. The overarching goal of this program is to provide interdisciplinary training in…",False,[1710814996],[2228041040],[1166637932],"[2500499319, 1825348589, 1418100143]"
593,Chemical and Biological Engineering,https://you.ubc.ca/programs/chemical-biological-engineering/,"This program blends rigorous training in the physical sciences and mathematics with biotechnology, bioprocess engineering, and the life sciences. You can be a steward of the environment, helping to harness the globe’s natural riches and improve the quality of our lives…",False,[1710814996],[2061173936],[1785411973],"[1825348589, 1192414939, 582946604, 1418100143]"
83801,Chemical Engineering,https://you.ubc.ca/programs/chemical-engineering/,"Chemical Engineering fuses the physical and chemical sciences with mathematics, process engineering, design, and economics. You’ll learn how to design, build, and operate the manufacturing and industrial processes used to create the products and services essential to everyday life – from energy,…",False,[1710814996],[2061173936],[1785411973],"[1258829586, 3212285637, 1192414939, 582946604]"
597,Chemistry,https://you.ubc.ca/programs/chemistry-vancouver/,"Chemistry is the science of the materials that make up our physical world, and comprises a diverse range of study, including areas such as pharmaceuticals, advanced materials, biochemistry, and theoretical chemistry. You’ll study matter and…",False,[1710814996],[2228041040],[3669867392],"[1825348589, 1192414939, 2461791673]"
693,Cinema Studies,https://you.ubc.ca/programs/cinema-studies/,"Learn about the diversity of World Cinema and cinematic aesthetic practices. As a Cinema Studies student, you will explore the cultural roles of films and how they impact our political and social perceptions.",False,[1710814996],[3151486684],[653776851],"[296644452, 3541596877, 3957134255, 629128180, 3461931775]"
601,Civil Engineering,https://you.ubc.ca/programs/civil-engineering-vancouver/,"Civil engineers shape the world we live in by analyzing, planning, designing, constructing, and maintaining the “built” environment. In this program, you’ll take courses and complete lab work in topics such as soil mechanics and…",False,[1710814996],[2061173936],[1785411973],"[3212285637, 4214343119, 460031769]"
607,Cognitive Systems (BA),https://you.ubc.ca/programs/cognitive-systems-ba/,"This Arts program provides you with a grounding in the principles and techniques used by intelligent systems, both natural and artificial. It emphasizes the study of existing systems (i.e., linguistics), the design of new ones…",False,[1710814996],[3151486684],[3063730439],"[3941838386, 1825348589, 1481580292, 342941353]"
609,Cognitive Systems (BSc),https://you.ubc.ca/programs/cognitive-systems-bsc/,"This Science program provides you with a grounding in the principles and techniques used by intelligent systems, both natural and artificial. It emphasizes the study of existing systems (i.e., linguistics), the design of new ones…",False,[1710814996],[2228041040],"[1785411973, 1166637932]","[3941838386, 1825348589, 1481580292, 342941353]"
979,Combined Major in Science,https://you.ubc.ca/programs/science-combined-major/,"This structured program requires significant discipline breadth, but also gives you increased flexibility to take a greater number of courses. You&#8217;ll acquire conceptual skills, research skills, communication skills, and collaborative skills as you develop strong…",False,[1710814996],[2228041040],"[2863626295, 1166637932, 3669867392]","[2605208591, 1825348589, 582946604, 3068714876, 2461791673]"
161502,Combined Majors in Statistics,https://you.ubc.ca/programs/statistics-combined-majors/,"These combined major programs emphasize the role of statistics within the general framework of problem solving, and help you develop an understanding of the concepts of observation, hypothesis, evidence, and validation. You can complement your…",False,[1710814996],"[3151486684, 2228041040]","[2016182884, 1785411973, 3669867392]","[4106025904, 2605208591, 3941838386, 2461791673]"
551378,Commerce,https://you.ubc.ca/programs/commerce/,Study within Canada’s leading management research school and build your expertise in myriad areas of business. The dynamic and challenging curriculum allows you to choose from ten specializations to focus your degree on the topics…,False,[1710814996],[3631842349],[2016182884],"[1909354164, 501643338, 1481580292, 1030157987]"
615,Computer Engineering,https://you.ubc.ca/programs/computer-engineering/,"In Computer Engineering you’ll learn how to develop, design, and test software, computer networks, and protocols. Every automated device has a software or hardware engineer helping to create it – whether it is the systems that control our phones, cars, planes,…",False,[1710814996],[2061173936],[1785411973],"[3941838386, 1192414939, 1418100143]"
621,Computer Science (BA),https://you.ubc.ca/programs/computer-science-vancouver-ba/,"Learn how to use and improve computers while you explore topics such as databases and operating systems, software engineering, security, web development, and numerical methodology. Computer Science gives you a thorough grounding in computer software…",False,[1710814996],[3151486684],[1785411973],"[3941838386, 460031769, 1418100143]"
623,Computer Science (BSc),https://you.ubc.ca/programs/computer-science-vancouver-bsc/,"Learn how to use and improve computers while you explore topics such as databases and operating systems, software engineering, security, web development, and numerical methodology. Computer Science gives you a thorough grounding in computer software…",False,[1710814996],[2228041040],[1785411973],"[3941838386, 460031769, 1418100143]"
905,Conservation,https://you.ubc.ca/programs/conservation/,"Play an active role in protecting and managing our natural environment, including wildlife, forests, rivers, oceans, and land. This interdisciplinary program of study, which is a major in the Bachelor of Science in Nature Resources…",True,[1710814996],[1333869920],[2863626295],"[1433875987, 3151545924, 1437986676, 2769514293, 1948821596, 2790669962]"
629,Creative Writing,https://you.ubc.ca/programs/creative-writing-vancouver/,"This two-year studio program offers workshops in the following genres: fiction, poetry, creative non-fiction, writing for children, translation, stage play, radio, television, song lyric and libretto, screenwriting, new media, and writing for graphic forms.",False,[1710814996],[2718097467],[653776851],"[1979775749, 1192414939, 3461931775, 775837691, 3748041039]"
570977,Data Analytics,https://you.ubc.ca/programs/data-analytics/,"In a time of exceptional computing power and data availability, an economics degree supplemented with data analytics skills is highly valued in the job market. Data Analytics will provide a strong core in applied economics…",True,[1710814996],[717687973],"[2016182884, 2863626295]","[3941838386, 3151545924, 1028682697, 1640973582]"
577276,Data Science,https://you.ubc.ca/programs/data-science-vancouver/,"Data science is the process of extracting insight from data through ethical, transparent, and reproducible processes. This program provides students with a thorough training in Data Science, which focuses on making decisions supported by data.…",True,[1710814996],[2228041040],[1785411973],"[3941838386, 4181312913, 1418100143]"
637,Dental Hygiene,https://you.ubc.ca/programs/dental-hygiene/,"Prepare for a career as a dental hygienist as you study both theory and evidence-based practice. Dental hygiene theory and practice draw on biomedical, social and behavioural sciences as well as the body of dental…",False,[1710814996],[3349886845],[1166637932],"[501643338, 1825348589, 1481580292]"
639,Dentistry,https://you.ubc.ca/programs/dentistry/,The Doctor of Dental Medicine degree program is designed to prepare you to practise your chosen profession with a high degree of technical skill. The program is based on a sound knowledge of the related…,False,[1710814996],[2351954074],[1166637932],"[501643338, 1825348589, 1418100143]"
641,Dietetics,https://you.ubc.ca/programs/dietetics/,"UBC’s Dietetics program prepares you for entry into an in-demand profession that’s experiencing faster-than-average growth across Canada and internationally. As a registered dietitian, you’ll improve and promote health through optimized food and nutrition, and fill…",False,[1710814996],[3989580303],[1166637932],"[2500499319, 1028682697, 501643338, 1825348589]"
647,Earth and Ocean Sciences,https://you.ubc.ca/programs/earth-ocean-sciences/,"Learn more about how the earth works, from the core to the atmosphere, and from the distant genesis of our planet to current and future trends in environmental and global issues. Earth and Ocean Sciences…",False,[1710814996],[2228041040],[2863626295],"[1433875987, 3151545924, 1948821596, 2790669962, 3235814191]"
655,Economics,https://you.ubc.ca/programs/economics-vancouver/,"Gain a deep understanding of the economy and examine the social, cross-cultural, and ethical dimensions of economic decision-making. You’ll learn how to choose and apply appropriate quantitative methods to a range of economic issues, and…",False,[1710814996],[3151486684],[2016182884],"[1248952799, 1481580292, 1640973582, 460031769]"
869,Education: Elementary and Middle Years,https://you.ubc.ca/programs/education-elementary-middle-years/,"Learn to teach all subject areas in the elementary and middle school curricula: Kindergarten to Grade 8, including Core French. While the particular theme or approach varies in each cohort, the courses are the same…",False,[1710814996],[351256912],[2427149205],"[501643338, 1481580292, 444110842, 514922210]"
901,Education: Indigenous Teacher Education Program (NITEP),https://you.ubc.ca/programs/education-nitep/,"This teacher education program addresses educational issues pertinent to public and First Nations schools settings where Aboriginal children attend school. You’ll develop the skills and academic knowledge expected of beginning educators, complete a specialization in…",False,[1710814996],[351256912],[2427149205],"[501643338, 3714169496, 444110842, 514922210]"
546362,Education: International Baccalaureate,https://you.ubc.ca/programs/education-ib/,"Teacher candidates in the International Baccalaureate educator stream have an interest in an international education that is concept-based, inquiry-driven, and student-centred. You’ll be guided by key concepts and transdisciplinary themes and enjoy enriching, hands-on learning…",False,[1710814996],[351256912],[2427149205],"[501643338, 1481580292, 444110842, 514922210]"
985,Education: Secondary,https://you.ubc.ca/programs/education-secondary/,"Prepare to teach one or two teachable subjects in Grades 8 to 12 as a secondary school teacher. During this program, teacher candidates are introduced to adolescent development and prepared methodologically to teach their subject(s).…",False,[1710814996],[351256912],[2427149205],"[501643338, 1481580292, 444110842, 514922210]"
1035,Education: West Kootenay Teacher Education Program (WKTEP),https://you.ubc.ca/programs/education-wktep/,"This program is located in Nelson, BC, and surrounding communities, and has a strong focus on rural and small school settings, recognizing that they offer exciting educational opportunities for teachers. You’ll have the opportunity to…",False,[1710814996],[351256912],[2427149205],"[501643338, 1481580292, 2790669962, 514922210]"
663,Electrical Engineering,https://you.ubc.ca/programs/electrical-engineering-vancouver/,"Electrical engineers impact myriad aspects of our lives. They make essential medical equipment, design wireless communications networks, and invent new ways to generate and conserve energy. Learn essential skills in electronics, circuit analysis, and electromagnetics, and after your first year, customize your program by taking…",False,[1710814996],[2061173936],[1785411973],"[3941838386, 1192414939, 1418100143]"
667,Engineering Physics,https://you.ubc.ca/programs/engineering-physics/,"Do you want to be an inventor? A research engineer? A technology entrepreneur? Engineering Physics encourages creativity, challenges intellects, and celebrates big-picture thinking. You’ll build a solid foundation in applied physics and a blend of electrical and mechanical engineering, while gaining extensive…",False,[1710814996],[2061173936],"[1785411973, 3669867392]","[3212285637, 1192414939, 1418100143]"
671,English,https://you.ubc.ca/programs/english-vancouver/,"Choose to major in English Literature, English Language, or Language and Literature. As an English student, you&#8217;ll study the history and structure of English, rhetoric and discourse, literary studies, and much more.",False,[1710814996],[3151486684],"[3063730439, 2532969046]","[3541596877, 1248952799, 775837691, 3748041039]"
562723,Environmental Engineering,https://you.ubc.ca/programs/engineering-environmental/,"Learn how science and engineering combine to preserve our natural environment. The Environmental Engineering degree at UBC will teach you how to address the issues surrounding waste treatment, reuse, and recycling, as well as how…",False,[1710814996],[2061173936],"[2863626295, 1785411973]","[3212285637, 3151545924, 2790669962, 1640973582]"
683,Environmental Engineering (joint UNBC/UBC),https://you.ubc.ca/programs/environmental-engineering-joint-unbc-ubc/,"If you are interested in engineering, and in preserving our natural environment, then the Environmental Engineering program could be for you. Environmental engineering is the application of science and engineering principles to improve air, land,…",False,[1710814996],[2061173936],"[2863626295, 1785411973]","[1433875987, 4207031876, 3151545924, 1948821596, 2790669962]"
685,Environmental Sciences,https://you.ubc.ca/programs/environmental-sciences/,"Environmental Sciences concentrates on understanding the major environmental issues facing human societies and it adopts an integrative cross-disciplinary approach to the study of these issues. This program provides a significant background in physical sciences, earth…",False,[1710814996],[2228041040],[2863626295],"[3151545924, 1948821596, 2790669962, 3235814191]"
691,Film Production,https://you.ubc.ca/programs/film-production/,"Develop your intellectual, creative, and technical skills as you prepare to embark on a professional career in the film industry. Your coursework will provide you with core disciplines and filmic knowledge as well as practical…",False,[1710814996],[2718097467],[653776851],"[629128180, 3461931775, 1418100143, 3748041039]"
697,First Nations and Endangered Languages,https://you.ubc.ca/programs/first-nations-endangered-languages/,"Explore the processes and protocols for the documentation, conservation, revitalization, and reclamation of endangered languages, cultures, and Indigenous knowledge systems locally, regionally, and internationally. This interdisciplinary program offers courses in First Nations and Endangered languages…",False,[1710814996],[3151486684],"[3063730439, 2532969046]","[3541596877, 3714169496, 342941353, 444110842, 2644274870]"
699,First Nations and Indigenous Studies,https://you.ubc.ca/programs/first-nations-indigenous-studies/,"Gain an understanding of the histories, contemporary realities, and political concerns of Indigenous peoples in Canada and beyond. This interdisciplinary program reflects the belief that deep understanding and ethical engagement are central to the well-being…",False,[1710814996],[3151486684],"[3571831894, 2532969046]","[3541596877, 1248952799, 3714169496, 444110842, 2644274870]"
703,Food and Nutritional Sciences,https://you.ubc.ca/programs/food-nutritional-sciences/,"Food and Nutritional Sciences is a competitive double major, combining the core degree requirements of the Food Science and Nutritional Sciences programs. You’ll discover the chemistry and microbiology of food, its nutritional and sensory properties,…",False,[1710814996],[3989580303],[1166637932],"[1258829586, 2500499319, 1028682697]"
552201,Food Science,https://you.ubc.ca/programs/food-science/,"Take your passion for food to the next level in UBC’s Food Science program, where you will discover the chemistry and microbiology of food, its nutritional and sensory properties, and how it is engineered and…",False,[1710814996],[3989580303],[1166637932],"[1258829586, 2500499319, 1028682697, 1418100143]"
709,"Food, Nutrition, and Health",https://you.ubc.ca/programs/food-nutrition-and-health/,"Explore the economic, ecological, social, and technological components of managed landscapes, agrifood systems, and communities comprising the land, food, nutrition, and health continuum. In Food, Nutrition, and Health, you can customize your degree as you…",False,[1710814996],[3989580303],[1166637932],"[1258829586, 3151545924, 2500499319, 1028682697]"
569489,Forest Management,https://you.ubc.ca/programs/forest-management/,"If you love the outdoors and are excited by the challenge of planning and managing our forest lands, taking into account multiple resource users, then the Forest Management program, a major in the Bachelor of…",True,[1710814996],[1333869920],[2863626295],"[1433875987, 4207031876, 3151545924, 2769514293, 2790669962]"
711,Forest Operations,https://you.ubc.ca/programs/forest-operations/,"If you seek the challenge of applying technology and science to create environmentally and economically sound harvesting plans, then the Forest Operations program, a major in the Bachelor of Science in Nature Resources degree, may…",True,[1710814996],[1333869920],"[2016182884, 2863626295, 1785411973]","[4207031876, 3151545924, 2904271204, 1437986676, 2769514293, 2790669962]"
715,Forest Sciences,https://you.ubc.ca/programs/forest-sciences/,"Study scientific principles related to forests, forest organisms, and plant and animal ecology. Forest Sciences is based on the principle that forests are complex ecosystems made up of thousands of living organisms and non-living components,…",True,[1710814996],[1333869920],[2863626295],"[3985172586, 1433875987, 4207031876, 3151545924, 2790669962]"
721,French,https://you.ubc.ca/programs/french-vancouver/,"Enhance your spoken and written French skills as you study literature, culture, and linguistics. You&#8217;ll take courses that range from African and Caribbean literature to Quebecois literature, from fiction to cinema, and much more.",False,[1710814996],[3151486684],"[3063730439, 2532969046]","[3541596877, 1248952799, 342941353, 1640973582, 775837691]"
1037,"Gender, Race, Sexuality, and Social Justice",https://you.ubc.ca/programs/gender-race-sexuality-social-justice/,"This program incorporates research and theories from the social sciences, humanities, science, education, and law to provide you with an interdisciplinary understanding of global and local social justice issues. Areas of study include: critical race…",False,[1710814996],[3151486684],[2532969046],"[3957134255, 3714169496, 1030157987, 444110842]"
739,Geographical Sciences,https://you.ubc.ca/programs/geographical-sciences/,"Study the fundamental interactions between life – including human societies – and the Earth&#8217;s atmosphere, hydrosphere, and geosphere. You&#8217;ll build on a broad base in the basic sciences by completing course in areas such as biogeography, climatology,…",False,[1710814996],[2228041040],[2863626295],"[3151545924, 2790669962, 3235814191, 894689925]"
