id,author,status,date,date_utc,modified,modified_utc,url,venue,slug,address,city,country,province,zip,website,stateprovince,show_map,show_map_link,global_id,global_id_lineage,phone
36247,4,publish,2021-12-09 14:00:08,2021-12-09 22:00:08,2021-12-09 14:00:08,2021-12-09 22:00:08,https://events.ubc.ca/venue/simon-k-y-lee-global-lounge-and-resource-centre/,Simon K. Y. Lee Global Lounge and Resource Centre,simon-k-y-lee-global-lounge-and-resource-centre,2205 Wesbrook Mall,Vancouver,Canada,British Columbia,V6T1Z3,,British Columbia,True,True,events.ubc.ca?id=36247,"[""events.ubc.ca?id=36247""]",
36246,4,publish,2021-12-09 13:59:04,2021-12-09 21:59:04,2021-12-09 13:59:04,2021-12-09 21:59:04,https://events.ubc.ca/venue/school-of-population-and-public-health-spph/,School of Population and Public Health (SPPH),school-of-population-and-public-health-spph,2206 East Mall,Vancouver,Canada,British Columbia,V6T1Z3,,British Columbia,True,True,events.ubc.ca?id=36246,"[""events.ubc.ca?id=36246""]",
36245,4,publish,2021-12-09 13:58:39,2021-12-09 21:58:39,2021-12-09 13:58:39,2021-12-09 21:58:39,https://events.ubc.ca/venue/rose-garden/,Rose Garden,rose-garden,6301 Crescent Road,Vancouver,Canada,British Columbia,,,British Columbia,True,True,events.ubc.ca?id=36245,"[""events.ubc.ca?id=36245""]",
36244,4,publish,2021-12-09 13:58:01,2021-12-09 21:58:01,2021-12-09 13:58:01,2021-12-09 21:58:01,https://events.ubc.ca/venue/hybrid-online-virtual-and-in-person-see-description/,Hybrid Online/Virtual and In-Person &#8211; See Description,hybrid-online-virtual-and-in-person-see-description,,Vancouver,Canada,British Columbia,,,British Columbia,True,True,events.ubc.ca?id=36244,"[""events.ubc.ca?id=36244""]",
36243,4,publish,2021-12-09 13:57:25,2021-12-09 21:57:25,2021-12-10 19:38:05,2021-12-11 03:38:05,https://events.ubc.ca/venue/online-virtual-event/,Online/Virtual Event,online-virtual-event,,,,,,,,False,False,events.ubc.ca?id=36243,"[""events.ubc.ca?id=36243""]",
36241,4,publish,2021-12-09 13:56:35,2021-12-09 21:56:35,2021-12-09 13:56:35,2021-12-09 21:56:35,https://events.ubc.ca/venue/see-description/,See Description,see-description,,,,,,,,False,False,events.ubc.ca?id=36241,"[""events.ubc.ca?id=36241""]",
36239,4,publish,2021-12-09 13:44:37,2021-12-09 21:44:37,2021-12-09 13:44:37,2021-12-09 21:44:37,https://events.ubc.ca/venue/rodney-graham-millennium-sculpture-pavilion/,Rodney Graham Millennium Sculpture Pavilion,rodney-graham-millennium-sculpture-pavilion,1940 Main Mall,Vancouver,Canada,British Columbia,V6T1Z1,,British Columbia,True,True,events.ubc.ca?id=36239,"[""events.ubc.ca?id=36239""]",
36238,4,publish,2021-12-09 11:29:08,2021-12-09 19:29:08,2021-12-09 11:29:08,2021-12-09 19:29:08,https://events.ubc.ca/venue/robert-f-osborne-centre/,Robert F. Osborne Centre,robert-f-osborne-centre,6108 Thunderbird Boulevard,Vancouver,Canada,British Columbia,V6T1Z3,,British Columbia,True,True,events.ubc.ca?id=36238,"[""events.ubc.ca?id=36238""]",
36237,4,publish,2021-12-09 11:28:37,2021-12-09 19:28:37,2021-12-09 11:28:37,2021-12-09 19:28:37,https://events.ubc.ca/venue/regent-college/,Regent College,regent-college,5800 University Blvd,Vancouver,Canada,British Columbia,V6T2E4,,British Columbia,True,True,events.ubc.ca?id=36237,"[""events.ubc.ca?id=36237""]",
36236,4,publish,2021-12-09 11:27:57,2021-12-09 19:27:57,2021-12-09 11:27:57,2021-12-09 19:27:57,https://events.ubc.ca/venue/pulp-and-paper-centre/,Pulp and Paper Centre,pulp-and-paper-centre,2385 East Mall,Vancouver,Canada,British Columbia,V6T1Z4,,British Columbia,True,True,events.ubc.ca?id=36236,"[""events.ubc.ca?id=36236""]",
36235,4,publish,2021-12-09 11:27:20,2021-12-09 19:27:20,2021-12-09 11:27:20,2021-12-09 19:27:20,https://events.ubc.ca/venue/ponderosa-commons-east-audain-art-centre-and-spruce-house/,Ponderosa Commons East (Audain Art Centre and Spruce House),ponderosa-commons-east-audain-art-centre-and-spruce-house,6398 University Boulevard,Vancouver,Canada,British Columbia,V6T1Z4,,British Columbia,True,True,events.ubc.ca?id=36235,"[""events.ubc.ca?id=36235""]",
36234,4,publish,2021-12-09 11:26:59,2021-12-09 19:26:59,2021-12-09 11:26:59,2021-12-09 19:26:59,https://events.ubc.ca/venue/ponderosa-commons-west-arbutus-and-maple-houses/,Ponderosa Commons West (Arbutus and Maple Houses),ponderosa-commons-west-arbutus-and-maple-houses,6448 University Boulevard,Vancouver,Canada,British Columbia,V6T1Z4,,British Columbia,True,True,events.ubc.ca?id=36234,"[""events.ubc.ca?id=36234""]",
36233,4,publish,2021-12-09 11:26:45,2021-12-09 19:26:45,2021-12-09 11:26:45,2021-12-09 19:26:45,https://events.ubc.ca/venue/ponderosa-commons-north-oak-and-cedar-houses/,Ponderosa Commons North (Oak and Cedar Houses),ponderosa-commons-north-oak-and-cedar-houses,6445 University Boulevard,Vancouver,Canada,British Columbia,V6T1Z2,,British Columbia,True,True,events.ubc.ca?id=36233,"[""events.ubc.ca?id=36233""]",
36232,4,publish,2021-12-09 11:26:04,2021-12-09 19:26:04,2021-12-09 11:26:04,2021-12-09 19:26:04,https://events.ubc.ca/venue/ponderosa-office-annex-g/,Ponderosa Office Annex G,ponderosa-office-annex-g,2044 Lower Mall,Vancouver,Canada,British Columbia,V6T1Z2,,British Columbia,True,True,events.ubc.ca?id=36232,"[""events.ubc.ca?id=36232""]",
36231,4,publish,2021-12-09 11:25:46,2021-12-09 19:25:46,2021-12-09 11:25:46,2021-12-09 19:25:46,https://events.ubc.ca/venue/ponderosa-office-annex-f/,Ponderosa Office Annex F,ponderosa-office-annex-f,2008 Lower Mall,Vancouver,Canada,British Columbia,V6T1Z2,,British Columbia,True,True,events.ubc.ca?id=36231,"[""events.ubc.ca?id=36231""]",
36230,4,publish,2021-12-09 11:25:31,2021-12-09 19:25:31,2021-12-09 11:25:31,2021-12-09 19:25:31,https://events.ubc.ca/venue/ponderosa-office-annex-e/,Ponderosa Office Annex E,ponderosa-office-annex-e,2034 Lower Mall,Vancouver,Canada,British Columbia,V6T1Z2,,British Columbia,True,True,events.ubc.ca?id=36230,"[""events.ubc.ca?id=36230""]",
36229,4,publish,2021-12-09 11:25:18,2021-12-09 19:25:18,2021-12-09 11:25:18,2021-12-09 19:25:18,https://events.ubc.ca/venue/ponderosa-office-annex-c/,Ponderosa Office Annex C,ponderosa-office-annex-c,2021 West Mall,Vancouver,Canada,British Columbia,V6T1Z2,,British Columbia,True,True,events.ubc.ca?id=36229,"[""events.ubc.ca?id=36229""]",
36228,4,publish,2021-12-09 11:25:03,2021-12-09 19:25:03,2021-12-09 11:25:03,2021-12-09 19:25:03,https://events.ubc.ca/venue/ponderosa-office-annex-b/,Ponderosa Office Annex B,ponderosa-office-annex-b,2029 West Mall,Vancouver,Canada,British Columbia,V6T1Z2,,British Columbia,True,True,events.ubc.ca?id=36228,"[""events.ubc.ca?id=36228""]",
36227,4,publish,2021-12-09 11:24:44,2021-12-09 19:24:44,2021-12-09 11:24:44,2021-12-09 19:24:44,https://events.ubc.ca/venue/ponderosa-office-annex-a/,Ponderosa Office Annex A,ponderosa-office-annex-a,2011 West Mall,Vancouver,Canada,British Columbia,V6T1Z2,,British Columbia,True,True,events.ubc.ca?id=36227,"[""events.ubc.ca?id=36227""]",
36226,4,publish,2021-12-09 11:13:48,2021-12-09 19:13:48,2021-12-09 11:13:48,2021-12-09 19:13:48,https://events.ubc.ca/venue/place-vanier-residence/,Place Vanier Residence,place-vanier-residence,1935 Lower Mall,Vancouver,Canada,British Columbia,V6T1X1,,British Columbia,True,True,events.ubc.ca?id=36226,"[""events.ubc.ca?id=36226""]",
36225,4,publish,2021-12-09 11:13:20,2021-12-09 19:13:20,2021-12-09 11:13:20,2021-12-09 19:13:20,https://events.ubc.ca/venue/pharmaceutical-sciences-building/,Pharmaceutical Sciences Building,pharmaceutical-sciences-building,2405 Wesbrook Mall,Vancouver,Canada,British Columbia,V6T1Z3,,British Columbia,True,True,events.ubc.ca?id=36225,"[""events.ubc.ca?id=36225""]",
36224,4,publish,2021-12-09 11:11:09,2021-12-09 19:11:09,2021-12-09 11:11:09,2021-12-09 19:11:09,https://events.ubc.ca/venue/peter-wall-institute-for-advanced-studies-pwias/,Peter Wall Institute for Advanced Studies (PWIAS),peter-wall-institute-for-advanced-studies-pwias,6331 Crescent Road,Vancouver,Canada,British Columbia,V6T1Z2,,British Columbia,True,True,events.ubc.ca?id=36224,"[""events.ubc.ca?id=36224""]",
36223,4,publish,2021-12-09 11:10:35,2021-12-09 19:10:35,2021-12-09 11:10:35,2021-12-09 19:10:35,https://events.ubc.ca/venue/panhellenic-house/,Panhellenic House,panhellenic-house,2770 Wesbrook Mall,Vancouver,Canada,British Columbia,V6T2B7,,British Columbia,True,True,events.ubc.ca?id=36223,"[""events.ubc.ca?id=36223""]",
36222,4,publish,2021-12-09 11:10:01,2021-12-09 19:10:01,2021-12-09 11:10:01,2021-12-09 19:10:01,https://events.ubc.ca/venue/cordula-and-gunter-paetzold-health-education-centre/,Cordula and Gunter Paetzold Health Education Centre,cordula-and-gunter-paetzold-health-education-centre,899 West 12th Avenue,Vancouver,Canada,British Columbia,V5Z1M9,,British Columbia,True,True,events.ubc.ca?id=36222,"[""events.ubc.ca?id=36222""]",
36221,4,publish,2021-12-09 11:08:09,2021-12-09 19:08:09,2021-12-09 11:08:09,2021-12-09 19:08:09,https://events.ubc.ca/venue/p-a-woodward-instructional-resources-centre-woodward-irc/,P. A. Woodward Instructional Resources Centre (Woodward IRC),p-a-woodward-instructional-resources-centre-woodward-irc,2194 Health Sciences Mall,Vancouver,Canada,British Columbia,V6T1Z3,,British Columbia,True,True,events.ubc.ca?id=36221,"[""events.ubc.ca?id=36221""]",
36220,4,publish,2021-12-09 11:07:38,2021-12-09 19:07:38,2021-12-09 11:07:38,2021-12-09 19:07:38,https://events.ubc.ca/venue/orchard-commons/,Orchard Commons,orchard-commons,6363 Agronomy Road,Vancouver,Canada,British Columbia,V6T1Z4,,British Columbia,True,True,events.ubc.ca?id=36220,"[""events.ubc.ca?id=36220""]",
36219,4,publish,2021-12-09 11:07:06,2021-12-09 19:07:06,2021-12-09 11:07:06,2021-12-09 19:07:06,https://events.ubc.ca/venue/old-barn-community-centre/,Old Barn Community Centre,old-barn-community-centre,6308 Thunderbird Boulevard,Vancouver,Canada,British Columbia,V6T1Z4,,British Columbia,True,True,events.ubc.ca?id=36219,"[""events.ubc.ca?id=36219""]",
36218,4,publish,2021-12-09 11:06:35,2021-12-09 19:06:35,2021-12-09 11:06:35,2021-12-09 19:06:35,https://events.ubc.ca/venue/old-administration-building/,Old Administration Building,old-administration-building,6328 Memorial Road,Vancouver,Canada,British Columbia,V6T1Z2,,British Columbia,True,True,events.ubc.ca?id=36218,"[""events.ubc.ca?id=36218""]",
36217,4,publish,2021-12-09 11:05:13,2021-12-09 19:05:13,2021-12-09 11:05:13,2021-12-09 19:05:13,https://events.ubc.ca/venue/norman-mackenzie-house/,Norman MacKenzie House,norman-mackenzie-house,6565 NW Marine Drive,Vancouver,Canada,British Columbia,V6T1A7,,British Columbia,True,True,events.ubc.ca?id=36217,"[""events.ubc.ca?id=36217""]",
36216,4,publish,2021-12-09 11:04:28,2021-12-09 19:04:28,2021-12-09 11:04:28,2021-12-09 19:04:28,https://events.ubc.ca/venue/nitobe-memorial-garden/,Nitobe Memorial Garden,nitobe-memorial-garden,1895 Lower Mall,Vancouver,Canada,British Columbia,V6T1Z2,,British Columbia,True,True,events.ubc.ca?id=36216,"[""events.ubc.ca?id=36216""]",
36215,4,publish,2021-12-09 11:03:12,2021-12-09 19:03:12,2021-12-09 11:03:12,2021-12-09 19:03:12,https://events.ubc.ca/venue/neville-scarfe-building/,Neville Scarfe Building,neville-scarfe-building,2125 Main Mall,Vancouver,Canada,British Columbia,V6T1Z4,,British Columbia,True,True,events.ubc.ca?id=36215,"[""events.ubc.ca?id=36215""]",
36214,4,publish,2021-12-09 11:00:33,2021-12-09 19:00:33,2021-12-09 11:00:33,2021-12-09 19:00:33,https://events.ubc.ca/venue/networks-of-centres-of-excellence-nce/,Networks of Centres of Excellence (NCE),networks-of-centres-of-excellence-nce,2125 East Mall,Vancouver,Canada,British Columbia,V6T1Z4,,British Columbia,True,True,events.ubc.ca?id=36214,"[""events.ubc.ca?id=36214""]",
36213,4,publish,2021-12-09 10:58:58,2021-12-09 18:58:58,2021-12-09 10:58:58,2021-12-09 18:58:58,https://events.ubc.ca/venue/music-building/,Music Building,music-building,6361 Memorial Road,Vancouver,Canada,British Columbia,V6T1Z2,,British Columbia,True,True,events.ubc.ca?id=36213,"[""events.ubc.ca?id=36213""]",
36212,4,publish,2021-12-09 10:58:27,2021-12-09 18:58:27,2021-12-09 10:58:27,2021-12-09 18:58:27,https://events.ubc.ca/venue/museum-of-anthropology-moa/,Museum of Anthropology (MOA),museum-of-anthropology-moa,6393 NW Marine Drive,Vancouver,Canada,British Columbia,V6T1Z2,,British Columbia,True,True,events.ubc.ca?id=36212,"[""events.ubc.ca?id=36212""]",
36211,4,publish,2021-12-09 10:58:00,2021-12-09 18:58:00,2021-12-09 10:58:00,2021-12-09 18:58:00,https://events.ubc.ca/venue/morris-and-helen-belkin-art-gallery/,Morris and Helen Belkin Art Gallery,morris-and-helen-belkin-art-gallery,1825 Main Mall,Vancouver,Canada,British Columbia,V6T1Z2,,British Columbia,True,True,events.ubc.ca?id=36211,"[""events.ubc.ca?id=36211""]",
36209,4,publish,2021-12-09 10:57:35,2021-12-09 18:57:35,2021-12-09 10:57:35,2021-12-09 18:57:35,https://events.ubc.ca/venue/michael-smith-laboratories/,Michael Smith Laboratories,michael-smith-laboratories,2185 East Mall,Vancouver,Canada,British Columbia,V6T1Z4,,British Columbia,True,True,events.ubc.ca?id=36209,"[""events.ubc.ca?id=36209""]",
36190,4,publish,2021-12-08 13:52:44,2021-12-08 21:52:44,2021-12-08 13:52:44,2021-12-08 21:52:44,https://events.ubc.ca/venue/mathematics-building/,Mathematics Building,mathematics-building,1984 Mathematics Road,Vancouver,Canada,British Columbia,V6T1Z2,,British Columbia,True,True,events.ubc.ca?id=36190,"[""events.ubc.ca?id=36190""]",
36189,4,publish,2021-12-08 13:52:22,2021-12-08 21:52:22,2021-12-08 13:52:22,2021-12-08 21:52:22,https://events.ubc.ca/venue/mathematics-annex/,Mathematics Annex,mathematics-annex,1986 Mathematics Road,Vancouver,Canada,British Columbia,V6T1Z2,,British Columbia,True,True,events.ubc.ca?id=36189,"[""events.ubc.ca?id=36189""]",
36188,4,publish,2021-12-08 13:51:40,2021-12-08 21:51:40,2021-12-08 13:51:40,2021-12-08 21:51:40,https://events.ubc.ca/venue/mary-bollert-hall/,Mary Bollert Hall,mary-bollert-hall,6253 NW Marine Drive,Vancouver,Canada,British Columbia,V6T1Z1,,British Columbia,True,True,events.ubc.ca?id=36188,"[""events.ubc.ca?id=36188""]",
36187,4,publish,2021-12-08 13:51:10,2021-12-08 21:51:10,2021-12-08 13:51:10,2021-12-08 21:51:10,https://events.ubc.ca/venue/martha-piper-plaza/,Martha Piper Plaza,martha-piper-plaza,University Blvd,Vancouver,Canada,British Columbia,,,British Columbia,False,False,events.ubc.ca?id=36187,"[""events.ubc.ca?id=36187""]",
36186,4,publish,2021-12-08 13:49:00,2021-12-08 21:49:00,2021-12-08 13:49:00,2021-12-08 21:49:00,https://events.ubc.ca/venue/macleod-building/,MacLeod Building,macleod-building,2356 Main Mall,Vancouver,Canada,British Columbia,V6T1Z4,,British Columbia,True,True,events.ubc.ca?id=36186,"[""events.ubc.ca?id=36186""]",
36185,4,publish,2021-12-08 13:47:22,2021-12-08 21:47:22,2021-12-08 13:47:22,2021-12-08 21:47:22,https://events.ubc.ca/venue/macinnes-field/,MacInnes Field,macinnes-field,6131 University Blvd,Vancouver,Canada,British Columbia,V6T2A1,,British Columbia,True,True,events.ubc.ca?id=36185,"[""events.ubc.ca?id=36185""]",
36184,4,publish,2021-12-08 13:46:01,2021-12-08 21:46:01,2021-12-08 13:46:01,2021-12-08 21:46:01,https://events.ubc.ca/venue/lower-mall-research-station/,Lower Mall Research Station,lower-mall-research-station,2259 Lower Mall,Vancouver,Canada,British Columbia,V6T1Z4,,British Columbia,True,True,events.ubc.ca?id=36184,"[""events.ubc.ca?id=36184""]",
36183,4,publish,2021-12-08 13:43:41,2021-12-08 21:43:41,2021-12-08 13:43:41,2021-12-08 21:43:41,https://events.ubc.ca/venue/liu-institute-for-global-issues/,Liu Institute for Global Issues,liu-institute-for-global-issues,6476 NW Marine Drive,Vancouver,Canada,British Columbia,V6T1Z2,,British Columbia,True,True,events.ubc.ca?id=36183,"[""events.ubc.ca?id=36183""]",
36182,4,publish,2021-12-08 13:43:01,2021-12-08 21:43:01,2021-12-08 13:43:01,2021-12-08 21:43:01,https://events.ubc.ca/venue/leon-and-thea-koerner-university-centre/,Leon and Thea Koerner University Centre,leon-and-thea-koerner-university-centre,6331 Crescent Road,Vancouver,Canada,British Columbia,V6T1Z1,,British Columbia,True,True,events.ubc.ca?id=36182,"[""events.ubc.ca?id=36182""]",
36181,4,publish,2021-12-08 13:42:31,2021-12-08 21:42:31,2021-12-08 13:42:31,2021-12-08 21:42:31,https://events.ubc.ca/venue/life-sciences-centre/,Life Sciences Centre,life-sciences-centre,2350 Health Sciences Mall,Vancouver,Canada,British Columbia,V6T1Z3,,British Columbia,True,True,events.ubc.ca?id=36181,"[""events.ubc.ca?id=36181""]",
36180,4,publish,2021-12-08 13:42:01,2021-12-08 21:42:01,2021-12-08 13:42:01,2021-12-08 21:42:01,https://events.ubc.ca/venue/stephen-toope-gardens/,Stephen Toope Gardens,stephen-toope-gardens,1900 Block Main Mall,Vancouver,Canada,British Columbia,,,British Columbia,True,True,events.ubc.ca?id=36180,"[""events.ubc.ca?id=36180""]",
36179,4,publish,2021-12-08 13:41:35,2021-12-08 21:41:35,2021-12-08 13:41:35,2021-12-08 21:41:35,https://events.ubc.ca/venue/ladner-clock-tower/,Ladner Clock Tower,ladner-clock-tower,1956 Main Mall,Vancouver,Canada,British Columbia,V6T1Z1,,British Columbia,True,True,events.ubc.ca?id=36179,"[""events.ubc.ca?id=36179""]",
36178,4,publish,2021-12-08 13:40:37,2021-12-08 21:40:37,2021-12-08 13:40:37,2021-12-08 21:40:37,https://events.ubc.ca/venue/koerner-plaza/,Koerner Plaza,koerner-plaza,1958 Main Mall,Vancouver,Canada,British Columbia,V6T1Z2,,British Columbia,True,True,events.ubc.ca?id=36178,"[""events.ubc.ca?id=36178""]",
36177,4,publish,2021-12-08 13:37:54,2021-12-08 21:37:54,2021-12-08 13:37:54,2021-12-08 21:37:54,https://events.ubc.ca/venue/jack-bell-building-for-the-school-of-social-work/,Jack Bell Building for the School of Social Work,jack-bell-building-for-the-school-of-social-work,2080 West Mall,Vancouver,Canada,British Columbia,V6T1Z2,,British Columbia,True,True,events.ubc.ca?id=36177,"[""events.ubc.ca?id=36177""]",
36176,4,publish,2021-12-08 13:37:28,2021-12-08 21:37:28,2021-12-08 13:37:28,2021-12-08 21:37:28,https://events.ubc.ca/venue/jb-macdonald-building/,JB Macdonald Building,jb-macdonald-building,2199 Wesbrook Mall,Vancouver,Canada,British Columbia,V6T1Z3,,British Columbia,True,True,events.ubc.ca?id=36176,"[""events.ubc.ca?id=36176""]",
36175,4,publish,2021-12-08 13:36:58,2021-12-08 21:36:58,2021-12-08 13:36:58,2021-12-08 21:36:58,https://events.ubc.ca/venue/irving-k-barber-learning-centre/,Irving K. Barber Learning Centre,irving-k-barber-learning-centre,1961 East Mall,Vancouver,Canada,British Columbia,V6T1Z1,,British Columbia,True,True,events.ubc.ca?id=36175,"[""events.ubc.ca?id=36175""]",
36174,4,publish,2021-12-08 13:36:32,2021-12-08 21:36:32,2021-12-08 13:36:32,2021-12-08 21:36:32,https://events.ubc.ca/venue/iona-building/,Iona Building,iona-building,6000 Iona Drive,Vancouver,Canada,British Columbia,V6T1L4,,British Columbia,True,True,events.ubc.ca?id=36174,"[""events.ubc.ca?id=36174""]",
36173,4,publish,2021-12-08 13:35:38,2021-12-08 21:35:38,2021-12-08 13:35:38,2021-12-08 21:35:38,https://events.ubc.ca/venue/institute-for-computing-information-and-cognitive-systems-computer-science-icics-cs/,Institute for Computing Information and Cognitive Systems / Computer Science (ICICS/CS),institute-for-computing-information-and-cognitive-systems-computer-science-icics-cs,2366 Main Mall,Vancouver,Canada,British Columbia,V6T1Z4,,British Columbia,True,True,events.ubc.ca?id=36173,"[""events.ubc.ca?id=36173""]",
36172,4,publish,2021-12-08 13:35:02,2021-12-08 21:35:02,2021-12-08 13:35:02,2021-12-08 21:35:02,https://events.ubc.ca/venue/hugh-dempster-pavilion/,Hugh Dempster Pavilion,hugh-dempster-pavilion,6245 Agronomy Road,Vancouver,Canada,British Columbia,V6T1Z4,,British Columbia,True,True,events.ubc.ca?id=36172,"[""events.ubc.ca?id=36172""]",
36171,4,publish,2021-12-08 13:34:36,2021-12-08 21:34:36,2021-12-08 13:34:36,2021-12-08 21:34:36,https://events.ubc.ca/venue/horticulture-building/,Horticulture Building,horticulture-building,6394 Stores Roadv,Vancouver,Canada,British Columbia,V6T1Z4,,British Columbia,True,True,events.ubc.ca?id=36171,"[""events.ubc.ca?id=36171""]",
