id,author,status,date,date_utc,modified,modified_utc,url,venue,slug,address,city,country,province,zip,website,stateprovince,show_map,show_map_link,global_id,global_id_lineage,phone
79166,79,publish,2026-05-06 16:46:53,2026-05-06 23:46:53,2026-05-06 16:46:53,2026-05-06 23:46:53,https://events.ubc.ca/venue/bc-childrens-hospital-research-institute/,BC Children&#8217;s Hospital Research Institute,bc-childrens-hospital-research-institute,938 W 28th Avenue,Vancouver,Canada,British Columbia,V5Z 4H4,https://www.bcchr.ca/,British Columbia,True,True,events.ubc.ca?id=79166,"[""events.ubc.ca?id=79166""]",
78775,79,publish,2026-04-28 14:27:30,2026-04-28 21:27:30,2026-04-28 14:27:30,2026-04-28 21:27:30,https://events.ubc.ca/venue/gateway-health-building/,Gateway Health Building,gateway-health-building,5955 University Blvd,Vancouver,Canada,BC,V6T 1Z3,,BC,True,True,events.ubc.ca?id=78775,"[""events.ubc.ca?id=78775""]",
75338,90,publish,2026-02-18 07:40:51,2026-02-18 15:40:51,2026-02-18 07:40:51,2026-02-18 15:40:51,https://events.ubc.ca/venue/gordon-leslie-diamond-health-care-centre/,Gordon &#038; Leslie Diamond Health Care Centre,gordon-leslie-diamond-health-care-centre,2775 Laurel St,Vancouver,Canada,British Columbia,V5Z 1M9,,British Columbia,True,True,events.ubc.ca?id=75338,"[""events.ubc.ca?id=75338""]",(604) 875-4111
75191,79,publish,2026-02-13 12:34:24,2026-02-13 20:34:24,2026-02-13 12:34:24,2026-02-13 20:34:24,https://events.ubc.ca/venue/place-vanier-ballroom/,Place Vanier Ballroom,place-vanier-ballroom,1935 Lower Mall,Vancouver,Canada,BC,V6T 1X1,,BC,True,True,events.ubc.ca?id=75191,"[""events.ubc.ca?id=75191""]",
74766,90,publish,2026-02-06 10:40:58,2026-02-06 18:40:58,2026-02-06 10:40:58,2026-02-06 18:40:58,https://events.ubc.ca/venue/fairmont-pacific-rim/,Fairmont Pacific Rim,fairmont-pacific-rim,1038 Canada Pl,Vancouver,Canada,British Columbia,V6C0B9,,British Columbia,True,True,events.ubc.ca?id=74766,"[""events.ubc.ca?id=74766""]",
70597,90,publish,2025-10-29 11:06:24,2025-10-29 18:06:24,2025-10-29 11:17:46,2025-10-29 18:17:46,https://events.ubc.ca/venue/black-student-space/,Black Student Space,black-student-space,5960 Student Union Boulevard,Vancouver,Canada,British Columbia,V6T 1Z1,https://students.ubc.ca/about-student-services/black-student-space/,British Columbia,True,True,events.ubc.ca?id=70597,"[""events.ubc.ca?id=70597""]",
64125,88,publish,2025-04-30 15:19:00,2025-04-30 22:19:00,2025-04-30 15:19:00,2025-04-30 22:19:00,https://events.ubc.ca/venue/university-boulevard/,University Boulevard,university-boulevard,6015 University Boulevard,Vancouver,,BC,,,BC,True,True,events.ubc.ca?id=64125,"[""events.ubc.ca?id=64125""]",
64087,4,publish,2025-04-29 09:22:29,2025-04-29 16:22:29,2025-04-29 09:22:29,2025-04-29 16:22:29,https://events.ubc.ca/venue/money-and-raymond-m-c-lee-square/,Money and Raymond M.C. Lee Square,money-and-raymond-m-c-lee-square,6163 University Blvd,Vancouver,Canada,British Columbia,,,British Columbia,True,True,events.ubc.ca?id=64087,"[""events.ubc.ca?id=64087""]",
63158,88,publish,2025-03-26 14:14:02,2025-03-26 21:14:02,2025-03-26 14:14:02,2025-03-26 21:14:02,https://events.ubc.ca/venue/school-of-biomedical-engineering/,School of Biomedical Engineering,school-of-biomedical-engineering,6088 University Blvd,Vancouver,Canada,British Columbia,,,British Columbia,True,True,events.ubc.ca?id=63158,"[""events.ubc.ca?id=63158""]",
60318,88,publish,2025-01-07 09:45:01,2025-01-07 17:45:01,2025-01-07 09:45:01,2025-01-07 17:45:01,https://events.ubc.ca/venue/applied-sciences-third-space/,Applied Sciences Third Space,applied-sciences-third-space,2332 Main Mall,Vancouver,Canada,BC,V6T 1Z4,,BC,False,False,events.ubc.ca?id=60318,"[""events.ubc.ca?id=60318""]",
58701,88,publish,2024-11-12 12:31:30,2024-11-12 20:31:30,2024-11-12 12:31:30,2024-11-12 20:31:30,https://events.ubc.ca/venue/sage-at-the-university-centre/,Sage at The University Centre,sage-at-the-university-centre,6331 Crescent Road,Vancouver,Canada,BC,V6T 1Z2,,BC,False,False,events.ubc.ca?id=58701,"[""events.ubc.ca?id=58701""]",
57821,88,publish,2024-10-21 11:47:09,2024-10-21 18:47:09,2024-10-21 11:47:09,2024-10-21 18:47:09,https://events.ubc.ca/venue/viff-theatre/,VIFF Theatre,viff-theatre,1181 Seymour St,Vancouver,Canada,BC,,,BC,False,False,events.ubc.ca?id=57821,"[""events.ubc.ca?id=57821""]",
57613,88,publish,2024-10-18 09:57:35,2024-10-18 16:57:35,2024-10-18 09:57:35,2024-10-18 16:57:35,https://events.ubc.ca/venue/the-norm-theatre/,The Norm Theatre,the-norm-theatre,6138 Student Union Blvd,Vancouver,,BC,,,BC,False,False,events.ubc.ca?id=57613,"[""events.ubc.ca?id=57613""]",
57452,4,publish,2024-10-16 08:17:40,2024-10-16 15:17:40,2024-10-16 08:17:40,2024-10-16 15:17:40,https://events.ubc.ca/venue/waterfront-theatre/,Waterfront Theatre,waterfront-theatre,1412 Cartwright Street,Vancouver,Canada,British Columbia,V6H 3R7,https://gitd.ca/pages/waterfront-theatre,British Columbia,False,False,events.ubc.ca?id=57452,"[""events.ubc.ca?id=57452""]",
56482,4,publish,2024-09-23 16:18:51,2024-09-23 23:18:51,2024-09-23 16:18:51,2024-09-23 23:18:51,https://events.ubc.ca/venue/vancouver-convention-centre/,Vancouver Convention Centre,vancouver-convention-centre,1055 Canada Pl,Vancouver,Canada,British Columbia,V6C 0C3,,British Columbia,True,True,events.ubc.ca?id=56482,"[""events.ubc.ca?id=56482""]",
55827,4,publish,2024-09-11 12:18:11,2024-09-11 19:18:11,2024-09-11 12:18:11,2024-09-11 19:18:11,https://events.ubc.ca/venue/west-mall-annex/,West Mall Annex,west-mall-annex,1933 West Mall,Vancouver,Canada,British Columbia,V6T 1Z2,,British Columbia,True,True,events.ubc.ca?id=55827,"[""events.ubc.ca?id=55827""]",
54794,79,publish,2024-08-16 09:31:10,2024-08-16 16:31:10,2024-08-16 09:31:10,2024-08-16 16:31:10,https://events.ubc.ca/venue/ubc-studios/,UBC Studios,ubc-studios,0110 – 2329 West Mall,Vancouver,Canada,British Columbia,V6T 1Z4,https://ubcstudios.ubc.ca/,British Columbia,True,True,events.ubc.ca?id=54794,"[""events.ubc.ca?id=54794""]",
51583,4,publish,2024-04-26 18:59:04,2024-04-27 01:59:04,2024-04-26 18:59:04,2024-04-27 01:59:04,https://events.ubc.ca/venue/st-pauls-hospital/,St Paul’s Hospital,st-pauls-hospital,1081 Burrard St,Vancouver,,British Columbia,V6Z 1Y6,,British Columbia,True,True,events.ubc.ca?id=51583,"[""events.ubc.ca?id=51583""]",
50616,79,publish,2024-03-08 15:54:44,2024-03-08 23:54:44,2024-03-08 15:54:44,2024-03-08 23:54:44,https://events.ubc.ca/venue/ubc-school-of-kinesiology/,UBC School of Kinesiology,ubc-school-of-kinesiology,,,,,,,,True,True,events.ubc.ca?id=50616,"[""events.ubc.ca?id=50616""]",
44475,4,publish,2023-05-03 14:54:42,2023-05-03 21:54:42,2023-05-03 14:54:42,2023-05-03 21:54:42,https://events.ubc.ca/venue/museum-of-vancouver-mov/,Museum of Vancouver (MOV),museum-of-vancouver-mov,1100 Chestnut Street,Vancouver,,British Columbia,V6J 3J9,https://museumofvancouver.ca,British Columbia,True,True,events.ubc.ca?id=44475,"[""events.ubc.ca?id=44475""]",
41857,4,publish,2023-01-04 09:03:06,2023-01-04 17:03:06,2023-01-04 09:03:06,2023-01-04 17:03:06,https://events.ubc.ca/venue/roy-barnett-recital-hall/,Roy Barnett Recital Hall (Music Building),roy-barnett-recital-hall,6361 Memorial Road,Vancouver,Canada,British Columbia,V6T1Z2,,British Columbia,True,True,events.ubc.ca?id=41857,"[""events.ubc.ca?id=41857""]",
41300,4,publish,2022-11-09 13:53:41,2022-11-09 21:53:41,2022-11-09 13:58:00,2022-11-09 21:58:00,https://events.ubc.ca/venue/sfu-goldcorp-centre-for-the-arts/,SFU Goldcorp Centre for the Arts,sfu-goldcorp-centre-for-the-arts,149 West Hastings St,Vancouver,Canada,British Columbia,V6B 5K3,https://www.sfu.ca/vancouver/welcome/about-us/contact/goldcorp-centre-for-the-arts.html,British Columbia,True,True,events.ubc.ca?id=41300,"[""events.ubc.ca?id=41300""]",
41223,79,publish,2022-11-04 09:27:43,2022-11-04 16:27:43,2022-11-04 09:27:43,2022-11-04 16:27:43,https://events.ubc.ca/venue/frederic-wood-theatre/,Frederic Wood Theatre,frederic-wood-theatre,6354 Crescent Rd,Vancouver,,BC,V6T 1Z2,,BC,True,True,events.ubc.ca?id=41223,"[""events.ubc.ca?id=41223""]",
38476,33,publish,2022-04-12 11:49:55,2022-04-12 18:49:55,2022-04-12 11:49:55,2022-04-12 18:49:55,https://events.ubc.ca/venue/orpheum-theatre/,Orpheum Theatre,orpheum-theatre,601 Smithe Street,Vancouver,Canada,British Columbia,V6B 3L4,,British Columbia,True,True,events.ubc.ca?id=38476,"[""events.ubc.ca?id=38476""]",
38473,33,publish,2022-04-12 11:44:04,2022-04-12 18:44:04,2022-04-12 11:44:04,2022-04-12 18:44:04,https://events.ubc.ca/venue/kelowna-community-theatre/,Kelowna Community Theatre,kelowna-community-theatre,1375 Water Street,Kelowna,Canada,British Columbia,V1Y 0B4,theatre.kelowna.ca,British Columbia,True,True,events.ubc.ca?id=38473,"[""events.ubc.ca?id=38473""]",
38467,33,publish,2022-04-12 11:05:11,2022-04-12 18:05:11,2022-04-12 11:05:11,2022-04-12 18:05:11,https://events.ubc.ca/venue/vancouver-playhouse/,Vancouver Playhouse,vancouver-playhouse,600 Hamilton Street,Vancouver,Canada,British Columbia,V6B 2P1,vancouvercivictheatres,British Columbia,True,True,events.ubc.ca?id=38467,"[""events.ubc.ca?id=38467""]",
36575,4,publish,2021-12-15 21:26:41,2021-12-16 05:26:41,2021-12-15 21:26:41,2021-12-16 05:26:41,https://events.ubc.ca/venue/vancouver-marriott-pinnacle-downtown-hotel/,Vancouver Marriott Pinnacle Downtown Hotel,vancouver-marriott-pinnacle-downtown-hotel,1128 West Hastings Street,Vancouver,Canada,British Columbia,V6E4J6,,British Columbia,True,True,events.ubc.ca?id=36575,"[""events.ubc.ca?id=36575""]",
36312,4,publish,2021-12-10 11:35:04,2021-12-10 19:35:04,2021-12-10 11:35:04,2021-12-10 19:35:04,https://events.ubc.ca/venue/university-hospital-of-northern-bc/,University Hospital of Northern BC,university-hospital-of-northern-bc,1475 Edmonton Street,Prince George,Canada,British Columbia,V2M1S2,,British Columbia,True,True,events.ubc.ca?id=36312,"[""events.ubc.ca?id=36312""]",
36311,4,publish,2021-12-10 11:34:22,2021-12-10 19:34:22,2021-12-10 11:34:22,2021-12-10 19:34:22,https://events.ubc.ca/venue/university-of-northern-british-columbia/,University of Northern British Columbia,university-of-northern-british-columbia,3333 University Way,Prince George,Canada,British Columbia,V2N4Z9,,British Columbia,True,True,events.ubc.ca?id=36311,"[""events.ubc.ca?id=36311""]",
36310,4,publish,2021-12-10 11:33:51,2021-12-10 19:33:51,2021-12-10 11:33:51,2021-12-10 19:33:51,https://events.ubc.ca/venue/surrey-memorial-hospital/,Surrey Memorial Hospital,surrey-memorial-hospital,13750 96 Avenue,Surrey,Canada,British Columbia,V3V1Z2,,British Columbia,True,True,events.ubc.ca?id=36310,"[""events.ubc.ca?id=36310""]",
36308,4,publish,2021-12-10 11:32:45,2021-12-10 19:32:45,2021-12-10 11:32:45,2021-12-10 19:32:45,https://events.ubc.ca/venue/vancouver-general-hospital-vgh/,Vancouver General Hospital (VGH),vancouver-general-hospital-vgh,899 W 12th Avenue,Vancouver,Canada,British Columbia,V5Z1M9,,British Columbia,True,True,events.ubc.ca?id=36308,"[""events.ubc.ca?id=36308""]",
36307,4,publish,2021-12-10 11:32:14,2021-12-10 19:32:14,2021-12-10 11:32:14,2021-12-10 19:32:14,https://events.ubc.ca/venue/medical-science-building-university-of-victoria/,Medical Science Building &#8211; University of Victoria,medical-science-building-university-of-victoria,PO Box 1700 STN CSC,Victoria,Canada,British Columbia,V8W2Y2,,British Columbia,False,False,events.ubc.ca?id=36307,"[""events.ubc.ca?id=36307""]",
36293,4,publish,2021-12-09 15:52:57,2021-12-09 23:52:57,2021-12-09 15:52:57,2021-12-09 23:52:57,https://events.ubc.ca/venue/arts-student-centre/,Arts Student Centre,arts-student-centre,1860 East Mall,Vancouver,Canada,British Columbia,V6T1Z1,,British Columbia,True,True,events.ubc.ca?id=36293,"[""events.ubc.ca?id=36293""]",
36292,4,publish,2021-12-09 15:47:24,2021-12-09 23:47:24,2021-12-09 15:47:24,2021-12-09 23:47:24,https://events.ubc.ca/venue/thunderbird-park/,Thunderbird Park,thunderbird-park,2700 East Mall,Vancouver,Canada,British Columbia,V6T1Z1,,British Columbia,True,True,events.ubc.ca?id=36292,"[""events.ubc.ca?id=36292""]",
36291,4,publish,2021-12-09 15:46:49,2021-12-09 23:46:49,2021-12-09 15:46:49,2021-12-09 23:46:49,https://events.ubc.ca/venue/john-m-s-lecky-ubc-boathouse/,John M.S. Lecky UBC Boathouse,john-m-s-lecky-ubc-boathouse,7277 River Rd,Richmond,Canada,British Columbia,V6X1X5,https://sportfacilities.ubc.ca/ubc-boathouse/,British Columbia,True,True,events.ubc.ca?id=36291,"[""events.ubc.ca?id=36291""]",
36289,4,publish,2021-12-09 15:44:02,2021-12-09 23:44:02,2021-12-09 15:44:02,2021-12-09 23:44:02,https://events.ubc.ca/venue/gerald-mcgavin-ubc-rugby-centre/,Gerald McGavin UBC Rugby Centre,gerald-mcgavin-ubc-rugby-centre,2765 Wesbrook Mall,Vancouver,Canada,British Columbia,V6T1Z1,,British Columbia,True,True,events.ubc.ca?id=36289,"[""events.ubc.ca?id=36289""]",
36287,4,publish,2021-12-09 15:42:48,2021-12-09 23:42:48,2021-12-09 15:42:48,2021-12-09 23:42:48,https://events.ubc.ca/venue/national-soccer-development-centre-nsdc/,National Soccer Development Centre (NSDC),national-soccer-development-centre-nsdc,3065 Wesbrook Mall,Vancouver,Canada,British Columbia,V6T1Z3,,British Columbia,True,True,events.ubc.ca?id=36287,"[""events.ubc.ca?id=36287""]",
36286,4,publish,2021-12-09 15:41:39,2021-12-09 23:41:39,2021-12-09 15:41:39,2021-12-09 23:41:39,https://events.ubc.ca/venue/indian-residential-school-history-and-dialogue-centre-irshdc/,Indian Residential School History and Dialogue Centre (IRSHDC),indian-residential-school-history-and-dialogue-centre-irshdc,1985 Learners' Walk,Vancouver,Canada,British Columbia,V6T1Z1,,British Columbia,True,True,events.ubc.ca?id=36286,"[""events.ubc.ca?id=36286""]",
36284,4,publish,2021-12-09 15:39:57,2021-12-09 23:39:57,2021-12-09 15:39:57,2021-12-09 23:39:57,https://events.ubc.ca/venue/triumf/,TRIUMF,triumf,4004 Wesbrook Mall,Vancouver,Canada,British Columbia,V6T2A3,,British Columbia,True,True,events.ubc.ca?id=36284,"[""events.ubc.ca?id=36284""]",
36283,4,publish,2021-12-09 15:38:33,2021-12-09 23:38:33,2021-12-09 15:38:33,2021-12-09 23:38:33,https://events.ubc.ca/venue/brock-commons-tallwood-house/,Brock Commons &#8211; Tallwood House,brock-commons-tallwood-house,6088 Walter Gage Road,Vancouver,Canada,British Columbia,V6T1Z1,,British Columbia,True,True,events.ubc.ca?id=36283,"[""events.ubc.ca?id=36283""]",
36281,4,publish,2021-12-09 15:36:53,2021-12-09 23:36:53,2021-12-09 15:36:53,2021-12-09 23:36:53,https://events.ubc.ca/venue/woodward-library/,Woodward Library,woodward-library,2198 Health Sciences Mall,Vancouver,Canada,British Columbia,V6S0C8,,British Columbia,True,True,events.ubc.ca?id=36281,"[""events.ubc.ca?id=36281""]",
36280,4,publish,2021-12-09 15:35:08,2021-12-09 23:35:08,2021-12-09 15:35:08,2021-12-09 23:35:08,https://events.ubc.ca/venue/william-a-webber-medical-student-alumni-centre/,William A. Webber Medical Student &#038; Alumni Centre,william-a-webber-medical-student-alumni-centre,2750 Heather Street,Vancouver,Canada,British Columbia,V5Z4M2,,British Columbia,True,True,events.ubc.ca?id=36280,"[""events.ubc.ca?id=36280""]",
36279,4,publish,2021-12-09 15:33:57,2021-12-09 23:33:57,2021-12-09 15:33:57,2021-12-09 23:33:57,https://events.ubc.ca/venue/west-mall-swing-space-building/,West Mall Swing Space Building,west-mall-swing-space-building,2175 West Mall,Vancouver,Canada,British Columbia,V6T1Z4,,British Columbia,True,True,events.ubc.ca?id=36279,"[""events.ubc.ca?id=36279""]",
36278,4,publish,2021-12-09 15:33:37,2021-12-09 23:33:37,2021-12-09 15:33:37,2021-12-09 23:33:37,https://events.ubc.ca/venue/wesbrook-village/,Wesbrook Village,wesbrook-village,,Vancouver,Canada,British Columbia,,http://www.discoverwesbrook.com/,British Columbia,False,False,events.ubc.ca?id=36278,"[""events.ubc.ca?id=36278""]",
36277,4,publish,2021-12-09 15:32:37,2021-12-09 23:32:37,2021-12-09 15:32:37,2021-12-09 23:32:37,https://events.ubc.ca/venue/wesbrook-community-centre/,Wesbrook Community Centre,wesbrook-community-centre,3335 Webber Lane,Vancouver,Canada,British Columbia,V6S0H3,,British Columbia,True,True,events.ubc.ca?id=36277,"[""events.ubc.ca?id=36277""]",
36276,4,publish,2021-12-09 15:32:18,2021-12-09 23:32:18,2021-12-09 15:32:18,2021-12-09 23:32:18,https://events.ubc.ca/venue/wesbrook-building/,Wesbrook Building,wesbrook-building,6174 University Boulevard,Vancouver,Canada,British Columbia,V6T1Z3,,British Columbia,True,True,events.ubc.ca?id=36276,"[""events.ubc.ca?id=36276""]",
36275,4,publish,2021-12-09 15:31:57,2021-12-09 23:31:57,2021-12-09 15:31:57,2021-12-09 23:31:57,https://events.ubc.ca/venue/wayne-and-william-white-engineering-design-centre-edc/,Wayne and William White Engineering Design Centre (EDC),wayne-and-william-white-engineering-design-centre-edc,2345 East Mall,Vancouver,Canada,British Columbia,V6T1Z4,,British Columbia,True,True,events.ubc.ca?id=36275,"[""events.ubc.ca?id=36275""]",
36274,4,publish,2021-12-09 15:31:36,2021-12-09 23:31:36,2021-12-09 15:31:36,2021-12-09 23:31:36,https://events.ubc.ca/venue/war-memorial-gymnasium/,War Memorial Gymnasium,war-memorial-gymnasium,6081 University Boulevard,Vancouver,Canada,British Columbia,V6T1Z1,,British Columbia,True,True,events.ubc.ca?id=36274,"[""events.ubc.ca?id=36274""]",
36273,4,publish,2021-12-09 15:31:09,2021-12-09 23:31:09,2021-12-09 15:31:09,2021-12-09 23:31:09,https://events.ubc.ca/venue/walter-h-gage-residence/,Walter H. Gage Residence,walter-h-gage-residence,5959 Student Union Boulevard,Vancouver,Canada,British Columbia,V6T1K2,,British Columbia,True,True,events.ubc.ca?id=36273,"[""events.ubc.ca?id=36273""]",
36272,4,publish,2021-12-09 15:30:40,2021-12-09 23:30:40,2021-12-09 15:30:40,2021-12-09 23:30:40,https://events.ubc.ca/venue/walter-c-koerner-library/,Walter C. Koerner Library,walter-c-koerner-library,1958 Main Mall,Vancouver,Canada,British Columbia,V6T1Z2,,British Columbia,True,True,events.ubc.ca?id=36272,"[""events.ubc.ca?id=36272""]",
36271,4,publish,2021-12-09 15:30:04,2021-12-09 23:30:04,2021-12-09 15:30:04,2021-12-09 23:30:04,https://events.ubc.ca/venue/university-services-building-usb/,University Services Building (USB),university-services-building-usb,2329 West Mall,Vancouver,Canada,British Columbia,V6T1Z4,,British Columbia,True,True,events.ubc.ca?id=36271,"[""events.ubc.ca?id=36271""]",
36270,4,publish,2021-12-09 15:29:12,2021-12-09 23:29:12,2021-12-09 15:29:12,2021-12-09 23:29:12,https://events.ubc.ca/venue/ubc-tennis-centre/,UBC Tennis Centre,ubc-tennis-centre,6160 Thunderbird Boulevard,Vancouver,Canada,British Columbia,V6T1Z3,,British Columbia,True,True,events.ubc.ca?id=36270,"[""events.ubc.ca?id=36270""]",
36269,4,publish,2021-12-09 15:28:48,2021-12-09 23:28:48,2021-12-09 15:28:48,2021-12-09 23:28:48,https://events.ubc.ca/venue/ubc-robson-square/,UBC Robson Square,ubc-robson-square,800 Robson Street,Vancouver,Canada,British Columbia,V6Z3B7,,British Columbia,True,True,events.ubc.ca?id=36269,"[""events.ubc.ca?id=36269""]",
36268,4,publish,2021-12-09 15:27:39,2021-12-09 23:27:39,2021-12-09 15:27:39,2021-12-09 23:27:39,https://events.ubc.ca/venue/ubc-life-building-old-sub/,UBC Life Building (Old SUB),ubc-life-building-old-sub,6138 Student Union Boulevard,Vancouver,Canada,British Columbia,V6T1Z1,,British Columbia,True,True,events.ubc.ca?id=36268,"[""events.ubc.ca?id=36268""]",
36267,4,publish,2021-12-09 15:27:08,2021-12-09 23:27:08,2021-12-09 15:27:08,2021-12-09 23:27:08,https://events.ubc.ca/venue/ubc-learning-exchange/,UBC Learning Exchange,ubc-learning-exchange,612 Main St,Vancouver,Canada,British Columbia,V6A2V3,https://learningexchange.ubc.ca/,British Columbia,True,True,events.ubc.ca?id=36267,"[""events.ubc.ca?id=36267""]",
36266,4,publish,2021-12-09 15:26:10,2021-12-09 23:26:10,2021-12-09 15:26:10,2021-12-09 23:26:10,https://events.ubc.ca/venue/ubc-farm/,UBC Farm,ubc-farm,3461 Ross Drive,Vancouver,Canada,British Columbia,V6T1W5,,British Columbia,True,True,events.ubc.ca?id=36266,"[""events.ubc.ca?id=36266""]",
36265,4,publish,2021-12-09 15:25:37,2021-12-09 23:25:37,2021-12-09 15:25:37,2021-12-09 23:25:37,https://events.ubc.ca/venue/ubc-dairy-education-and-research-centre/,UBC Dairy Education and Research Centre,ubc-dairy-education-and-research-centre,6947 Lougheed Hwy,Agassiz,Canada,British Columbia,V0M1A1,,British Columbia,True,True,events.ubc.ca?id=36265,"[""events.ubc.ca?id=36265""]",
36264,4,publish,2021-12-09 15:24:39,2021-12-09 23:24:39,2021-12-09 15:24:39,2021-12-09 23:24:39,https://events.ubc.ca/venue/ubc-botanical-garden-and-centre-for-plant-research/,UBC Botanical Garden and Centre for Plant Research,ubc-botanical-garden-and-centre-for-plant-research,6804 SW Marine Drive,Vancouver,Canada,British Columbia,V6T1Z4,,British Columbia,True,True,events.ubc.ca?id=36264,"[""events.ubc.ca?id=36264""]",
36263,4,publish,2021-12-09 15:24:01,2021-12-09 23:24:01,2021-12-09 15:24:01,2021-12-09 23:24:01,https://events.ubc.ca/venue/totem-park-residence/,Totem Park Residence,totem-park-residence,2525 West Mall,Vancouver,Canada,British Columbia,V6T1W9,,British Columbia,True,True,events.ubc.ca?id=36263,"[""events.ubc.ca?id=36263""]",
36262,4,publish,2021-12-09 15:23:35,2021-12-09 23:23:35,2021-12-09 15:23:35,2021-12-09 23:23:35,https://events.ubc.ca/venue/totem-field-studios/,Totem Field Studios,totem-field-studios,2613 West Mall,Vancouver,Canada,British Columbia,V6T1Z4,,British Columbia,True,True,events.ubc.ca?id=36262,"[""events.ubc.ca?id=36262""]",
36261,4,publish,2021-12-09 15:23:11,2021-12-09 23:23:11,2021-12-09 15:23:11,2021-12-09 23:23:11,https://events.ubc.ca/venue/thunderbird-stadium/,Thunderbird Stadium,thunderbird-stadium,6288 Stadium Road,Vancouver,Canada,British Columbia,V6T1Z4,,British Columbia,True,True,events.ubc.ca?id=36261,"[""events.ubc.ca?id=36261""]",
36259,4,publish,2021-12-09 15:22:32,2021-12-09 23:22:32,2021-12-09 15:22:32,2021-12-09 23:22:32,https://events.ubc.ca/venue/robert-h-lee-alumni-centre/,Robert H. Lee Alumni Centre,robert-h-lee-alumni-centre,6163 University Boulevard,Vancouver,Canada,British Columbia,V6T1Z1,,British Columbia,True,True,events.ubc.ca?id=36259,"[""events.ubc.ca?id=36259""]",
36258,4,publish,2021-12-09 15:22:01,2021-12-09 23:22:01,2021-12-09 15:22:01,2021-12-09 23:22:01,https://events.ubc.ca/venue/the-leonard-s-klinck-building/,The Leonard S. Klinck Building,the-leonard-s-klinck-building,6356 Agricultural Road,Vancouver,Canada,British Columbia,V6T1Z2,,British Columbia,True,True,events.ubc.ca?id=36258,"[""events.ubc.ca?id=36258""]",
36257,4,publish,2021-12-09 15:14:28,2021-12-09 23:14:28,2021-12-09 15:14:28,2021-12-09 23:14:28,https://events.ubc.ca/venue/fred-kaiser-building/,Fred Kaiser Building,fred-kaiser-building,2332 Main Mall,Vancouver,Canada,British Columbia,V6T1Z4,,British Columbia,True,True,events.ubc.ca?id=36257,"[""events.ubc.ca?id=36257""]",
36255,4,publish,2021-12-09 15:13:51,2021-12-09 23:13:51,2021-12-09 15:13:51,2021-12-09 23:13:51,https://events.ubc.ca/venue/the-brimacombe-building/,The Brimacombe Building,the-brimacombe-building,2355 East Mall,Vancouver,Canada,British Columbia,V6T1Z4,,British Columbia,True,True,events.ubc.ca?id=36255,"[""events.ubc.ca?id=36255""]",
36254,4,publish,2021-12-09 15:13:30,2021-12-09 23:13:30,2021-12-09 15:13:30,2021-12-09 23:13:30,https://events.ubc.ca/venue/theatre-film-production-building/,Theatre-Film Production Building,theatre-film-production-building,6358 University Boulevard,Vancouver,Canada,British Columbia,V6T1Z4,,British Columbia,True,True,events.ubc.ca?id=36254,"[""events.ubc.ca?id=36254""]",
36253,4,publish,2021-12-09 15:13:06,2021-12-09 23:13:06,2021-12-09 15:13:06,2021-12-09 23:13:06,https://events.ubc.ca/venue/thea-koerner-house-graduate-student-centre/,Thea Koerner House (Graduate Student Centre),thea-koerner-house-graduate-student-centre,6371 Crescent Road,Vancouver,Canada,British Columbia,V6T1Z2,,British Columbia,True,True,events.ubc.ca?id=36253,"[""events.ubc.ca?id=36253""]",
36252,4,publish,2021-12-09 15:12:35,2021-12-09 23:12:35,2021-12-09 15:12:35,2021-12-09 23:12:35,https://events.ubc.ca/venue/student-recreation-centre-src/,Student Recreation Centre (SRC),student-recreation-centre-src,6000 Student Union Boulevard,Vancouver,Canada,British Columbia,V6T1Z1,,British Columbia,True,True,events.ubc.ca?id=36252,"[""events.ubc.ca?id=36252""]",
36251,4,publish,2021-12-09 15:11:40,2021-12-09 23:11:40,2021-12-09 15:11:40,2021-12-09 23:11:40,https://events.ubc.ca/venue/st-marks-college/,St. Mark&#8217;s College,st-marks-college,5935 Iona Drive,Vancouver,Canada,British Columbia,V6T1J7,,British Columbia,True,True,events.ubc.ca?id=36251,"[""events.ubc.ca?id=36251""]",
36250,4,publish,2021-12-09 15:11:11,2021-12-09 23:11:11,2021-12-09 15:11:11,2021-12-09 23:11:11,https://events.ubc.ca/venue/st-johns-college/,St. John&#8217;s College,st-johns-college,2111 Lower Mall,Vancouver,Canada,British Columbia,V6T1Z4,,British Columbia,True,True,events.ubc.ca?id=36250,"[""events.ubc.ca?id=36250""]",
36249,4,publish,2021-12-09 15:10:37,2021-12-09 23:10:37,2021-12-09 15:10:37,2021-12-09 23:10:37,https://events.ubc.ca/venue/st-andrews-hall/,St. Andrew&#8217;s Hall,st-andrews-hall,6040 Iona Drive,Vancouver,Canada,British Columbia,V6T2E8,,British Columbia,True,True,events.ubc.ca?id=36249,"[""events.ubc.ca?id=36249""]",
36248,4,publish,2021-12-09 15:09:19,2021-12-09 23:09:19,2021-12-09 15:09:19,2021-12-09 23:09:19,https://events.ubc.ca/venue/sing-tao-building/,Sing Tao Building,sing-tao-building,6388 Crescent Road,Vancouver,Canada,British Columbia,V6T1Z2,,British Columbia,True,True,events.ubc.ca?id=36248,"[""events.ubc.ca?id=36248""]",
