id,type,tid,revision_id,revision_created,status,name,description,weight,changed,related,campus
9e6f92bc-a544-4e50-9b5e-50a1538c5476,taxonomy_term--department,198,198,2023-03-17T18:23:39+00:00,True,Anthropology,,0,2023-03-17T18:23:39+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
c3b4942c-6004-43a0-96c3-b118af9d464b,taxonomy_term--department,199,199,2023-03-17T18:23:42+00:00,True,Medicine,,0,2023-03-17T18:23:42+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
3ac2062b-43d5-480c-b6fa-640f28d8e775,taxonomy_term--department,200,200,2023-03-17T18:23:49+00:00,True,Materials Engineering,,0,2023-03-17T18:23:49+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
1ccf11de-cef5-49b2-89eb-84d68bd264c8,taxonomy_term--department,201,201,2023-03-17T18:23:58+00:00,True,Early Childhood Education,,0,2023-03-17T18:23:58+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
b47c7427-de50-4fd0-9bd8-46206bd4e7c0,taxonomy_term--department,202,202,2023-03-17T18:24:09+00:00,True,Centre for Cross-Faculty Inquiry,,0,2023-03-17T18:24:09+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
1b817132-bc72-4dbe-bd2f-344e6a213cb3,taxonomy_term--department,203,203,2023-03-17T18:24:53+00:00,True,Audiology and Speech Sciences,,0,2023-03-17T18:24:53+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
9ff512e3-f670-4368-aba3-1b72fc331de4,taxonomy_term--department,204,204,2023-03-17T18:24:59+00:00,True,Electrical & Computer Engineering,,0,2023-03-17T18:24:59+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
736c59fa-c743-4e5e-9041-73f0edb361f1,taxonomy_term--department,205,205,2023-03-17T18:25:06+00:00,True,Medical Genetics,,0,2023-03-17T18:25:06+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
7da639c6-b78e-466e-9b5a-a719d4cc9829,taxonomy_term--department,206,206,2023-03-17T18:25:13+00:00,True,Pathology and Laboratory Medicine,,0,2023-03-17T18:25:13+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
8cdf4b4c-3737-4fda-9cfe-f31c82d452b9,taxonomy_term--department,207,207,2023-03-17T18:25:19+00:00,True,Pharmacology and Therapeutics,,0,2023-03-17T18:25:19+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
b61d852b-6172-4ab2-accc-851f77794521,taxonomy_term--department,208,208,2023-03-17T18:25:24+00:00,True,Statistics,,0,2023-03-17T18:25:24+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
6c390e8b-6609-4391-a8ad-161da1e75d8d,taxonomy_term--department,209,209,2023-03-17T18:25:30+00:00,True,Exchange Programs,,0,2023-03-17T18:25:30+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
2a457a38-189f-44aa-b1b7-34b06eec3518,taxonomy_term--department,210,210,2023-03-17T18:25:38+00:00,True,Mining Engineering,,0,2023-03-17T18:25:38+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
4c7ea7c9-46b3-453e-bd0f-5608fc25490d,taxonomy_term--department,211,211,2023-03-17T18:25:46+00:00,True,Bioinformatics,,0,2023-03-17T18:25:46+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
b6f85bd8-db0a-45d5-8331-fb7506431394,taxonomy_term--department,212,212,2023-03-17T18:25:56+00:00,True,Engineering Physics,,0,2023-03-17T18:25:56+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
be7de993-43a1-44bb-b805-a0d996dea94c,taxonomy_term--department,213,213,2023-03-17T18:26:05+00:00,True,Integrated Engineering,,0,2023-03-17T18:26:05+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
9b1a9b28-ee1c-421e-94ec-388abdc67ba7,taxonomy_term--department,214,214,2023-03-17T18:26:11+00:00,True,Psychiatry,,0,2023-03-17T18:26:11+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
5b497afc-5231-4b4c-ab07-4243b972e08d,taxonomy_term--department,215,215,2023-03-17T18:26:19+00:00,True,Arts One Program,,0,2023-03-17T18:26:19+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
feed8177-3786-4282-97ac-8833cba35cae,taxonomy_term--department,216,216,2023-03-17T18:26:24+00:00,True,Economics,,0,2023-03-17T18:26:24+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
313e4bac-b1c3-45b0-94d6-93d91b694ba3,taxonomy_term--department,217,217,2023-03-17T18:26:29+00:00,True,History,,0,2023-03-17T18:26:29+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
316f2b99-9a14-4473-969d-103305983724,taxonomy_term--department,218,218,2023-03-17T18:26:36+00:00,True,Oral Health Sciences,,0,2023-03-17T18:26:36+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
954cfc80-0e38-4017-b8ae-1ceb36de1334,taxonomy_term--department,219,219,2023-03-17T18:28:02+00:00,True,Physical Therapy,,0,2023-03-17T18:28:02+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
44e67dd5-f379-4860-8074-3ad0503e6758,taxonomy_term--department,220,220,2023-03-17T18:28:10+00:00,True,Vantage College,,0,2023-03-17T18:28:10+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
e2db46ed-4444-4d21-b1f2-a696e1dab31c,taxonomy_term--department,221,221,2023-03-17T18:28:18+00:00,True,High Performance Buildings,,0,2023-03-17T18:28:18+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
592d3902-b6d6-4cf1-840c-f42149c957f5,taxonomy_term--department,222,222,2023-03-17T18:28:30+00:00,True,Biology,,0,2023-03-17T18:28:30+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
babae5f6-47aa-47ad-83fe-8cbb2961fed6,taxonomy_term--department,223,223,2023-03-17T18:28:35+00:00,True,Mathematics,,0,2023-03-17T18:28:35+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
f65bf572-3415-4f07-918f-d12f8903130b,taxonomy_term--department,224,224,2023-03-17T18:28:39+00:00,True,African Studies,,0,2023-03-17T18:28:39+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
fa016f66-4d66-4de8-8129-db73f7ed7508,taxonomy_term--department,225,225,2023-03-17T18:28:43+00:00,True,Canadian Studies,,0,2023-03-17T18:28:43+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
fd95f2ef-2475-45b7-9297-ddc89c27e3e7,taxonomy_term--department,226,226,2023-03-17T18:28:50+00:00,True,Engineering and Public Policy,,0,2023-03-17T18:28:50+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
fc50825e-e2aa-41bc-814f-98ae5c18370a,taxonomy_term--department,227,227,2023-03-17T18:28:57+00:00,True,Smart Grid Energy Systems,,0,2023-03-17T18:28:57+00:00,"{""vid"": ""30df518f-dcb9-4616-9583-786b76e62643"", ""parent"": [""virtual""]}",vancouver
