id,type,nid,status,title,created,changed,alias,body,related,campus
79ec52a6-41e2-4156-b5d6-afe693916467,node--academic_year,16115,True,Academic Year 1999/00 - April,2023-04-13T20:49:17+00:00,2023-04-13T20:49:00+00:00,/academic-year-199900/academic-year-199900-april,,"{""node_type"": ""53783729-2e4c-4d95-b3b9-5a5c46531869"", ""revision_uid"": ""3e7cb6cf-3e28-462b-9821-30746a7583c2"", ""uid"": ""3e7cb6cf-3e28-462b-9821-30746a7583c2"", ""academic_year_events"": [""132d9868-86cc-4555-bc44-eb75fbb7fe0c"", ""08715dff-0f4f-4d30-94a7-12f54c5203b1"", ""ea4fe995-db19-4846-a82d-8cbf5a4c7c66"", ""a6067385-d448-4ea3-81ee-dfcdcbc72119"", ""109c39f1-0640-4993-94bc-5cdd9b9af827"", ""a27a5bdb-747e-4d24-a918-f499c8c3f31e"", ""96f9f355-8393-4146-8081-3f47aaaf9450"", ""0443bc0f-f5ea-479a-b322-22d646423eea"", ""c1430ea2-1918-43e0-a08f-2940dddce1fc"", ""841cfb1d-2a45-4709-b62a-c37a16edf572"", ""c6bb2fa9-d6ce-4494-bd03-a372b83e405d"", ""38279728-4602-41c5-881f-db3b4c98e698"", ""1ad94f60-b60b-4b6c-a2eb-a52664a36be8"", ""95d0e920-c68a-4d4b-9c1a-ed00df3d3351"", ""f2f1f864-7442-4a4e-bbf5-4dad584c249c"", ""e574cac4-676d-415b-a3b7-00429abc5934"", ""a0db5eb1-b30a-40a4-a1ff-17b0eec9265c""], ""academic_year"": ""6cc72c08-8554-4a3f-b80c-446323261f57""}",vancouver
c43200da-edcc-4b79-ac37-cad4efea273a,node--academic_year,16116,True,Academic Year 1999/00 - May,2023-04-13T20:49:18+00:00,2023-04-13T20:49:00+00:00,/academic-year-199900/academic-year-199900-may,,"{""node_type"": ""53783729-2e4c-4d95-b3b9-5a5c46531869"", ""revision_uid"": ""3e7cb6cf-3e28-462b-9821-30746a7583c2"", ""uid"": ""3e7cb6cf-3e28-462b-9821-30746a7583c2"", ""academic_year_events"": [""ee144db3-1665-4ddd-b3b5-32d9243d61af"", ""3c5ecbb5-a2a8-4cc4-bbb5-4bf51823524c"", ""56cab365-01ba-4bb6-a969-773d762f9591"", ""71f53a05-42b6-42b1-aa52-8468162af59d"", ""9a3c10ed-b4c4-45d3-b11a-4afffb197756"", ""586b3ba5-003d-45e5-a102-bfddbc5bfdd8"", ""03faa56c-16ba-46f5-9b89-672ce973278b"", ""0d1fa073-f331-4ed9-ae93-608a8348f00b"", ""a3f0a992-bd16-41fb-bfc2-640b28b36207"", ""93138faa-4699-4307-8fed-0a5fd0820000"", ""6cbbcbc5-7aad-4bed-9a8f-e6e314f32bc6"", ""16683a8e-006b-4a98-88d3-32df6b327b67"", ""cf0e39bb-16a1-4a53-9a83-f650a2e46151"", ""79365b7f-1067-451a-8599-b281911b75bf"", ""ad4c03f4-7110-4a14-ad1c-e06ac53017cb"", ""2a72e716-95ce-4d33-a52c-b64e0937880d""], ""academic_year"": ""6cc72c08-8554-4a3f-b80c-446323261f57""}",vancouver
4d02be40-a7e5-44d6-95af-69e16e02fefc,node--academic_year,16117,True,Academic Year 2000/01 - December,2023-04-13T20:49:19+00:00,2023-04-13T20:49:00+00:00,/academic-year-200001/academic-year-200001-december,,"{""node_type"": ""53783729-2e4c-4d95-b3b9-5a5c46531869"", ""revision_uid"": ""3e7cb6cf-3e28-462b-9821-30746a7583c2"", ""uid"": ""3e7cb6cf-3e28-462b-9821-30746a7583c2"", ""academic_year_events"": [""7478c854-5d0b-443a-9cc3-1eb25737e4fb"", ""1829ebe0-4159-490d-bfed-8de5e05a0ba8"", ""f02fbe8e-d876-461a-bcf3-f8617883eed0"", ""e538a7bc-58d9-4f7e-9117-48ba3ff760f4"", ""b865931c-93b8-4baf-9904-60a1b23b4228"", ""bce2e819-6069-4221-ae30-abbf13cbd634"", ""b666cece-e014-46b9-8c09-5424f317de71"", ""8fae03da-1683-4367-942a-a9ef6631ecd8"", ""22380b1b-f862-4ee0-b146-d820f26d14ed"", ""04b0a2d5-4950-4ffd-8871-d64a067cefa7"", ""fd03a41a-a33e-4911-b8b8-ac423aa953cb""], ""academic_year"": ""160c1938-3636-4a39-8c8b-357ade769a23""}",vancouver
01f03af4-7bfe-49ce-b032-dc32b111379b,node--academic_year,16118,True,Academic Year 2000/01 - November,2023-04-13T20:49:20+00:00,2023-04-13T20:49:00+00:00,/academic-year-200001/academic-year-200001-november,,"{""node_type"": ""53783729-2e4c-4d95-b3b9-5a5c46531869"", ""revision_uid"": ""3e7cb6cf-3e28-462b-9821-30746a7583c2"", ""uid"": ""3e7cb6cf-3e28-462b-9821-30746a7583c2"", ""academic_year_events"": [""f5f51b55-fd7a-4915-9ba5-8a8709b71c38"", ""0ef87451-e180-4c25-baa3-83a753584033"", ""45609213-3bcf-41e5-bd7d-a95b17043a13"", ""e99f07e1-25b9-4cbc-8b63-6c70f3184a5a"", ""3c16c762-b609-4ee6-b80f-bb68c4c025ac"", ""1f953d91-cac8-4b26-8a5e-03a2720e0a0c"", ""a0c2421d-bbaf-402f-9fd7-3be10f1fab05"", ""8543e0b3-c166-4b26-bfe8-c4fabd8656d8""], ""academic_year"": ""160c1938-3636-4a39-8c8b-357ade769a23""}",vancouver
873ef652-29e4-4707-9c7c-16850931d227,node--academic_year,16119,True,Academic Year 2000/01 - October,2023-04-13T20:49:20+00:00,2023-04-13T20:49:00+00:00,/academic-year-200001/academic-year-200001-october,,"{""node_type"": ""53783729-2e4c-4d95-b3b9-5a5c46531869"", ""revision_uid"": ""3e7cb6cf-3e28-462b-9821-30746a7583c2"", ""uid"": ""3e7cb6cf-3e28-462b-9821-30746a7583c2"", ""academic_year_events"": [""e8da1612-c9d2-47ea-8f3e-7ff30d546e8b"", ""fd94bab5-ddfc-4826-8199-7d47af864460"", ""1abf8ce6-3a5d-4392-bb40-46555cdef127"", ""a4d53cd2-497a-4480-bafb-99841c7cc00a"", ""67bbf217-9a29-48a2-9c74-7eb2d2a5e8f9"", ""bf522a2b-94d8-4a26-af21-7bf1d520eccd"", ""49504065-d4dc-4f06-b32a-c067c2176841"", ""c587434c-f4e2-4999-82b3-7fe80cd1942e"", ""d828cc02-9a65-4ba4-89cf-51d35b4d7b75"", ""0e226a3f-27f4-4265-b43f-292179324c86""], ""academic_year"": ""160c1938-3636-4a39-8c8b-357ade769a23""}",vancouver
ae302aa6-ac13-47bc-aada-4a672ccbf871,node--academic_year,16120,True,Academic Year 2000/01 - September,2023-04-13T20:49:21+00:00,2023-04-13T20:49:00+00:00,/academic-year-200001/academic-year-200001-september,,"{""node_type"": ""53783729-2e4c-4d95-b3b9-5a5c46531869"", ""revision_uid"": ""3e7cb6cf-3e28-462b-9821-30746a7583c2"", ""uid"": ""3e7cb6cf-3e28-462b-9821-30746a7583c2"", ""academic_year_events"": [""bde465e8-d927-4f5a-93be-f3b110ccd8e5"", ""e0028483-3ead-4835-b50e-1ebe06abcf23"", ""b0798f05-30ae-4709-a048-9e3dc116b902"", ""fd87b407-5203-4832-9715-aae85fc0460c"", ""abb38d19-bdd4-43ee-af22-596b98f9b8d1"", ""fca8b418-0bec-4034-8506-01c606240970"", ""989f3e01-5e35-4eeb-bcce-6f48a5f3bf8e"", ""c1f43d01-490c-4427-a6c8-56d84d44ea56"", ""45975e46-5a45-4e70-8b92-e3e506df28c9"", ""46fcf059-ff7a-4739-9607-558ab51d6585"", ""0ad27e21-11b6-4579-a957-49e84ba12642"", ""dfd4fa32-44fb-439f-ae71-76959670c44e""], ""academic_year"": ""160c1938-3636-4a39-8c8b-357ade769a23""}",vancouver
4738d29d-53a7-4e1f-bc85-dcacb0859c72,node--academic_year,16121,True,Academic Year 2000/01 - August,2023-04-13T20:49:22+00:00,2023-04-13T20:49:00+00:00,/academic-year-200001/academic-year-200001-august,,"{""node_type"": ""53783729-2e4c-4d95-b3b9-5a5c46531869"", ""revision_uid"": ""3e7cb6cf-3e28-462b-9821-30746a7583c2"", ""uid"": ""3e7cb6cf-3e28-462b-9821-30746a7583c2"", ""academic_year_events"": [""2da14c94-d806-4fde-a895-8fddb13057fd"", ""9bc838e0-0ba9-480d-b279-ac872e5045ea"", ""4b082fe5-81e7-4cdd-8e5c-d9265535f330"", ""f1f1f031-692f-439b-9f67-971b4be4c069"", ""26a7a4dc-ef7a-4e7c-a771-08e6966754d4"", ""ec5b7a0b-1da9-46f1-b185-763fca3f242e"", ""53fc82c6-2b53-484c-9d04-ccff86338eb0"", ""418bc67f-2754-40f4-89ad-396f75ead597"", ""e19ccb5e-eeee-4924-bf7b-eddd91dfb3c6"", ""f927b41c-5ee9-43e5-aa70-5eea1927d86a"", ""f39ee8d9-bdb7-499c-8a34-c8f300f71aac"", ""a19f9a4e-ee9a-4b9d-a809-9c4ef79c3285"", ""491f7c27-282d-4ca6-a24a-0d135b5d8f63""], ""academic_year"": ""160c1938-3636-4a39-8c8b-357ade769a23""}",vancouver
3bf43ffb-64b4-4b9b-a956-01b6e5bef6df,node--academic_year,16122,True,Academic Year 2000/01 - July,2023-04-13T20:49:23+00:00,2023-04-13T20:49:00+00:00,/academic-year-200001/academic-year-200001-july,,"{""node_type"": ""53783729-2e4c-4d95-b3b9-5a5c46531869"", ""revision_uid"": ""3e7cb6cf-3e28-462b-9821-30746a7583c2"", ""uid"": ""3e7cb6cf-3e28-462b-9821-30746a7583c2"", ""academic_year_events"": [""ec396f2f-b1b1-400a-a58a-63455c2347d9"", ""4ca1a7fe-f2e7-4e39-b875-ad63fd4099d0"", ""c0b064ea-7e4c-42e1-94a6-b39d7465f19c"", ""d5821d02-f107-4f7e-b209-d3e5faca861d"", ""33642e67-d686-40c0-aa4d-4d33ec608dd8"", ""54b982e7-c5b6-4f07-b485-4c6f860954e9"", ""21cda47c-4082-4cd6-b399-516129eb6a03"", ""8fb7ddf5-90d0-4786-8242-1ebf3148cdb7"", ""6a949dd9-0efb-487a-9f6a-b72b43a003d6"", ""ccc1976d-919a-48b3-8360-2d633875fa8e"", ""0e531875-da51-4a5b-88c2-a100e4e76702"", ""502a42c2-385d-4447-bc4a-89fea5fb85f2"", ""dcd74951-5ca3-44ee-9c70-0100114024eb"", ""21d09e87-91a0-4733-9aab-0a42bd637a7d""], ""academic_year"": ""160c1938-3636-4a39-8c8b-357ade769a23""}",vancouver
4ffdce35-0024-4830-8c68-23bae1ee3581,node--academic_year,16123,True,Academic Year 2000/01 - June,2023-04-13T20:49:24+00:00,2023-04-13T20:49:00+00:00,/academic-year-200001/academic-year-200001-june,,"{""node_type"": ""53783729-2e4c-4d95-b3b9-5a5c46531869"", ""revision_uid"": ""3e7cb6cf-3e28-462b-9821-30746a7583c2"", ""uid"": ""3e7cb6cf-3e28-462b-9821-30746a7583c2"", ""academic_year_events"": [""37bbdf52-161e-4916-a454-930faa63291e"", ""1e72f9c9-cf9c-4afe-aaad-4689e65dee1b"", ""bf7c14f6-d025-465f-9cab-683aedc90a0b"", ""2c7eec3f-4b1c-4c89-bc91-ba415bd228ec"", ""0e81b843-245a-4d6e-9665-ed4ce5f0d1fa"", ""6e8dace1-2c65-45ff-9c9d-a61f64bd5203"", ""32dded32-fedd-47b0-a116-c6738aa9acdc"", ""3e632a7e-2500-4399-8ee3-ba7810531dfd"", ""7f5ca535-5632-467c-a31f-4c7db0b53fec"", ""837d5e9a-8ffd-4ed5-943d-fd205cc889cc"", ""ecdf4c69-f901-46db-81ff-b99bde33388c"", ""113d7e52-c729-46c6-ade6-8abb4811e030""], ""academic_year"": ""160c1938-3636-4a39-8c8b-357ade769a23""}",vancouver
d501e8bf-133a-4197-8b1c-3e531bd94180,node--academic_year,16124,True,Academic Year 2000/01 - May,2023-04-13T20:49:25+00:00,2023-04-13T20:49:00+00:00,/academic-year-200001/academic-year-200001-may,,"{""node_type"": ""53783729-2e4c-4d95-b3b9-5a5c46531869"", ""revision_uid"": ""3e7cb6cf-3e28-462b-9821-30746a7583c2"", ""uid"": ""3e7cb6cf-3e28-462b-9821-30746a7583c2"", ""academic_year_events"": [""f7586def-a7b2-4445-ba6c-7137dbe2f9df"", ""364bfecb-9572-488b-ba0f-d528b1c2461e"", ""574eb318-3e96-424b-a72c-f33eee35bebc"", ""9be2db08-8ed8-4af5-b84b-5586277ba9c2"", ""2c61244f-ce6b-4b83-9391-6956a41a7944"", ""121de31c-6c5c-4e67-ac9c-dc341f7783b3"", ""4f57bc03-7b10-4c95-b361-2493c87223c4"", ""76a6f928-422b-47ac-ada8-c50a89115e56"", ""cdcaaf70-bf24-4bb2-9171-b20de04d2f62"", ""9f78d39a-d3ca-4222-baa9-40a92a16dce3"", ""bc27955f-5d3a-4241-bb36-6dd0bff60a76"", ""f441aefa-7f12-4cbc-95f7-ff937711df33"", ""284bcb0f-6c45-432e-a82b-7e86e114e220"", ""eba73fa1-4e43-406c-82ad-eac5369d0253"", ""794636a0-f324-4df3-8f37-1e63cbf5e0c9"", ""24119ba3-57a5-4d17-866e-7c9ab65ccdba"", ""2479b663-ff71-4848-bdef-504fbfc5ed81"", ""b2829216-3670-4e17-8bb0-aca5655542cb""], ""academic_year"": ""160c1938-3636-4a39-8c8b-357ade769a23""}",vancouver
