site,file_type,url,filename,page_title,page_url,page_modified,linked_from_pages
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2021/01/NSSE20-Pocket-Guide-Report-UBCO.pdf,NSSE20-Pocket-Guide-Report-UBCO.pdf,National Survey of Student Engagement,https://pair.ubc.ca/surveys/nsse/,2026-06-11T21:42:01,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2023/10/NSSE23-Pocket-Guide-Report-UBC-Vancouver.pdf,NSSE23-Pocket-Guide-Report-UBC-Vancouver.pdf,National Survey of Student Engagement,https://pair.ubc.ca/surveys/nsse/,2026-06-11T21:42:01,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2023/10/NSSE23-Pocket-Guide-Report-UBCO.pdf,NSSE23-Pocket-Guide-Report-UBCO.pdf,National Survey of Student Engagement,https://pair.ubc.ca/surveys/nsse/,2026-06-11T21:42:01,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2020/07/NSSE_2020_Canadian_English_Questionnaire.pdf,NSSE_2020_Canadian_English_Questionnaire.pdf,National Survey of Student Engagement,https://pair.ubc.ca/surveys/nsse/,2026-06-11T21:42:01,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2021/01/NUBC-2020-Attenders-Questionnaire.pdf,NUBC-2020-Attenders-Questionnaire.pdf,New to UBC Survey,https://pair.ubc.ca/surveys/nubc/,2026-07-28T19:18:52,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2021/01/NUBC-2020-Non-Attenders-Questionnaire.pdf,NUBC-2020-Non-Attenders-Questionnaire.pdf,New to UBC Survey,https://pair.ubc.ca/surveys/nubc/,2026-07-28T19:18:52,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2021/04/NUBC-2020-Van-Ugrad-Final_20201104_V5.pdf,NUBC-2020-Van-Ugrad-Final_20201104_V5.pdf,New to UBC Survey,https://pair.ubc.ca/surveys/nubc/,2026-07-28T19:18:52,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2022/01/NUBC-2021-Okanagan-Direct-Entry-Report.pdf,NUBC-2021-Okanagan-Direct-Entry-Report.pdf,New to UBC Survey,https://pair.ubc.ca/surveys/nubc/,2026-07-28T19:18:52,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2022/01/NUBC-2021-Questionnaire.pdf,NUBC-2021-Questionnaire.pdf,New to UBC Survey,https://pair.ubc.ca/surveys/nubc/,2026-07-28T19:18:52,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2022/01/NUBC-2021-Vancouver-Direct-Entry-Report.pdf,NUBC-2021-Vancouver-Direct-Entry-Report.pdf,New to UBC Survey,https://pair.ubc.ca/surveys/nubc/,2026-07-28T19:18:52,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2023/01/NUBC-2022-Okanagan-Direct-Entry-Public-Report-Jan-16-2023.pdf,NUBC-2022-Okanagan-Direct-Entry-Public-Report-Jan-16-2023.pdf,New to UBC Survey,https://pair.ubc.ca/surveys/nubc/,2026-07-28T19:18:52,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2022/12/NUBC-2022-Questionnaire.pdf,NUBC-2022-Questionnaire.pdf,New to UBC Survey,https://pair.ubc.ca/surveys/nubc/,2026-07-28T19:18:52,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2023/01/NUBC-2022-Vancouver-Direct-Entry-Public-Report-Jan-16-2023.pdf,NUBC-2022-Vancouver-Direct-Entry-Public-Report-Jan-16-2023.pdf,New to UBC Survey,https://pair.ubc.ca/surveys/nubc/,2026-07-28T19:18:52,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2024/05/NUBC-2023-Okanagan-Direct-Entry-Report-Public-v1.pdf,NUBC-2023-Okanagan-Direct-Entry-Report-Public-v1.pdf,New to UBC Survey,https://pair.ubc.ca/surveys/nubc/,2026-07-28T19:18:52,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2024/05/NUBC-2023-Vancouver-Direct-Entry-Report-Public-v4.pdf,NUBC-2023-Vancouver-Direct-Entry-Report-Public-v4.pdf,New to UBC Survey,https://pair.ubc.ca/surveys/nubc/,2026-07-28T19:18:52,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2021/04/NUBC-Attenders-Questionnaire-2019.pdf,NUBC-Attenders-Questionnaire-2019.pdf,New to UBC Survey,https://pair.ubc.ca/surveys/nubc/,2026-07-28T19:18:52,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2021/04/NUBC-Non-Attenders-Questionnaire-2019.pdf,NUBC-Non-Attenders-Questionnaire-2019.pdf,New to UBC Survey,https://pair.ubc.ca/surveys/nubc/,2026-07-28T19:18:52,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2021/04/NUBC2020OkanaganGraduateReport_NoComments.pdf,NUBC2020OkanaganGraduateReport_NoComments.pdf,New to UBC Survey,https://pair.ubc.ca/surveys/nubc/,2026-07-28T19:18:52,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2022/01/NUBC2021GradReport_RPT_20211101_rev0.pdf,NUBC2021GradReport_RPT_20211101_rev0.pdf,New to UBC Survey,https://pair.ubc.ca/surveys/nubc/,2026-07-28T19:18:52,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2022/12/NUBC2022GradReportFINAL_RPT_20221214_rev1.pdf,NUBC2022GradReportFINAL_RPT_20221214_rev1.pdf,New to UBC Survey,https://pair.ubc.ca/surveys/nubc/,2026-07-28T19:18:52,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2023/12/NUBC2023GradReport_RPT_20231206_rev0.pdf,NUBC2023GradReport_RPT_20231206_rev0.pdf,New to UBC Survey,https://pair.ubc.ca/surveys/nubc/,2026-07-28T19:18:52,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2024/11/NUBC2024GradReportFINAL_RPT_20241014_rev0.pdf,NUBC2024GradReportFINAL_RPT_20241014_rev0.pdf,New to UBC Survey,https://pair.ubc.ca/surveys/nubc/,2026-07-28T19:18:52,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2025/11/NUBC2025GradReport_RPT_20250924_FINAL.pdf,NUBC2025GradReport_RPT_20250924_FINAL.pdf,New to UBC Survey,https://pair.ubc.ca/surveys/nubc/,2026-07-28T19:18:52,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2021/04/NUBCOkanaganFinalReport_RPT_20201106_rev1.pdf,NUBCOkanaganFinalReport_RPT_20201106_rev1.pdf,New to UBC Survey,https://pair.ubc.ca/surveys/nubc/,2026-07-28T19:18:52,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2020/07/NUBCOkanaganGraduateAttenders2019_rpt_20200616_rev0.pdf,NUBCOkanaganGraduateAttenders2019_rpt_20200616_rev0.pdf,New to UBC Survey,https://pair.ubc.ca/surveys/nubc/,2026-07-28T19:18:52,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2020/07/NUBCOkanaganUndergradAttendersDirectEntry2019_20200616_rev0.pdf,NUBCOkanaganUndergradAttendersDirectEntry2019_20200616_rev0.pdf,New to UBC Survey,https://pair.ubc.ca/surveys/nubc/,2026-07-28T19:18:52,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2020/07/NUBCOkanaganUndergradAttendersTransfer2019_20200616_rev0.pdf,NUBCOkanaganUndergradAttendersTransfer2019_20200616_rev0.pdf,New to UBC Survey,https://pair.ubc.ca/surveys/nubc/,2026-07-28T19:18:52,1
pair,pdf,https://ethics.research.ubc.ca/sites/ore.ubc.ca/files/documents/Online_Survey-GN.pdf,Online_Survey-GN.pdf,A General Guide to Administering Surveys,https://pair.ubc.ca/surveys/survey-governance/survey-support/survey-guide/,2021-04-26T21:31:17,1
pair,pdf,https://ap-seoi-2020.sites.olt.ubc.ca/files/2024/09/SEI-Administrative-Access-Form-September-2024-include-Dashboard.pdf,SEI-Administrative-Access-Form-September-2024-include-Dashboard.pdf,Access Information,https://pair.ubc.ca/surveys/sei/access-information/,2025-04-09T18:30:04,1
pair,pdf,https://pair.ubc.ca/wp-content/uploads/sites/145/2021/01/UBC-Annual-Enrolment-Report-2020-21.pdf,UBC-Annual-Enrolment-Report-2020-21.pdf,Annual Enrolment Reports,https://pair.ubc.ca/student-data-analytics/enrolment/annual-enrolment-reports/,2026-03-04T17:16:45,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2023/03/UBC-Annual-Enrolment-Report-2022-23.pdf,UBC-Annual-Enrolment-Report-2022-23.pdf,Annual Enrolment Reports,https://pair.ubc.ca/student-data-analytics/enrolment/annual-enrolment-reports/,2026-03-04T17:16:45,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2024/03/UBC-Annual-Enrolment-Report-2023-24.pdf,UBC-Annual-Enrolment-Report-2023-24.pdf,Annual Enrolment Reports,https://pair.ubc.ca/student-data-analytics/enrolment/annual-enrolment-reports/,2026-03-04T17:16:45,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2025/11/UBC-Annual-Enrolment-Report-2024-25-v.2.pdf,UBC-Annual-Enrolment-Report-2024-25-v.2.pdf,Annual Enrolment Reports,https://pair.ubc.ca/student-data-analytics/enrolment/annual-enrolment-reports/,2026-03-04T17:16:45,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2026/03/UBC-Annual-Enrolment-Report-2025-26.pdf,UBC-Annual-Enrolment-Report-2025-26.pdf,Annual Enrolment Reports,https://pair.ubc.ca/student-data-analytics/enrolment/annual-enrolment-reports/,2026-03-04T17:16:45,1
pair,pdf,https://pair.ubc.ca/wp-content/uploads/sites/145/2026/03/UBC-Annual-Enrolment-Report-2025-26.pdf,UBC-Annual-Enrolment-Report-2025-26.pdf,Annual Enrolment Report 2025-26,https://pair.ubc.ca/2026/03/05/annual-enrolment-report-2025-26/,2026-03-05T23:32:57,1
pair,pdf,https://pair.ubc.ca/wp-content/uploads/sites/145/2020/11/UBC-Enrolment-Report2016-17.pdf,UBC-Enrolment-Report2016-17.pdf,Annual Enrolment Reports,https://pair.ubc.ca/student-data-analytics/enrolment/annual-enrolment-reports/,2026-03-04T17:16:45,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2025/06/UBC-Student-Diversity-Census-Report-2024_25.pdf,UBC-Student-Diversity-Census-Report-2024_25.pdf,Student Diversity Census,https://pair.ubc.ca/student-data-analytics/demographics/student-diversity-census/,2026-02-06T17:08:34,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2020/07/UES-2019-Demographic-Profile-UBC-Okanagan.pdf,UES-2019-Demographic-Profile-UBC-Okanagan.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2020/07/UES-2019-Demographic-Profile-UBC-Vancouver.pdf,UES-2019-Demographic-Profile-UBC-Vancouver.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2020/07/UES-2019-Full-Distribution-UBC-Okanagan-DOMISI.pdf,UES-2019-Full-Distribution-UBC-Okanagan-DOMISI.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2020/07/UES-2019-Full-Distribution-UBC-Vancouver-DOMISI.pdf,UES-2019-Full-Distribution-UBC-Vancouver-DOMISI.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2020/07/UES-2019-TOP-2-UBC-Okanagan-DOMISI.pdf,UES-2019-TOP-2-UBC-Okanagan-DOMISI.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2020/07/UES-2019-TOP-2-UBC-Vancouver-DOMISI.pdf,UES-2019-TOP-2-UBC-Vancouver-DOMISI.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2020/07/UES-2019-TOP-3-UBC-Okanagan-DOMISI.pdf,UES-2019-TOP-3-UBC-Okanagan-DOMISI.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2020/07/UES-2019-TOP-3-UBC-Vancouver-DOMISI.pdf,UES-2019-TOP-3-UBC-Vancouver-DOMISI.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2021/07/UES-2021-Demographic-Profile-Okanagan.pdf,UES-2021-Demographic-Profile-Okanagan.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2021/07/UES-2021-Demographic-Profile-Vancouver.pdf,UES-2021-Demographic-Profile-Vancouver.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2021/07/UES-2021-Full-Distribution-Okanagan-Dom-ISI.pdf,UES-2021-Full-Distribution-Okanagan-Dom-ISI.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2021/07/UES-2021-Full-Distribution-Vancouver-Dom-ISI.pdf,UES-2021-Full-Distribution-Vancouver-Dom-ISI.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2021/07/UES-2021-Questionnaire.pdf,UES-2021-Questionnaire.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2021/07/UES-2021-TOP-2-Okanagan-Dom-ISI.pdf,UES-2021-TOP-2-Okanagan-Dom-ISI.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2021/07/UES-2021-TOP-2-Vancouver-Dom-ISI.pdf,UES-2021-TOP-2-Vancouver-Dom-ISI.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2021/07/UES-2021-TOP-3-Okanagan-Dom-ISI.pdf,UES-2021-TOP-3-Okanagan-Dom-ISI.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2021/07/UES-2021-TOP-3-Vancouver-Dom-ISI.pdf,UES-2021-TOP-3-Vancouver-Dom-ISI.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2022/09/UES-2022-Demographic-Profile-UBC-Okanagan.pdf,UES-2022-Demographic-Profile-UBC-Okanagan.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2022/09/UES-2022-Demographic-Profile-UBC-Vancouver.pdf,UES-2022-Demographic-Profile-UBC-Vancouver.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2022/09/UES-2022-Full-Distribution-UBC-Okanagan.pdf,UES-2022-Full-Distribution-UBC-Okanagan.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2022/09/UES-2022-Full-Distribution-UBC-Vancouver.pdf,UES-2022-Full-Distribution-UBC-Vancouver.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2022/09/UES-2022-Questionnaire-v.2.pdf,UES-2022-Questionnaire-v.2.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2022/09/UES-2022-TOP-2-UBC-Okanagan.pdf,UES-2022-TOP-2-UBC-Okanagan.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2022/09/UES-2022-TOP-2-UBC-Vancouver.pdf,UES-2022-TOP-2-UBC-Vancouver.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2022/09/UES-2022-TOP-3-UBC-Okanagan.pdf,UES-2022-TOP-3-UBC-Okanagan.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2022/09/UES-2022-TOP-3-UBC-Vancouver.pdf,UES-2022-TOP-3-UBC-Vancouver.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2025/10/UES-2025-March-Survey-300625.pdf,UES-2025-March-Survey-300625.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2020/07/UESOkanagan2019_rpt_20200616_rev0.pdf,UESOkanagan2019_rpt_20200616_rev0.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2023/10/nsse-2023-codebook-core-canadian.pdf,nsse-2023-codebook-core-canadian.pdf,National Survey of Student Engagement,https://pair.ubc.ca/surveys/nsse/,2026-06-11T21:42:01,1
pair,pdf,https://pair.ok.ubc.ca/wp-content/uploads/sites/145/2024/03/ues2024_questionnaire_v3.0.pdf,ues2024_questionnaire_v3.0.pdf,Undergraduate Experience Survey,https://pair.ubc.ca/surveys/ues/,2026-06-08T19:06:19,1
