eid,lid,location,building_code,campus,room,capacity,state,date,start,end,minutes,collected_at
12049,1789,Woodward Library,WLIB,vancouver,20D,6,free,2026-08-05,2026-08-05 09:00:00,2026-08-05 20:45:00,705,2026-08-01T15:07:48Z
12049,1789,Woodward Library,WLIB,vancouver,20D,6,unavailable,2026-08-05,2026-08-05 20:45:00,2026-08-05 21:00:00,15,2026-08-01T15:07:48Z
12049,1789,Woodward Library,WLIB,vancouver,20D,6,free,2026-08-06,2026-08-06 09:00:00,2026-08-06 16:45:00,465,2026-08-01T15:07:48Z
12049,1789,Woodward Library,WLIB,vancouver,20D,6,unavailable,2026-08-06,2026-08-06 16:45:00,2026-08-06 17:00:00,15,2026-08-01T15:07:48Z
12049,1789,Woodward Library,WLIB,vancouver,20D,6,free,2026-08-07,2026-08-07 09:00:00,2026-08-07 16:45:00,465,2026-08-01T15:07:48Z
12049,1789,Woodward Library,WLIB,vancouver,20D,6,unavailable,2026-08-07,2026-08-07 16:45:00,2026-08-07 17:00:00,15,2026-08-01T15:07:48Z
12049,1789,Woodward Library,WLIB,vancouver,20D,6,free,2026-08-08,2026-08-08 10:00:00,2026-08-08 16:45:00,405,2026-08-01T15:07:48Z
12049,1789,Woodward Library,WLIB,vancouver,20D,6,unavailable,2026-08-08,2026-08-08 16:45:00,2026-08-08 17:00:00,15,2026-08-01T15:07:48Z
12049,1789,Woodward Library,WLIB,vancouver,20D,6,free,2026-08-10,2026-08-10 09:00:00,2026-08-10 16:45:00,465,2026-08-01T15:07:48Z
12049,1789,Woodward Library,WLIB,vancouver,20D,6,unavailable,2026-08-10,2026-08-10 16:45:00,2026-08-10 17:00:00,15,2026-08-01T15:07:48Z
12049,1789,Woodward Library,WLIB,vancouver,20D,6,free,2026-08-11,2026-08-11 09:00:00,2026-08-11 20:45:00,705,2026-08-01T15:07:48Z
12049,1789,Woodward Library,WLIB,vancouver,20D,6,unavailable,2026-08-11,2026-08-11 20:45:00,2026-08-11 21:00:00,15,2026-08-01T15:07:48Z
12049,1789,Woodward Library,WLIB,vancouver,20D,6,free,2026-08-12,2026-08-12 09:00:00,2026-08-12 20:45:00,705,2026-08-01T15:07:48Z
12049,1789,Woodward Library,WLIB,vancouver,20D,6,unavailable,2026-08-12,2026-08-12 20:45:00,2026-08-12 21:00:00,15,2026-08-01T15:07:48Z
12049,1789,Woodward Library,WLIB,vancouver,20D,6,free,2026-08-13,2026-08-13 09:00:00,2026-08-13 16:45:00,465,2026-08-01T15:07:48Z
12049,1789,Woodward Library,WLIB,vancouver,20D,6,unavailable,2026-08-13,2026-08-13 16:45:00,2026-08-13 17:00:00,15,2026-08-01T15:07:48Z
12049,1789,Woodward Library,WLIB,vancouver,20D,6,free,2026-08-14,2026-08-14 09:00:00,2026-08-14 16:45:00,465,2026-08-01T15:07:48Z
12049,1789,Woodward Library,WLIB,vancouver,20D,6,unavailable,2026-08-14,2026-08-14 16:45:00,2026-08-14 17:00:00,15,2026-08-01T15:07:48Z
12050,1789,Woodward Library,WLIB,vancouver,20C,6,free,2026-08-01,2026-08-01 10:00:00,2026-08-01 16:45:00,405,2026-08-01T15:07:48Z
12050,1789,Woodward Library,WLIB,vancouver,20C,6,unavailable,2026-08-01,2026-08-01 16:45:00,2026-08-01 17:00:00,15,2026-08-01T15:07:48Z
12050,1789,Woodward Library,WLIB,vancouver,20C,6,free,2026-08-04,2026-08-04 09:00:00,2026-08-04 20:45:00,705,2026-08-01T15:07:48Z
12050,1789,Woodward Library,WLIB,vancouver,20C,6,unavailable,2026-08-04,2026-08-04 20:45:00,2026-08-04 21:00:00,15,2026-08-01T15:07:48Z
12050,1789,Woodward Library,WLIB,vancouver,20C,6,free,2026-08-05,2026-08-05 09:00:00,2026-08-05 20:45:00,705,2026-08-01T15:07:48Z
12050,1789,Woodward Library,WLIB,vancouver,20C,6,unavailable,2026-08-05,2026-08-05 20:45:00,2026-08-05 21:00:00,15,2026-08-01T15:07:48Z
12050,1789,Woodward Library,WLIB,vancouver,20C,6,free,2026-08-06,2026-08-06 09:00:00,2026-08-06 16:45:00,465,2026-08-01T15:07:48Z
12050,1789,Woodward Library,WLIB,vancouver,20C,6,unavailable,2026-08-06,2026-08-06 16:45:00,2026-08-06 17:00:00,15,2026-08-01T15:07:48Z
12050,1789,Woodward Library,WLIB,vancouver,20C,6,free,2026-08-07,2026-08-07 09:00:00,2026-08-07 16:45:00,465,2026-08-01T15:07:48Z
12050,1789,Woodward Library,WLIB,vancouver,20C,6,unavailable,2026-08-07,2026-08-07 16:45:00,2026-08-07 17:00:00,15,2026-08-01T15:07:48Z
12050,1789,Woodward Library,WLIB,vancouver,20C,6,free,2026-08-08,2026-08-08 10:00:00,2026-08-08 16:45:00,405,2026-08-01T15:07:48Z
12050,1789,Woodward Library,WLIB,vancouver,20C,6,unavailable,2026-08-08,2026-08-08 16:45:00,2026-08-08 17:00:00,15,2026-08-01T15:07:48Z
12050,1789,Woodward Library,WLIB,vancouver,20C,6,free,2026-08-10,2026-08-10 09:00:00,2026-08-10 16:45:00,465,2026-08-01T15:07:48Z
12050,1789,Woodward Library,WLIB,vancouver,20C,6,unavailable,2026-08-10,2026-08-10 16:45:00,2026-08-10 17:00:00,15,2026-08-01T15:07:48Z
12050,1789,Woodward Library,WLIB,vancouver,20C,6,free,2026-08-11,2026-08-11 09:00:00,2026-08-11 20:45:00,705,2026-08-01T15:07:48Z
12050,1789,Woodward Library,WLIB,vancouver,20C,6,unavailable,2026-08-11,2026-08-11 20:45:00,2026-08-11 21:00:00,15,2026-08-01T15:07:48Z
12050,1789,Woodward Library,WLIB,vancouver,20C,6,free,2026-08-12,2026-08-12 09:00:00,2026-08-12 20:45:00,705,2026-08-01T15:07:48Z
12050,1789,Woodward Library,WLIB,vancouver,20C,6,unavailable,2026-08-12,2026-08-12 20:45:00,2026-08-12 21:00:00,15,2026-08-01T15:07:48Z
12050,1789,Woodward Library,WLIB,vancouver,20C,6,free,2026-08-13,2026-08-13 09:00:00,2026-08-13 16:45:00,465,2026-08-01T15:07:48Z
12050,1789,Woodward Library,WLIB,vancouver,20C,6,unavailable,2026-08-13,2026-08-13 16:45:00,2026-08-13 17:00:00,15,2026-08-01T15:07:48Z
12050,1789,Woodward Library,WLIB,vancouver,20C,6,free,2026-08-14,2026-08-14 09:00:00,2026-08-14 16:45:00,465,2026-08-01T15:07:48Z
12050,1789,Woodward Library,WLIB,vancouver,20C,6,unavailable,2026-08-14,2026-08-14 16:45:00,2026-08-14 17:00:00,15,2026-08-01T15:07:48Z
12054,1789,Woodward Library,WLIB,vancouver,215,6,free,2026-08-01,2026-08-01 10:00:00,2026-08-01 16:45:00,405,2026-08-01T15:07:48Z
12054,1789,Woodward Library,WLIB,vancouver,215,6,unavailable,2026-08-01,2026-08-01 16:45:00,2026-08-01 17:00:00,15,2026-08-01T15:07:48Z
12054,1789,Woodward Library,WLIB,vancouver,215,6,free,2026-08-04,2026-08-04 09:00:00,2026-08-04 20:45:00,705,2026-08-01T15:07:48Z
12054,1789,Woodward Library,WLIB,vancouver,215,6,unavailable,2026-08-04,2026-08-04 20:45:00,2026-08-04 21:00:00,15,2026-08-01T15:07:48Z
12054,1789,Woodward Library,WLIB,vancouver,215,6,free,2026-08-05,2026-08-05 09:00:00,2026-08-05 20:45:00,705,2026-08-01T15:07:48Z
12054,1789,Woodward Library,WLIB,vancouver,215,6,unavailable,2026-08-05,2026-08-05 20:45:00,2026-08-05 21:00:00,15,2026-08-01T15:07:48Z
12054,1789,Woodward Library,WLIB,vancouver,215,6,free,2026-08-06,2026-08-06 09:00:00,2026-08-06 16:45:00,465,2026-08-01T15:07:48Z
12054,1789,Woodward Library,WLIB,vancouver,215,6,unavailable,2026-08-06,2026-08-06 16:45:00,2026-08-06 17:00:00,15,2026-08-01T15:07:48Z
12054,1789,Woodward Library,WLIB,vancouver,215,6,free,2026-08-07,2026-08-07 09:00:00,2026-08-07 16:45:00,465,2026-08-01T15:07:48Z
12054,1789,Woodward Library,WLIB,vancouver,215,6,unavailable,2026-08-07,2026-08-07 16:45:00,2026-08-07 17:00:00,15,2026-08-01T15:07:48Z
12054,1789,Woodward Library,WLIB,vancouver,215,6,free,2026-08-08,2026-08-08 10:00:00,2026-08-08 16:45:00,405,2026-08-01T15:07:48Z
12054,1789,Woodward Library,WLIB,vancouver,215,6,unavailable,2026-08-08,2026-08-08 16:45:00,2026-08-08 17:00:00,15,2026-08-01T15:07:48Z
12054,1789,Woodward Library,WLIB,vancouver,215,6,free,2026-08-10,2026-08-10 09:00:00,2026-08-10 16:45:00,465,2026-08-01T15:07:48Z
12054,1789,Woodward Library,WLIB,vancouver,215,6,unavailable,2026-08-10,2026-08-10 16:45:00,2026-08-10 17:00:00,15,2026-08-01T15:07:48Z
12054,1789,Woodward Library,WLIB,vancouver,215,6,free,2026-08-11,2026-08-11 09:00:00,2026-08-11 20:45:00,705,2026-08-01T15:07:48Z
12054,1789,Woodward Library,WLIB,vancouver,215,6,unavailable,2026-08-11,2026-08-11 20:45:00,2026-08-11 21:00:00,15,2026-08-01T15:07:48Z
12054,1789,Woodward Library,WLIB,vancouver,215,6,free,2026-08-12,2026-08-12 09:00:00,2026-08-12 20:45:00,705,2026-08-01T15:07:48Z
12054,1789,Woodward Library,WLIB,vancouver,215,6,unavailable,2026-08-12,2026-08-12 20:45:00,2026-08-12 21:00:00,15,2026-08-01T15:07:48Z
12054,1789,Woodward Library,WLIB,vancouver,215,6,free,2026-08-13,2026-08-13 09:00:00,2026-08-13 16:45:00,465,2026-08-01T15:07:48Z
12054,1789,Woodward Library,WLIB,vancouver,215,6,unavailable,2026-08-13,2026-08-13 16:45:00,2026-08-13 17:00:00,15,2026-08-01T15:07:48Z
12054,1789,Woodward Library,WLIB,vancouver,215,6,free,2026-08-14,2026-08-14 09:00:00,2026-08-14 16:45:00,465,2026-08-01T15:07:48Z
12054,1789,Woodward Library,WLIB,vancouver,215,6,unavailable,2026-08-14,2026-08-14 16:45:00,2026-08-14 17:00:00,15,2026-08-01T15:07:48Z
12055,1789,Woodward Library,WLIB,vancouver,217,6,free,2026-08-01,2026-08-01 10:00:00,2026-08-01 16:45:00,405,2026-08-01T15:07:48Z
12055,1789,Woodward Library,WLIB,vancouver,217,6,unavailable,2026-08-01,2026-08-01 16:45:00,2026-08-01 17:00:00,15,2026-08-01T15:07:48Z
12055,1789,Woodward Library,WLIB,vancouver,217,6,free,2026-08-04,2026-08-04 09:00:00,2026-08-04 20:45:00,705,2026-08-01T15:07:48Z
12055,1789,Woodward Library,WLIB,vancouver,217,6,unavailable,2026-08-04,2026-08-04 20:45:00,2026-08-04 21:00:00,15,2026-08-01T15:07:48Z
12055,1789,Woodward Library,WLIB,vancouver,217,6,free,2026-08-05,2026-08-05 09:00:00,2026-08-05 20:45:00,705,2026-08-01T15:07:48Z
12055,1789,Woodward Library,WLIB,vancouver,217,6,unavailable,2026-08-05,2026-08-05 20:45:00,2026-08-05 21:00:00,15,2026-08-01T15:07:48Z
12055,1789,Woodward Library,WLIB,vancouver,217,6,free,2026-08-06,2026-08-06 09:00:00,2026-08-06 16:45:00,465,2026-08-01T15:07:48Z
12055,1789,Woodward Library,WLIB,vancouver,217,6,unavailable,2026-08-06,2026-08-06 16:45:00,2026-08-06 17:00:00,15,2026-08-01T15:07:48Z
12055,1789,Woodward Library,WLIB,vancouver,217,6,free,2026-08-07,2026-08-07 09:00:00,2026-08-07 16:45:00,465,2026-08-01T15:07:48Z
12055,1789,Woodward Library,WLIB,vancouver,217,6,unavailable,2026-08-07,2026-08-07 16:45:00,2026-08-07 17:00:00,15,2026-08-01T15:07:48Z
12055,1789,Woodward Library,WLIB,vancouver,217,6,free,2026-08-08,2026-08-08 10:00:00,2026-08-08 16:45:00,405,2026-08-01T15:07:48Z
12055,1789,Woodward Library,WLIB,vancouver,217,6,unavailable,2026-08-08,2026-08-08 16:45:00,2026-08-08 17:00:00,15,2026-08-01T15:07:48Z
12055,1789,Woodward Library,WLIB,vancouver,217,6,free,2026-08-10,2026-08-10 09:00:00,2026-08-10 16:45:00,465,2026-08-01T15:07:48Z
12055,1789,Woodward Library,WLIB,vancouver,217,6,unavailable,2026-08-10,2026-08-10 16:45:00,2026-08-10 17:00:00,15,2026-08-01T15:07:48Z
12055,1789,Woodward Library,WLIB,vancouver,217,6,free,2026-08-11,2026-08-11 09:00:00,2026-08-11 20:45:00,705,2026-08-01T15:07:48Z
12055,1789,Woodward Library,WLIB,vancouver,217,6,unavailable,2026-08-11,2026-08-11 20:45:00,2026-08-11 21:00:00,15,2026-08-01T15:07:48Z
12055,1789,Woodward Library,WLIB,vancouver,217,6,free,2026-08-12,2026-08-12 09:00:00,2026-08-12 20:45:00,705,2026-08-01T15:07:48Z
12055,1789,Woodward Library,WLIB,vancouver,217,6,unavailable,2026-08-12,2026-08-12 20:45:00,2026-08-12 21:00:00,15,2026-08-01T15:07:48Z
12055,1789,Woodward Library,WLIB,vancouver,217,6,free,2026-08-13,2026-08-13 09:00:00,2026-08-13 16:45:00,465,2026-08-01T15:07:48Z
12055,1789,Woodward Library,WLIB,vancouver,217,6,unavailable,2026-08-13,2026-08-13 16:45:00,2026-08-13 17:00:00,15,2026-08-01T15:07:48Z
12055,1789,Woodward Library,WLIB,vancouver,217,6,free,2026-08-14,2026-08-14 09:00:00,2026-08-14 16:45:00,465,2026-08-01T15:07:48Z
12055,1789,Woodward Library,WLIB,vancouver,217,6,unavailable,2026-08-14,2026-08-14 16:45:00,2026-08-14 17:00:00,15,2026-08-01T15:07:48Z
36658,1789,Woodward Library,WLIB,vancouver,20E,6,free,2026-08-01,2026-08-01 10:00:00,2026-08-01 16:45:00,405,2026-08-01T15:07:48Z
36658,1789,Woodward Library,WLIB,vancouver,20E,6,unavailable,2026-08-01,2026-08-01 16:45:00,2026-08-01 17:00:00,15,2026-08-01T15:07:48Z
36658,1789,Woodward Library,WLIB,vancouver,20E,6,free,2026-08-04,2026-08-04 09:00:00,2026-08-04 20:45:00,705,2026-08-01T15:07:48Z
36658,1789,Woodward Library,WLIB,vancouver,20E,6,unavailable,2026-08-04,2026-08-04 20:45:00,2026-08-04 21:00:00,15,2026-08-01T15:07:48Z
36658,1789,Woodward Library,WLIB,vancouver,20E,6,free,2026-08-05,2026-08-05 09:00:00,2026-08-05 20:45:00,705,2026-08-01T15:07:48Z
36658,1789,Woodward Library,WLIB,vancouver,20E,6,unavailable,2026-08-05,2026-08-05 20:45:00,2026-08-05 21:00:00,15,2026-08-01T15:07:48Z
36658,1789,Woodward Library,WLIB,vancouver,20E,6,free,2026-08-06,2026-08-06 09:00:00,2026-08-06 16:45:00,465,2026-08-01T15:07:48Z
36658,1789,Woodward Library,WLIB,vancouver,20E,6,unavailable,2026-08-06,2026-08-06 16:45:00,2026-08-06 17:00:00,15,2026-08-01T15:07:48Z
36658,1789,Woodward Library,WLIB,vancouver,20E,6,free,2026-08-07,2026-08-07 09:00:00,2026-08-07 16:45:00,465,2026-08-01T15:07:48Z
36658,1789,Woodward Library,WLIB,vancouver,20E,6,unavailable,2026-08-07,2026-08-07 16:45:00,2026-08-07 17:00:00,15,2026-08-01T15:07:48Z
36658,1789,Woodward Library,WLIB,vancouver,20E,6,free,2026-08-08,2026-08-08 10:00:00,2026-08-08 16:45:00,405,2026-08-01T15:07:48Z
36658,1789,Woodward Library,WLIB,vancouver,20E,6,unavailable,2026-08-08,2026-08-08 16:45:00,2026-08-08 17:00:00,15,2026-08-01T15:07:48Z
36658,1789,Woodward Library,WLIB,vancouver,20E,6,free,2026-08-10,2026-08-10 09:00:00,2026-08-10 16:45:00,465,2026-08-01T15:07:48Z
36658,1789,Woodward Library,WLIB,vancouver,20E,6,unavailable,2026-08-10,2026-08-10 16:45:00,2026-08-10 17:00:00,15,2026-08-01T15:07:48Z
36658,1789,Woodward Library,WLIB,vancouver,20E,6,free,2026-08-11,2026-08-11 09:00:00,2026-08-11 20:45:00,705,2026-08-01T15:07:48Z
36658,1789,Woodward Library,WLIB,vancouver,20E,6,unavailable,2026-08-11,2026-08-11 20:45:00,2026-08-11 21:00:00,15,2026-08-01T15:07:48Z
36658,1789,Woodward Library,WLIB,vancouver,20E,6,free,2026-08-12,2026-08-12 09:00:00,2026-08-12 20:45:00,705,2026-08-01T15:07:48Z
36658,1789,Woodward Library,WLIB,vancouver,20E,6,unavailable,2026-08-12,2026-08-12 20:45:00,2026-08-12 21:00:00,15,2026-08-01T15:07:48Z
36658,1789,Woodward Library,WLIB,vancouver,20E,6,free,2026-08-13,2026-08-13 09:00:00,2026-08-13 16:45:00,465,2026-08-01T15:07:48Z
36658,1789,Woodward Library,WLIB,vancouver,20E,6,unavailable,2026-08-13,2026-08-13 16:45:00,2026-08-13 17:00:00,15,2026-08-01T15:07:48Z
36658,1789,Woodward Library,WLIB,vancouver,20E,6,free,2026-08-14,2026-08-14 09:00:00,2026-08-14 16:45:00,465,2026-08-01T15:07:48Z
36658,1789,Woodward Library,WLIB,vancouver,20E,6,unavailable,2026-08-14,2026-08-14 16:45:00,2026-08-14 17:00:00,15,2026-08-01T15:07:48Z
36659,1789,Woodward Library,WLIB,vancouver,208,8,free,2026-08-01,2026-08-01 10:00:00,2026-08-01 16:45:00,405,2026-08-01T15:07:48Z
36659,1789,Woodward Library,WLIB,vancouver,208,8,unavailable,2026-08-01,2026-08-01 16:45:00,2026-08-01 17:00:00,15,2026-08-01T15:07:48Z
36659,1789,Woodward Library,WLIB,vancouver,208,8,free,2026-08-04,2026-08-04 09:00:00,2026-08-04 20:45:00,705,2026-08-01T15:07:48Z
36659,1789,Woodward Library,WLIB,vancouver,208,8,unavailable,2026-08-04,2026-08-04 20:45:00,2026-08-04 21:00:00,15,2026-08-01T15:07:48Z
36659,1789,Woodward Library,WLIB,vancouver,208,8,free,2026-08-05,2026-08-05 09:00:00,2026-08-05 20:45:00,705,2026-08-01T15:07:48Z
36659,1789,Woodward Library,WLIB,vancouver,208,8,unavailable,2026-08-05,2026-08-05 20:45:00,2026-08-05 21:00:00,15,2026-08-01T15:07:48Z
36659,1789,Woodward Library,WLIB,vancouver,208,8,free,2026-08-06,2026-08-06 09:00:00,2026-08-06 16:45:00,465,2026-08-01T15:07:48Z
36659,1789,Woodward Library,WLIB,vancouver,208,8,unavailable,2026-08-06,2026-08-06 16:45:00,2026-08-06 17:00:00,15,2026-08-01T15:07:48Z
36659,1789,Woodward Library,WLIB,vancouver,208,8,free,2026-08-07,2026-08-07 09:00:00,2026-08-07 16:45:00,465,2026-08-01T15:07:48Z
36659,1789,Woodward Library,WLIB,vancouver,208,8,unavailable,2026-08-07,2026-08-07 16:45:00,2026-08-07 17:00:00,15,2026-08-01T15:07:48Z
36659,1789,Woodward Library,WLIB,vancouver,208,8,free,2026-08-08,2026-08-08 10:00:00,2026-08-08 16:45:00,405,2026-08-01T15:07:48Z
36659,1789,Woodward Library,WLIB,vancouver,208,8,unavailable,2026-08-08,2026-08-08 16:45:00,2026-08-08 17:00:00,15,2026-08-01T15:07:48Z
36659,1789,Woodward Library,WLIB,vancouver,208,8,free,2026-08-10,2026-08-10 09:00:00,2026-08-10 16:45:00,465,2026-08-01T15:07:48Z
36659,1789,Woodward Library,WLIB,vancouver,208,8,unavailable,2026-08-10,2026-08-10 16:45:00,2026-08-10 17:00:00,15,2026-08-01T15:07:48Z
36659,1789,Woodward Library,WLIB,vancouver,208,8,free,2026-08-11,2026-08-11 09:00:00,2026-08-11 20:45:00,705,2026-08-01T15:07:48Z
36659,1789,Woodward Library,WLIB,vancouver,208,8,unavailable,2026-08-11,2026-08-11 20:45:00,2026-08-11 21:00:00,15,2026-08-01T15:07:48Z
36659,1789,Woodward Library,WLIB,vancouver,208,8,free,2026-08-12,2026-08-12 09:00:00,2026-08-12 20:45:00,705,2026-08-01T15:07:48Z
36659,1789,Woodward Library,WLIB,vancouver,208,8,unavailable,2026-08-12,2026-08-12 20:45:00,2026-08-12 21:00:00,15,2026-08-01T15:07:48Z
36659,1789,Woodward Library,WLIB,vancouver,208,8,free,2026-08-13,2026-08-13 09:00:00,2026-08-13 16:45:00,465,2026-08-01T15:07:48Z
36659,1789,Woodward Library,WLIB,vancouver,208,8,unavailable,2026-08-13,2026-08-13 16:45:00,2026-08-13 17:00:00,15,2026-08-01T15:07:48Z
36659,1789,Woodward Library,WLIB,vancouver,208,8,free,2026-08-14,2026-08-14 09:00:00,2026-08-14 16:45:00,465,2026-08-01T15:07:48Z
36659,1789,Woodward Library,WLIB,vancouver,208,8,unavailable,2026-08-14,2026-08-14 16:45:00,2026-08-14 17:00:00,15,2026-08-01T15:07:48Z
36660,1789,Woodward Library,WLIB,vancouver,210,7,free,2026-08-01,2026-08-01 10:00:00,2026-08-01 16:45:00,405,2026-08-01T15:07:48Z
36660,1789,Woodward Library,WLIB,vancouver,210,7,unavailable,2026-08-01,2026-08-01 16:45:00,2026-08-01 17:00:00,15,2026-08-01T15:07:48Z
36660,1789,Woodward Library,WLIB,vancouver,210,7,free,2026-08-04,2026-08-04 09:00:00,2026-08-04 20:45:00,705,2026-08-01T15:07:48Z
36660,1789,Woodward Library,WLIB,vancouver,210,7,unavailable,2026-08-04,2026-08-04 20:45:00,2026-08-04 21:00:00,15,2026-08-01T15:07:48Z
36660,1789,Woodward Library,WLIB,vancouver,210,7,free,2026-08-05,2026-08-05 09:00:00,2026-08-05 20:45:00,705,2026-08-01T15:07:48Z
36660,1789,Woodward Library,WLIB,vancouver,210,7,unavailable,2026-08-05,2026-08-05 20:45:00,2026-08-05 21:00:00,15,2026-08-01T15:07:48Z
36660,1789,Woodward Library,WLIB,vancouver,210,7,free,2026-08-06,2026-08-06 09:00:00,2026-08-06 16:45:00,465,2026-08-01T15:07:48Z
36660,1789,Woodward Library,WLIB,vancouver,210,7,unavailable,2026-08-06,2026-08-06 16:45:00,2026-08-06 17:00:00,15,2026-08-01T15:07:48Z
36660,1789,Woodward Library,WLIB,vancouver,210,7,free,2026-08-07,2026-08-07 09:00:00,2026-08-07 16:45:00,465,2026-08-01T15:07:48Z
36660,1789,Woodward Library,WLIB,vancouver,210,7,unavailable,2026-08-07,2026-08-07 16:45:00,2026-08-07 17:00:00,15,2026-08-01T15:07:48Z
36660,1789,Woodward Library,WLIB,vancouver,210,7,free,2026-08-08,2026-08-08 10:00:00,2026-08-08 16:45:00,405,2026-08-01T15:07:48Z
36660,1789,Woodward Library,WLIB,vancouver,210,7,unavailable,2026-08-08,2026-08-08 16:45:00,2026-08-08 17:00:00,15,2026-08-01T15:07:48Z
36660,1789,Woodward Library,WLIB,vancouver,210,7,free,2026-08-10,2026-08-10 09:00:00,2026-08-10 16:45:00,465,2026-08-01T15:07:48Z
36660,1789,Woodward Library,WLIB,vancouver,210,7,unavailable,2026-08-10,2026-08-10 16:45:00,2026-08-10 17:00:00,15,2026-08-01T15:07:48Z
36660,1789,Woodward Library,WLIB,vancouver,210,7,free,2026-08-11,2026-08-11 09:00:00,2026-08-11 20:45:00,705,2026-08-01T15:07:48Z
36660,1789,Woodward Library,WLIB,vancouver,210,7,unavailable,2026-08-11,2026-08-11 20:45:00,2026-08-11 21:00:00,15,2026-08-01T15:07:48Z
36660,1789,Woodward Library,WLIB,vancouver,210,7,free,2026-08-12,2026-08-12 09:00:00,2026-08-12 20:45:00,705,2026-08-01T15:07:48Z
36660,1789,Woodward Library,WLIB,vancouver,210,7,unavailable,2026-08-12,2026-08-12 20:45:00,2026-08-12 21:00:00,15,2026-08-01T15:07:48Z
36660,1789,Woodward Library,WLIB,vancouver,210,7,free,2026-08-13,2026-08-13 09:00:00,2026-08-13 16:45:00,465,2026-08-01T15:07:48Z
36660,1789,Woodward Library,WLIB,vancouver,210,7,unavailable,2026-08-13,2026-08-13 16:45:00,2026-08-13 17:00:00,15,2026-08-01T15:07:48Z
36660,1789,Woodward Library,WLIB,vancouver,210,7,free,2026-08-14,2026-08-14 09:00:00,2026-08-14 16:45:00,465,2026-08-01T15:07:48Z
36660,1789,Woodward Library,WLIB,vancouver,210,7,unavailable,2026-08-14,2026-08-14 16:45:00,2026-08-14 17:00:00,15,2026-08-01T15:07:48Z
36661,1789,Woodward Library,WLIB,vancouver,213,7,free,2026-08-01,2026-08-01 10:00:00,2026-08-01 16:45:00,405,2026-08-01T15:07:48Z
36661,1789,Woodward Library,WLIB,vancouver,213,7,unavailable,2026-08-01,2026-08-01 16:45:00,2026-08-01 17:00:00,15,2026-08-01T15:07:48Z
36661,1789,Woodward Library,WLIB,vancouver,213,7,free,2026-08-04,2026-08-04 09:00:00,2026-08-04 20:45:00,705,2026-08-01T15:07:48Z
36661,1789,Woodward Library,WLIB,vancouver,213,7,unavailable,2026-08-04,2026-08-04 20:45:00,2026-08-04 21:00:00,15,2026-08-01T15:07:48Z
36661,1789,Woodward Library,WLIB,vancouver,213,7,free,2026-08-05,2026-08-05 09:00:00,2026-08-05 20:45:00,705,2026-08-01T15:07:48Z
36661,1789,Woodward Library,WLIB,vancouver,213,7,unavailable,2026-08-05,2026-08-05 20:45:00,2026-08-05 21:00:00,15,2026-08-01T15:07:48Z
36661,1789,Woodward Library,WLIB,vancouver,213,7,free,2026-08-06,2026-08-06 09:00:00,2026-08-06 16:45:00,465,2026-08-01T15:07:48Z
36661,1789,Woodward Library,WLIB,vancouver,213,7,unavailable,2026-08-06,2026-08-06 16:45:00,2026-08-06 17:00:00,15,2026-08-01T15:07:48Z
36661,1789,Woodward Library,WLIB,vancouver,213,7,free,2026-08-07,2026-08-07 09:00:00,2026-08-07 16:45:00,465,2026-08-01T15:07:48Z
36661,1789,Woodward Library,WLIB,vancouver,213,7,unavailable,2026-08-07,2026-08-07 16:45:00,2026-08-07 17:00:00,15,2026-08-01T15:07:48Z
36661,1789,Woodward Library,WLIB,vancouver,213,7,free,2026-08-08,2026-08-08 10:00:00,2026-08-08 16:45:00,405,2026-08-01T15:07:48Z
36661,1789,Woodward Library,WLIB,vancouver,213,7,unavailable,2026-08-08,2026-08-08 16:45:00,2026-08-08 17:00:00,15,2026-08-01T15:07:48Z
36661,1789,Woodward Library,WLIB,vancouver,213,7,free,2026-08-10,2026-08-10 09:00:00,2026-08-10 16:45:00,465,2026-08-01T15:07:48Z
36661,1789,Woodward Library,WLIB,vancouver,213,7,unavailable,2026-08-10,2026-08-10 16:45:00,2026-08-10 17:00:00,15,2026-08-01T15:07:48Z
36661,1789,Woodward Library,WLIB,vancouver,213,7,free,2026-08-11,2026-08-11 09:00:00,2026-08-11 20:45:00,705,2026-08-01T15:07:48Z
36661,1789,Woodward Library,WLIB,vancouver,213,7,unavailable,2026-08-11,2026-08-11 20:45:00,2026-08-11 21:00:00,15,2026-08-01T15:07:48Z
36661,1789,Woodward Library,WLIB,vancouver,213,7,free,2026-08-12,2026-08-12 09:00:00,2026-08-12 20:45:00,705,2026-08-01T15:07:48Z
36661,1789,Woodward Library,WLIB,vancouver,213,7,unavailable,2026-08-12,2026-08-12 20:45:00,2026-08-12 21:00:00,15,2026-08-01T15:07:48Z
36661,1789,Woodward Library,WLIB,vancouver,213,7,free,2026-08-13,2026-08-13 09:00:00,2026-08-13 16:45:00,465,2026-08-01T15:07:48Z
36661,1789,Woodward Library,WLIB,vancouver,213,7,unavailable,2026-08-13,2026-08-13 16:45:00,2026-08-13 17:00:00,15,2026-08-01T15:07:48Z
36661,1789,Woodward Library,WLIB,vancouver,213,7,free,2026-08-14,2026-08-14 09:00:00,2026-08-14 16:45:00,465,2026-08-01T15:07:48Z
36661,1789,Woodward Library,WLIB,vancouver,213,7,unavailable,2026-08-14,2026-08-14 16:45:00,2026-08-14 17:00:00,15,2026-08-01T15:07:48Z
