campus,level,page,url,section,context,table_label,kind,note
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Graduate Student Fees Established and Approved by a Student Society,[],,note,5 Collected per Winter term and Summer Session at $15.00 per instalment.
vancouver,,Student Fees Established and Approved by the UBC Board of Governors,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-ubc-board-governors,Student Fees Established and Approved by the UBC Board of Governors,[],,note,iMED for international research students2 1 month (31 Days): $70.37 1 month (31 Days): $70.37 1 month (31 Days): $70.37 1 month (31 Days): $70.37
vancouver,,Student Fees Established and Approved by the UBC Board of Governors,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-ubc-board-governors,Student Fees Established and Approved by the UBC Board of Governors,[],,note,2 months (60 days): $136.00 2 months (60 days): $136.00 2 months (60 days): $136.00 2 months (60 days): $136.00
vancouver,,Student Fees Established and Approved by the UBC Board of Governors,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-ubc-board-governors,Student Fees Established and Approved by the UBC Board of Governors,[],,note,3 months (90 days): $204.30 3 months (90 days): $204.30 3 months (90 days): $204.30 3 months (90 days): $204.30
vancouver,,Student Fees Established and Approved by the UBC Board of Governors,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-ubc-board-governors,Student Fees Established and Approved by the UBC Board of Governors,[],,note,4 months (120 days): $272.40 4 months (120 days): $272.40 4 months (120 days): $272.40 4 months (120 days): $272.40
vancouver,,Student Fees Established and Approved by the UBC Board of Governors,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-ubc-board-governors,Student Fees Established and Approved by the UBC Board of Governors,[],,note,5 months (150 days): $340.50 5 months (150 days): $340.50 5 months (150 days): $340.50 5 months (150 days): $340.50
vancouver,,Student Fees Established and Approved by the UBC Board of Governors,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-ubc-board-governors,Student Fees Established and Approved by the UBC Board of Governors,[],,note,6 months (180 days): $408.60 6 months (180 days): $408.60 6 months (180 days): $408.60 6 months (180 days): $408.60
vancouver,,Student Fees Established and Approved by the UBC Board of Governors,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-ubc-board-governors,Student Fees Established and Approved by the UBC Board of Governors,[],,note,"1 Athletics and Recreation Fee is used to support athletics and recreation programs and facilities. This fee is tax deductible and will be included in the T2202 tax receipt. Credits for courses associated with Distance Learning programs offered online, or off-campus within a specific geographic region are not included in the Athletics and Recreation fee calculation."
vancouver,,Student Fees Established and Approved by the UBC Board of Governors,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-ubc-board-governors,Student Fees Established and Approved by the UBC Board of Governors,[],,note,2 iMED provides basic health insurance for all new international students. It covers emergency hospitalization and medical services (including doctor’s visits) for unexpected sickness or injury. The monthly rate is available for visiting international research students only (up to 6 months). A fraction of a month will be considered a full month.
vancouver,,Student Fees Established and Approved by the UBC Board of Governors,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-ubc-board-governors,Student Fees Established and Approved by the UBC Board of Governors,[],,note,3 iMED Direct Billing is an administrative fee assessed to all students under iMED to provide direct billing services at Vancouver Coastal Health emergency rooms.
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,note,"1 This excludes Visiting International Research Students, who receive a full exemption from AMS student fees."
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,note,2 SUB Renewal Fee is used to support the construction of the new Student Union Building.
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,note,"3 The U-Pass provides all zone unlimited access to public transit, and is charged to eligible students enrolled in the Winter and Summer Sessions and who are members of the AMS. For information on exemptions and how to apply, refer to U-Pass eligibility and exemptions. Refer to U-Pass for more information."
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,note,1 Offered by the Faculty of Arts
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,note,2 Offered by the Faculty of Education
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,note,3 Offered by the Faculty of Land and Food Systems
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,note,4 Offered by the Faculty of Forestry and Environmental Stewardship
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,note,5 Offered by the Faculty of Medicine
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,note,6 Offered by the Faculty of Applied Science
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,Graduate Diploma Programs,[],,note,1 Offered by the Faculty of Pharmaceutical Sciences
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Doctor of Education in Educational Leadership"", ""Instalments per year: 3""]",Doctor of Education in Educational Leadership,divider,Program entry year
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Doctor of Education in Educational Leadership"", ""Instalments per year: 3""]",Doctor of Education in Educational Leadership,divider,2026S or 2026W
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Doctor of Education in Educational Leadership"", ""Instalments per year: 3""]",Doctor of Education in Educational Leadership,divider,2025S or 2025W
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Doctor of Education in Educational Leadership"", ""Instalments per year: 3""]",Doctor of Education in Educational Leadership,divider,2024S or 2024W
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Doctor of Education in Educational Leadership"", ""Instalments per year: 3""]",Doctor of Education in Educational Leadership,divider,2023S or 2023W
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Doctor of Education in Educational Leadership"", ""Instalments per year: 3""]",Doctor of Education in Educational Leadership,divider,2022S or 2022W
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Doctor of Education in Educational Leadership"", ""Instalments per year: 3""]",Doctor of Education in Educational Leadership,divider,2021S or 2021W
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Doctor of Education in Educational Leadership"", ""Instalments per year: 3""]",Doctor of Education in Educational Leadership,divider,2020W or earlier
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Doctor of Philosophy and Doctor of Medicine"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 18""]",Combined Doctor of Philosophy and Doctor of Medicine,divider,Note: Continuing fee is assessed after instalment 18.
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Doctor of Philosophy in Craniofacial Science/Diploma in Endodontics"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 9""]",Combined Doctor of Philosophy in Craniofacial Science/Diploma in Endodontics,divider,Note: Continuing fee is assessed after instalment 9.
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Doctor of Philosophy in Craniofacial Science/Diploma in Orthodontics"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 9""]",Combined Doctor of Philosophy in Craniofacial Science/Diploma in Orthodontics,divider,Note: Continuing fee is assessed after instalment 9.
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Doctor of Philosophy in Craniofacial Science/Diploma in Pediatric Dentistry"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 9""]",Combined Doctor of Philosophy in Craniofacial Science/Diploma in Pediatric Dentistry,divider,Note: Continuing fee is assessed after instalment 9.
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Doctor of Philosophy in Craniofacial Science/Diploma in Periodontics"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 9""]",Combined Doctor of Philosophy in Craniofacial Science/Diploma in Periodontics,divider,Note: Continuing fee is assessed after instalment 9.
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Doctor of Philosophy in Craniofacial Science/Diploma in Prosthodontics"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 9""]",Combined Doctor of Philosophy in Craniofacial Science/Diploma in Prosthodontics,divider,Note: Continuing fee is assessed after instalment 9.
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 15""]",Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,divider,2026S or 2026W
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 15""]",Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,divider,2025S or 2025W
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 15""]",Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,divider,2024S or 2024W
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 15""]",Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,divider,2023S or 2023W
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 15""]",Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,divider,2022W or earlier
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 15""]",Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,divider,Note: Continuing fee is assessed after instalment 15.
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Standard Doctoral Degree Program 15545-Standard-Doctoral-Degree,[],,note,"1 If a degree program is not completed by a set number of instalments or a minimum program fee, the assessments will then switch to a Continuing fee. The Schedule A Continuing fee is assessed after instalment 9.The Schedule C Continuing fee is assessed after instalment 15."
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Standard Doctoral Degree Program 15545-Standard-Doctoral-Degree,[],,note,"2 If a doctoral degree (both full-time standard and specialized) is not awarded within a period of six years from the initial registration or within a period of eight years for part-time PhD (Schedule C), a student may be granted an extension with permission from the Faculty of Graduate and Postdoctoral Studies. A doctoral degree (standard) will be charged the extension fee."
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Standard Doctoral Degree Program 15545-Standard-Doctoral-Degree,[],,note,3 International tuition rates remain the same until degree completion.
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Architecture,note,Instalments per year 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Architecture,note,Minimum # of instalments for program 5
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Architecture,divider,Program entry year
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Architecture,divider,Note: Continuing fee is assessed after instalment 9.
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",note,Instalments per year 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",note,Minimum # of instalments for program 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",divider,Program entry year
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",divider,Note: Continuing fee is assessed after instalment 6.
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (part-time)",note,Instalments per year: 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (part-time)",note,Minimum # of instalments for program: 9
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (part-time)",divider,Note: Continuing fee is assessed after instalment 9.
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Arts in Economics,note,Instalments per year 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Arts in Economics,note,Minimum # of instalments for program 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Arts in Economics,divider,Program entry year
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Arts in Economics,divider,Note: Continuing fee is assessed after instalment 3.
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Business Administration (16 months),note,Instalments per year 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Business Administration (16 months),note,Minimum # of instalments for program 4
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Business Administration (16 months),divider,Program entry year
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Business Administration (16 months),divider,Note: Continuing fee is assessed after instalment 4.
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Professional Master of Business Administration,note,Instalments per year 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Professional Master of Business Administration,note,Minimum # of instalments for program 6
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Professional Master of Business Administration,divider,Program entry year
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Professional Master of Business Administration,divider,Note: Continuing fee is assessed after instalment 6.
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Business Administration and Master of Business Analytics Dual Degree Program Option,note,Instalments per year 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Business Administration and Master of Business Analytics Dual Degree Program Option,note,Minimum # of instalments for program 6
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Business Administration and Master of Business Analytics Dual Degree Program Option,divider,Program entry year
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Business Administration and Master of Business Analytics Dual Degree Program Option,divider,Note: Continuing fee is assessed after instalment 6.
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Business Analytics,note,Instalments per year 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Business Analytics,note,Minimum # of instalments for program 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Business Analytics,divider,Program entry year
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Business Analytics,divider,Note: Continuing fee is assessed after instalment 3.
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Community and Regional Planning,note,Instalments per year 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Community and Regional Planning,note,Minimum # of instalments for program 6
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Community and Regional Planning,divider,Program entry year
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Community and Regional Planning,divider,Note: Continuing fee is assessed after instalment 6.
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Data Science,note,Instalments per year 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Data Science,note,Minimum # of instalments for program 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Data Science,divider,Program entry year
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Data Science,divider,Note: Continuing fee is assessed after instalment 3.
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Data Science in Computational Linguistics,note,Instalments per year 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Data Science in Computational Linguistics,note,Minimum # of instalments for program 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Data Science in Computational Linguistics,divider,Program entry year
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Data Science in Computational Linguistics,divider,Note: Continuing fee is assessed after instalment 3.
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Digital Media,note,Instalments per year 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Digital Media,note,Minimum # of instalments for program 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Digital Media,note,Note: Contact the Master of Digital Media Program for details and additional information.
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Arts and Master of Education (full-time) in the Faculty of Education (except Kinesiology),note,Instalments per year 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Arts and Master of Education (full-time) in the Faculty of Education (except Kinesiology),note,Minimum # of instalments for program 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Arts and Master of Education (full-time) in the Faculty of Education (except Kinesiology),divider,Program entry year
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Arts and Master of Education (full-time) in the Faculty of Education (except Kinesiology),note,Note: Continuing fee is assessed after instalment 6. Students with transferable Graduate Certificate pay 2 minimum instalments and continuing fee is assessed after instalment 5.
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Arts and Master of Education (part-time) in the Faculty of Education (except Kinesiology),note,Instalments per year 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Arts and Master of Education (part-time) in the Faculty of Education (except Kinesiology),note,Minimum # of instalments for program 9
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Arts and Master of Education (part-time) in the Faculty of Education (except Kinesiology),note,Note: Continuing fee is assessed after instalment 9. Students with transferable Graduate Certificate pay 6 minimum instalments and continuing fee is assessed after instalment 6.
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Education (Adult Learning and Global Change),note,Instalments per year 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Education (Adult Learning and Global Change),note,Minimum # of instalments for program 6
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Education (Adult Learning and Global Change),divider,Program entry year
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Education (Adult Learning and Global Change),divider,Note: Continuing fee is assessed after instalment 6.
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Education (Counselling Psychology) (program on-campus),note,Instalments per year 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Education (Counselling Psychology) (program on-campus),note,Minimum # of instalments for program 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Education (Counselling Psychology) (program on-campus),divider,Program entry year
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Education (Counselling Psychology) (program on-campus),divider,Note: Continuing fee is assessed after instalment 6.
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Education (program off-campus),divider,Program entry year
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Education (program off-campus),note,Note: Continuing fee is assessed after minimum # of instalments for the program. Per instalment rate for ‘3 minimum instalments’ is offered to students enrolled from affiliate institutions only.
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Education (program off-campus),note,1Students with transferable Graduate Certificate pay 6 minimum instalments and continuing fee is assessed after instalment 6.
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Educational Technology,divider,Program entry year
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Engineering (full-time),note,Instalments per year 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Engineering (full-time),note,Minimum # of instalments for program 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Engineering (full-time),divider,Program entry year
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Engineering (full-time),divider,Note: Continuing fee is assessed after instalment 6.
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Engineering (part-time),note,Instalments per year 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Engineering (part-time),note,Minimum # of instalments for program 9
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Engineering (part-time),divider,Note: Continuing fee is assessed after instalment 9.
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Engineering in Clean Energy Engineering (full-time),note,Instalments per year 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Engineering in Clean Energy Engineering (full-time),note,Minimum # of instalments for program 3
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Engineering in Clean Energy Engineering (full-time),divider,Program entry year
