campus,level,page,url,section,context,table_label,divider,item,student_type,cohort_year,cohort_rule,unit,amount,amount_text,column
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Undergraduate Student Fees Established and Approved by a Student Society,[],,,Medicine Years 3 & 4 (M.D.),,,,,68,$68.00,Student Fee per year
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Undergraduate Student Fees Established and Approved by a Student Society,[],,,Music (B.Mus.),,,,per_year,25,$25.00,Student Fee per year
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Undergraduate Student Fees Established and Approved by a Student Society,[],,,Nursing (B.S.N.),,,,,61.8,$61.80,Student Fee per year
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Undergraduate Student Fees Established and Approved by a Student Society,[],,,Nursing Gateway Building Fee (B.S.N.),,,,per_year,60,$60.00,Student Fee per year
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Undergraduate Student Fees Established and Approved by a Student Society,[],,,"Pharmacy (B.Sc. (Pharmacy), Entry-to-Practice Pharm.D.)",,,,,88.53,$88.53,Student Fee per year
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Undergraduate Student Fees Established and Approved by a Student Society,[],,,Social Work (B.S.W.),,,,per_year,5,$5.00,Student Fee per year
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Undergraduate Student Fees Established and Approved by a Student Society,[],,,"Science (B.Sc.)1, 2",,,,,32.87,$32.87,Student Fee per year
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Graduate Student Fees Established and Approved by a Student Society,[],,,GSS Capital Improvement Fee,,,,per_year,7.97,$7.97 per year,Student Fee
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Graduate Student Fees Established and Approved by a Student Society,[],,,Graduate Student Society,,,,per_year,70.46,$70.46 per year,Student Fee
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Graduate Student Fees Established and Approved by a Student Society,[],,,Graduate Student Society Financial Aid Fee,,,,per_year,2.39,$2.39 per year,Student Fee
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Graduate Student Fees Established and Approved by a Student Society,[],,,"Architecture and Landscape Architecture (M.Arch., M.L.A., Dual M.Arch./M.L.A.)",,,,per_year,350,$350.00 per year,Student Fee
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Graduate Student Fees Established and Approved by a Student Society,[],,,"Library, Archival and Information Studies (M.A.S., M.A.S./M.L.I.S., M.L.I.S., Ph.D., M.A. in Children's Literature)1",,,,,20,$20.00,Student Fee
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Graduate Student Fees Established and Approved by a Student Society,[],,,"Commerce and Business Administration (M.B.A., J.D.M.B.A, M.B.A.+M.B.A.N.)2, 3",,,,,538.76,$538.76,Student Fee
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Graduate Student Fees Established and Approved by a Student Society,[],,,"M.B.A. Sauder Student Building Fee (M.B.A., J.D.M.B.A, M.B.A.+M.B.A.N.)2, 3",,,,,2061.01,"$2,061.01",Student Fee
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Graduate Student Fees Established and Approved by a Student Society,[],,,Master of Business Analytics Society Fee (M.B.A.+M.B.A.N.)3,,,,per_year,316.68,$316.68 per year,Student Fee
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Graduate Student Fees Established and Approved by a Student Society,[],,,Master of Management (M.M.) Sauder Student Building Fee4,,,,,1374,"$1,374.00",Student Fee
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Graduate Student Fees Established and Approved by a Student Society,[],,,Master of Management (M.M.)4,,,,,250,$250.00,Student Fee
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Graduate Student Fees Established and Approved by a Student Society,[],,,Pharmacy (M.Sc./Ph.D.)5,,,,per_year,45,$45.00 per year,Student Fee
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Graduate Student Fees Established and Approved by a Student Society,[],,,Planning Students Association (M.C.R.P/M.A.P./M.Sc.P.),,,,per_year,20.42,$20.42 per year,Student Fee
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Graduate Student Fees Established and Approved by a Student Society,[],,,Nursing (Ph.D./M.S.N./M.N./M.P.H.M.S.N.),,,,per_year,33.83,$33.83 per year,Student Fee
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Graduate Student Fees Established and Approved by a Student Society,[],,,Nursing Gateway Building Fee (Ph.D./M.S.N./M.N./M.P.H.M.S.N.),,,,per_year,60,$60.00 per year,Student Fee
vancouver,,Student Fees Established and Approved by the UBC Board of Governors,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-ubc-board-governors,Student Fees Established and Approved by the UBC Board of Governors,[],,,Athletics and Recreation Fee1,,,,per_year,259.74,$259.74 per year,Undergraduate and Certificates Full-Time (18 credits or more)
vancouver,,Student Fees Established and Approved by the UBC Board of Governors,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-ubc-board-governors,Student Fees Established and Approved by the UBC Board of Governors,[],,,Athletics and Recreation Fee1,,,,per_credit,14.43,$14.43 per credit,Undergraduate and Certificates Part-Time (fewer than 18 credits)
vancouver,,Student Fees Established and Approved by the UBC Board of Governors,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-ubc-board-governors,Student Fees Established and Approved by the UBC Board of Governors,[],,,Athletics and Recreation Fee1,,,,per_year,259.74,$259.74 per year,Graduate Full-time (Schedule A)
vancouver,,Student Fees Established and Approved by the UBC Board of Governors,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-ubc-board-governors,Student Fees Established and Approved by the UBC Board of Governors,[],,,Athletics and Recreation Fee1,,,,per_year,129.87,$129.87 per year,Graduate Part-time (Schedule B and C)
vancouver,,Student Fees Established and Approved by the UBC Board of Governors,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-ubc-board-governors,Student Fees Established and Approved by the UBC Board of Governors,[],,,iMED for new incoming international students (90 days)2,,,,per_year,204.3,$204.30 per year,Undergraduate and Certificates Full-Time (18 credits or more)
vancouver,,Student Fees Established and Approved by the UBC Board of Governors,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-ubc-board-governors,Student Fees Established and Approved by the UBC Board of Governors,[],,,iMED for new incoming international students (90 days)2,,,,per_year,204.3,$204.30 per year,Undergraduate and Certificates Part-Time (fewer than 18 credits)
vancouver,,Student Fees Established and Approved by the UBC Board of Governors,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-ubc-board-governors,Student Fees Established and Approved by the UBC Board of Governors,[],,,iMED for new incoming international students (90 days)2,,,,per_year,204.3,$204.30 per year,Graduate Full-time (Schedule A)
vancouver,,Student Fees Established and Approved by the UBC Board of Governors,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-ubc-board-governors,Student Fees Established and Approved by the UBC Board of Governors,[],,,iMED for new incoming international students (90 days)2,,,,per_year,204.3,$204.30 per year,Graduate Part-time (Schedule B and C)
vancouver,,Student Fees Established and Approved by the UBC Board of Governors,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-ubc-board-governors,Student Fees Established and Approved by the UBC Board of Governors,[],,,iMED for one-term exchange (130 days)2,,,,per_term,295.1,$295.10 per term,Undergraduate and Certificates Full-Time (18 credits or more)
vancouver,,Student Fees Established and Approved by the UBC Board of Governors,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-ubc-board-governors,Student Fees Established and Approved by the UBC Board of Governors,[],,,iMED for one-term exchange (130 days)2,,,,per_term,295.1,$295.10 per term,Undergraduate and Certificates Part-Time (fewer than 18 credits)
vancouver,,Student Fees Established and Approved by the UBC Board of Governors,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-ubc-board-governors,Student Fees Established and Approved by the UBC Board of Governors,[],,,iMED for one-term exchange (130 days)2,,,,per_term,295.1,$295.10 per term,Graduate Full-time (Schedule A)
vancouver,,Student Fees Established and Approved by the UBC Board of Governors,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-ubc-board-governors,Student Fees Established and Approved by the UBC Board of Governors,[],,,iMED for one-term exchange (130 days)2,,,,per_term,295.1,$295.10 per term,Graduate Part-time (Schedule B and C)
vancouver,,Student Fees Established and Approved by the UBC Board of Governors,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-ubc-board-governors,Student Fees Established and Approved by the UBC Board of Governors,[],,,iMED Direct Billing3,,,,per_year,11.15,$11.15 per year or per term,Undergraduate and Certificates Full-Time (18 credits or more)
vancouver,,Student Fees Established and Approved by the UBC Board of Governors,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-ubc-board-governors,Student Fees Established and Approved by the UBC Board of Governors,[],,,iMED Direct Billing3,,,,per_year,11.15,$11.15 per year or per term,Undergraduate and Certificates Part-Time (fewer than 18 credits)
vancouver,,Student Fees Established and Approved by the UBC Board of Governors,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-ubc-board-governors,Student Fees Established and Approved by the UBC Board of Governors,[],,,iMED Direct Billing3,,,,per_year,11.15,$11.15 per year or per term,Graduate Full-time (Schedule A)
vancouver,,Student Fees Established and Approved by the UBC Board of Governors,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-ubc-board-governors,Student Fees Established and Approved by the UBC Board of Governors,[],,,iMED Direct Billing3,,,,per_year,11.15,$11.15 per year or per term,Graduate Part-time (Schedule B and C)
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,AMS Membership Fee,,,,per_year,25.67,$25.67 per year,2026 Summer Session Fees
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,AMS Membership Fee,,,,per_year,26.21,$26.21 per year,2027 Summer Session Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,AMS Membership Fee,,,,per_year,26.21,$26.21 per year,2027 Summer Session Online-only Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,AMS Membership Fee,,,,per_year,26.21,$26.21 per year,"2027 Summer Session Exchange, Visiting Graduate, or UBC Okanagan Campus Students1"
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Student Aid Bursary Fee,,,,per_year,6,$6.00 per year,2026 Summer Session Fees
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Student Aid Bursary Fee,,,,per_year,6,$6.00 per year,2027 Summer Session Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Student Aid Bursary Fee,,,,per_year,6,$6.00 per year,2027 Summer Session Online-only Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Student Aid Bursary Fee,,,,per_year,6,$6.00 per year,"2027 Summer Session Exchange, Visiting Graduate, or UBC Okanagan Campus Students1"
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Student Services Fee,,,,per_year,2.5,$2.50 per year,2027 Summer Session Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Student Services Fee,,,,per_year,2.5,$2.50 per year,2027 Summer Session Online-only Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Athletics and Intramurals Fee,,,,per_year,10.5,$10.50 per year,2026 Summer Session Fees
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Athletics and Intramurals Fee,,,,per_year,10.5,$10.50 per year,2027 Summer Session Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,International Fee,,,,per_year,0.17,$0.17 per year,2026 Summer Session Fees
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,International Fee,,,,per_year,0.18,$0.18 per year,2027 Summer Session Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Ombudsperson Fee,,,,per_year,0.67,$0.67 per year,2026 Summer Session Fees
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Ombudsperson Fee,,,,per_year,0.69,$0.69 per year,2027 Summer Session Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Sexual Assault Support Services Fee,,,,per_year,9.1,$9.10 per year,2026 Summer Session Fees
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Sexual Assault Support Services Fee,,,,per_year,9.29,$9.29 per year,2027 Summer Session Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Clubs Benefit Fee,,,,per_year,0.42,$0.42 per year,2026 Summer Session Fees
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Clubs Benefit Fee,,,,per_year,0.44,$0.44 per year,2027 Summer Session Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Sustainable Food Access Fund Fee,,,,per_year,0.23,$0.23 per year,2026 Summer Session Fees
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Sustainable Food Access Fund Fee,,,,per_year,0.24,$0.24 per year,2027 Summer Session Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Student Legal Fund Fee,,,,per_year,1,$1.00 per year,2026 Summer Session Fees
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Student Legal Fund Fee,,,,per_year,1,$1.00 per year,2027 Summer Session Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Student Refugee (WUSC) Fee,,,,per_year,3.41,$3.41 per year,2026 Summer Session Fees
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Student Refugee (WUSC) Fee,,,,per_year,3.48,$3.48 per year,2027 Summer Session Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Capital Projects Fund Fee,,,,per_year,4.97,$4.97 per year,2026 Summer Session Fees
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Capital Projects Fund Fee,,,,per_year,6.58,$6.58 per year,2027 Summer Session Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Capital Projects Fund Fee,,,,per_year,6.58,$6.58 per year,"2027 Summer Session Exchange, Visiting Graduate, or UBC Okanagan Campus Students1"
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,SUB Renewal Building Fee2,,,,per_year,50,$50.00 per year,2026 Summer Session Fees
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,SUB Renewal Building Fee2,,,,per_year,50,$50.00 per year,2027 Summer Session Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,SUB Renewal Building Fee2,,,,per_year,50,$50.00 per year,"2027 Summer Session Exchange, Visiting Graduate, or UBC Okanagan Campus Students1"
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Climate Action Fee,,,,per_year,0.85,$0.85 per year,2026 Summer Session Fees
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Climate Action Fee,,,,per_year,0.87,$0.87 per year,2027 Summer Session Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Climate Action Fee,,,,per_year,0.87,$0.87 per year,2027 Summer Session Online-only Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,U-Pass3,,,,per_month,46.9,$46.90 per month,2026 Summer Session Fees
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,U-Pass3,,,,per_month,47.85,$47.85 per month,2027 Summer Session Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,U-Pass3,,,,per_month,47.85,$47.85 per month,2027 Summer Session Online-only Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,U-Pass3,,,,per_month,47.85,$47.85 per month,"2027 Summer Session Exchange, Visiting Graduate, or UBC Okanagan Campus Students1"
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Indigenous Student Fund Fee,,,,per_year,0.58,$0.58 per year,2026 Summer Session Fees
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Indigenous Student Fund Fee,,,,per_year,0.59,$0.59 per year,2027 Summer Session Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,New Recreation Centre Fee,,,,per_year,20,$20.00 per year,2026 Summer Session Fees
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,New Recreation Centre Fee,,,,per_year,25,$25.00 per year,2027 Summer Session Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Permanent Thrift Shop on Campus Fee,,,,per_year,1.16,$1.16 per year,2026 Summer Session Fees
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Permanent Thrift Shop on Campus Fee,,,,per_year,1.18,$1.18 per year,2027 Summer Session Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,AMS Resource Groups,,,,per_year,2.1,$2.10 per year,2026 Summer Session Fees
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,AMS Resource Groups,,,,per_year,2.14,$2.14 per year,2027 Summer Session Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Bike Kitchen Fee,,,,per_year,4.43,$4.43 per year,2026 Summer Session Fees
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Bike Kitchen Fee,,,,per_year,4.52,$4.52 per year,2027 Summer Session Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,CiTR Fee,,,,per_year,6.97,$6.97 per year,2026 Summer Session Fees
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,CiTR Fee,,,,per_year,7.12,$7.12 per year,2027 Summer Session Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,CiTR Fee,,,,per_year,7.12,$7.12 per year,2027 Summer Session Online-only Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Campus Culture & Performance Fee,,,,per_year,3.71,$3.71 per year,2026 Summer Session Fees
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Campus Culture & Performance Fee,,,,per_year,4,$4.00 per year,2027 Summer Session Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Ubyssey Publication Fee,,,,per_year,8.37,$8.37 per year,2026 Summer Session Fees
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Ubyssey Publication Fee,,,,per_year,8.55,$8.55 per year,2027 Summer Session Active Members
vancouver,,Summer Session Student Fees,https://vancouver.calendar.ubc.ca/fees/student-fees/summer-session-student-fees,Student Fees Established and Approved by a Student Society,[],,,Ubyssey Publication Fee,,,,per_year,8.55,$8.55 per year,2027 Summer Session Online-only Active Members
