campus,level,page,url,section,context,table_label,divider,item,student_type,cohort_year,cohort_rule,unit,amount,amount_text,column,program,applies_to,annual_at_30_credits
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Undergraduate Certificate Dechinta Community and Land-Based Research1,domestic,,,per_credit,206.69,$206.69,Domestic per-credit rate,Undergraduate Certificate Dechinta Community and Land-Based Research,,6200.7
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Undergraduate Certificate Dechinta Community and Land-Based Research1,international,2026,or_later,per_credit,1717.68,"$1,717.68",International per-credit rate (commence in 2026S or later),Undergraduate Certificate Dechinta Community and Land-Based Research,,51530.4
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Undergraduate Certificate Dechinta Community and Land-Based Research1,international,2025,exactly,per_credit,1701.16,"$1,701.16",International per-credit rate (commence in 2025S or 2025W),Undergraduate Certificate Dechinta Community and Land-Based Research,,51034.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Undergraduate Certificate Dechinta Community and Land-Based Research1,international,2024,or_earlier,per_credit,1668.76,"$1,668.76",International per-credit rate (commence in 2024W or earlier),Undergraduate Certificate Dechinta Community and Land-Based Research,,50062.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Undergraduate Certificate in Adult Learning and Education2,domestic,,,per_credit,206.69,$206.69,Domestic per-credit rate,Undergraduate Certificate in Adult Learning and Education,,6200.7
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Undergraduate Certificate in Adult Learning and Education2,international,2026,or_later,per_credit,1769.4,"$1,769.40",International per-credit rate (commence in 2026S or later),Undergraduate Certificate in Adult Learning and Education,,53082.0
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Undergraduate Certificate in Adult Learning and Education2,international,2025,exactly,per_credit,1752.39,"$1,752.39",International per-credit rate (commence in 2025S or 2025W),Undergraduate Certificate in Adult Learning and Education,,52571.7
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Undergraduate Certificate in Adult Learning and Education2,international,2024,or_earlier,per_credit,1719.01,"$1,719.01",International per-credit rate (commence in 2024W or earlier),Undergraduate Certificate in Adult Learning and Education,,51570.3
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Undergraduate Certificate in Data & Models in Political Science1,domestic,,,per_credit,206.69,$206.69,Domestic per-credit rate,Undergraduate Certificate in Data & Models in Political Science,,6200.7
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Undergraduate Certificate in Data & Models in Political Science1,international,2026,or_later,per_credit,1717.68,"$1,717.68",International per-credit rate (commence in 2026S or later),Undergraduate Certificate in Data & Models in Political Science,,51530.4
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Undergraduate Certificate in Data & Models in Political Science1,international,2025,exactly,per_credit,1701.16,"$1,701.16",International per-credit rate (commence in 2025S or 2025W),Undergraduate Certificate in Data & Models in Political Science,,51034.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Undergraduate Certificate in Data & Models in Political Science1,international,2024,or_earlier,per_credit,1668.76,"$1,668.76",International per-credit rate (commence in 2024W or earlier),Undergraduate Certificate in Data & Models in Political Science,,50062.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Undergraduate Certificate in Textiles Studies2,domestic,,,per_credit,230.16,$230.16,Domestic per-credit rate,Undergraduate Certificate in Textiles Studies,,6904.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Undergraduate Certificate in Textiles Studies2,international,2026,or_later,per_credit,1149.18,"$1,149.18",International per-credit rate (commence in 2026S or later),Undergraduate Certificate in Textiles Studies,,34475.4
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Undergraduate Certificate in Textiles Studies2,international,2025,exactly,per_credit,1138.13,"$1,138.13",International per-credit rate (commence in 2025S or 2025W),Undergraduate Certificate in Textiles Studies,,34143.9
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Undergraduate Certificate in Textiles Studies2,international,2024,or_earlier,per_credit,1116.46,"$1,116.46",International per-credit rate (commence in 2024W or earlier),Undergraduate Certificate in Textiles Studies,,33493.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Climate Studies and Action1,domestic,,,per_credit,206.69,$206.69,Domestic per-credit rate,Certificate in Climate Studies and Action,,6200.7
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Climate Studies and Action1,international,2026,or_later,per_credit,1717.68,"$1,717.68",International per-credit rate (commence in 2026S or later),Certificate in Climate Studies and Action,,51530.4
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Climate Studies and Action1,international,2025,exactly,per_credit,1701.16,"$1,701.16",International per-credit rate (commence in 2025S or 2025W),Certificate in Climate Studies and Action,,51034.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Climate Studies and Action1,international,2024,or_earlier,per_credit,1668.76,"$1,668.76",International per-credit rate (commence in 2024W or earlier),Certificate in Climate Studies and Action,,50062.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Early Years Education2,domestic,,,per_credit,230.16,$230.16,Domestic per-credit rate,Certificate in Early Years Education,,6904.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Early Years Education2,international,2026,or_later,per_credit,1149.18,"$1,149.18",International per-credit rate (commence in 2026S or later),Certificate in Early Years Education,,34475.4
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Early Years Education2,international,2025,exactly,per_credit,1138.13,"$1,138.13",International per-credit rate (commence in 2025S or 2025W),Certificate in Early Years Education,,34143.9
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Early Years Education2,international,2024,or_earlier,per_credit,1116.46,"$1,116.46",International per-credit rate (commence in 2024W or earlier),Certificate in Early Years Education,,33493.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Health and Wellness2,domestic,,,per_credit,230.16,$230.16,Domestic per-credit rate,Certificate in Health and Wellness,,6904.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Health and Wellness2,international,2026,or_later,per_credit,1149.18,"$1,149.18",International per-credit rate (commence in 2026S or later),Certificate in Health and Wellness,,34475.4
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Health and Wellness2,international,2025,exactly,per_credit,1138.13,"$1,138.13",International per-credit rate (commence in 2025S or 2025W),Certificate in Health and Wellness,,34143.9
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Health and Wellness2,international,2024,or_earlier,per_credit,1116.46,"$1,116.46",International per-credit rate (commence in 2024W or earlier),Certificate in Health and Wellness,,33493.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Infant Development and Supported Childcare2,domestic,,,per_credit,230.16,$230.16,Domestic per-credit rate,Certificate in Infant Development and Supported Childcare,,6904.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Infant Development and Supported Childcare2,international,2026,or_later,per_credit,1149.18,"$1,149.18",International per-credit rate (commence in 2026S or later),Certificate in Infant Development and Supported Childcare,,34475.4
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Infant Development and Supported Childcare2,international,2025,exactly,per_credit,1138.13,"$1,138.13",International per-credit rate (commence in 2025S or 2025W),Certificate in Infant Development and Supported Childcare,,34143.9
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Infant Development and Supported Childcare2,international,2024,or_earlier,per_credit,1116.46,"$1,116.46",International per-credit rate (commence in 2024W or earlier),Certificate in Infant Development and Supported Childcare,,33493.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Teaching About Visual and Material Culture2,domestic,,,per_credit,230.16,$230.16,Domestic per-credit rate,Certificate in Teaching About Visual and Material Culture,,6904.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Teaching About Visual and Material Culture2,international,2026,or_later,per_credit,1149.18,"$1,149.18",International per-credit rate (commence in 2026S or later),Certificate in Teaching About Visual and Material Culture,,34475.4
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Teaching About Visual and Material Culture2,international,2025,exactly,per_credit,1138.13,"$1,138.13",International per-credit rate (commence in 2025S or 2025W),Certificate in Teaching About Visual and Material Culture,,34143.9
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Teaching About Visual and Material Culture2,international,2024,or_earlier,per_credit,1116.46,"$1,116.46",International per-credit rate (commence in 2024W or earlier),Certificate in Teaching About Visual and Material Culture,,33493.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Teacher Librarianship2,domestic,,,per_credit,230.16,$230.16,Domestic per-credit rate,Certificate in Teacher Librarianship,,6904.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Teacher Librarianship2,international,2026,or_later,per_credit,1149.18,"$1,149.18",International per-credit rate (commence in 2026S or later),Certificate in Teacher Librarianship,,34475.4
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Teacher Librarianship2,international,2025,exactly,per_credit,1138.13,"$1,138.13",International per-credit rate (commence in 2025S or 2025W),Certificate in Teacher Librarianship,,34143.9
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Teacher Librarianship2,international,2024,or_earlier,per_credit,1116.46,"$1,116.46",International per-credit rate (commence in 2024W or earlier),Certificate in Teacher Librarianship,,33493.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Teaching English as a Second Language2,domestic,,,per_credit,230.16,$230.16,Domestic per-credit rate,Certificate in Teaching English as a Second Language,,6904.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Teaching English as a Second Language2,international,2026,or_later,per_credit,1149.18,"$1,149.18",International per-credit rate (commence in 2026S or later),Certificate in Teaching English as a Second Language,,34475.4
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Teaching English as a Second Language2,international,2025,exactly,per_credit,1138.13,"$1,138.13",International per-credit rate (commence in 2025S or 2025W),Certificate in Teaching English as a Second Language,,34143.9
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Certificate in Teaching English as a Second Language2,international,2024,or_earlier,per_credit,1116.46,"$1,116.46",International per-credit rate (commence in 2024W or earlier),Certificate in Teaching English as a Second Language,,33493.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Veterans Transition Certificate in International Development and Human Security2,domestic,,,per_credit,230.16,$230.16,Domestic per-credit rate,Veterans Transition Certificate in International Development and Human Security,,6904.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Veterans Transition Certificate in International Development and Human Security2,international,2026,or_later,per_credit,1149.18,"$1,149.18",International per-credit rate (commence in 2026S or later),Veterans Transition Certificate in International Development and Human Security,,34475.4
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Veterans Transition Certificate in International Development and Human Security2,international,2025,exactly,per_credit,1138.13,"$1,138.13",International per-credit rate (commence in 2025S or 2025W),Veterans Transition Certificate in International Development and Human Security,,34143.9
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Veterans Transition Certificate in International Development and Human Security2,international,2024,or_earlier,per_credit,1116.46,"$1,116.46",International per-credit rate (commence in 2024W or earlier),Veterans Transition Certificate in International Development and Human Security,,33493.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Adult Learning and Education2,domestic,,,per_credit,531.77,$531.77,Domestic per-credit rate,Graduate Certificate in Adult Learning and Education,,15953.1
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Adult Learning and Education2,international,2026,or_later,per_credit,801.37,$801.37,International per-credit rate (commence in 2026S or later),Graduate Certificate in Adult Learning and Education,,24041.1
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Adult Learning and Education2,international,2025,exactly,per_credit,793.66,$793.66,International per-credit rate (commence in 2025S or 2025W),Graduate Certificate in Adult Learning and Education,,23809.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Adult Learning and Education2,international,2024,or_earlier,per_credit,778.54,$778.54,International per-credit rate (commence in 2024W or earlier),Graduate Certificate in Adult Learning and Education,,23356.2
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Applied Geological Engineering3,domestic,,,per_credit,1167.32,"$1,167.32",Domestic per-credit rate,Graduate Certificate in Applied Geological Engineering,,35019.6
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Applied Geological Engineering3,international,2026,or_later,per_credit,1261.26,"$1,261.26",International per-credit rate (commence in 2026S or later),Graduate Certificate in Applied Geological Engineering,,37837.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Applied Geological Engineering3,international,2025,exactly,per_credit,1249.13,"$1,249.13",International per-credit rate (commence in 2025S or 2025W),Graduate Certificate in Applied Geological Engineering,,37473.9
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Applied Geological Engineering3,international,2024,or_earlier,per_credit,1225.33,"$1,225.33",International per-credit rate (commence in 2024W or earlier),Graduate Certificate in Applied Geological Engineering,,36759.9
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Aquaculture3,domestic,,,per_credit,633.44,$633.44,Domestic per-credit rate,Graduate Certificate in Aquaculture,,19003.2
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Aquaculture3,international,2026,or_later,per_credit,1220.77,"$1,220.77",International per-credit rate (commence in 2026S or later),Graduate Certificate in Aquaculture,,36623.1
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Aquaculture3,international,2025,exactly,per_credit,1209.03,"$1,209.03",International per-credit rate (commence in 2025S or 2025W),Graduate Certificate in Aquaculture,,36270.9
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Aquaculture3,international,2024,or_earlier,per_credit,1186.0,"$1,186.00",International per-credit rate (commence in 2024W or earlier),Graduate Certificate in Aquaculture,,35580.0
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Clinical Informatics6,domestic,,,per_credit,848.96,$848.96,Domestic per-credit rate,Graduate Certificate in Clinical Informatics,,25468.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Clinical Informatics6,international,2026,or_later,per_credit,917.28,$917.28,International per-credit rate (commence in 2026S or later),Graduate Certificate in Clinical Informatics,,27518.4
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Clinical Informatics6,international,2025,exactly,per_credit,908.46,$908.46,International per-credit rate (commence in 2025S or 2025W),Graduate Certificate in Clinical Informatics,,27253.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Clinical Informatics6,international,2024,or_earlier,per_credit,891.15,$891.15,International per-credit rate (commence in 2024W or earlier),Graduate Certificate in Clinical Informatics,,26734.5
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Educational Technology2,domestic,,,per_credit,631.48,$631.48,Domestic per-credit rate,Graduate Certificate in Educational Technology,,18944.4
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Educational Technology2,international,2026,or_later,per_credit,1087.92,"$1,087.92",International per-credit rate (commence in 2026S or later),Graduate Certificate in Educational Technology,,32637.6
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Educational Technology2,international,2025,exactly,per_credit,1077.46,"$1,077.46",International per-credit rate (commence in 2025S or 2025W),Graduate Certificate in Educational Technology,,32323.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Educational Technology2,international,2024,or_earlier,per_credit,1056.93,"$1,056.93",International per-credit rate (commence in 2024W or earlier),Graduate Certificate in Educational Technology,,31707.9
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Forest Management and Conservation4,domestic,,,per_credit,589.57,$589.57,Domestic per-credit rate,Graduate Certificate in Forest Management and Conservation,,17687.1
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Forest Management and Conservation4,international,2026,or_later,per_credit,1085.11,"$1,085.11",International per-credit rate (commence in 2026S or later),Graduate Certificate in Forest Management and Conservation,,32553.3
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Forest Management and Conservation4,international,2025,exactly,per_credit,1074.68,"$1,074.68",International per-credit rate (commence in 2025S or 2025W),Graduate Certificate in Forest Management and Conservation,,32240.4
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Forest Management and Conservation4,international,2024,or_earlier,per_credit,1054.21,"$1,054.21",International per-credit rate (commence in 2024W or earlier),Graduate Certificate in Forest Management and Conservation,,31626.3
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Genomic Counselling and Variant Interpretation5,domestic,,,per_credit,375.37,$375.37,Domestic per-credit rate,Graduate Certificate in Genomic Counselling and Variant Interpretation,,11261.1
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Genomic Counselling and Variant Interpretation5,international,2026,or_later,per_credit,434.03,$434.03,International per-credit rate (commence in 2026S or later),Graduate Certificate in Genomic Counselling and Variant Interpretation,,13020.9
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Genomic Counselling and Variant Interpretation5,international,2025,exactly,per_credit,429.86,$429.86,International per-credit rate (commence in 2025S or 2025W),Graduate Certificate in Genomic Counselling and Variant Interpretation,,12895.8
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Genomic Counselling and Variant Interpretation5,international,2024,or_earlier,per_credit,421.67,$421.67,International per-credit rate (commence in 2024W or earlier),Graduate Certificate in Genomic Counselling and Variant Interpretation,,12650.1
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Global Mine Waste Management6,domestic,,,per_credit,1918.27,"$1,918.27",Domestic per-credit rate,Graduate Certificate in Global Mine Waste Management,,57548.1
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Global Mine Waste Management6,international,2026,or_later,per_credit,2261.59,"$2,261.59",International per-credit rate (commence in 2026S or later),Graduate Certificate in Global Mine Waste Management,,67847.7
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Global Mine Waste Management6,international,2025,exactly,per_credit,2239.84,"$2,239.84",International per-credit rate (commence in 2025S or 2025W),Graduate Certificate in Global Mine Waste Management,,67195.2
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Global Mine Waste Management6,international,2024,or_earlier,per_credit,2197.18,"$2,197.18",International per-credit rate (commence in 2024W or earlier),Graduate Certificate in Global Mine Waste Management,,65915.4
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Global Surgical Care5,domestic,,,per_credit,518.04,$518.04,Domestic per-credit rate,Graduate Certificate in Global Surgical Care,,15541.2
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Global Surgical Care5,international,2026,or_later,per_credit,1272.27,"$1,272.27",International per-credit rate (commence in 2026S or later),Graduate Certificate in Global Surgical Care,,38168.1
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Global Surgical Care5,international,2025,exactly,per_credit,1260.04,"$1,260.04",International per-credit rate (commence in 2025S or 2025W),Graduate Certificate in Global Surgical Care,,37801.2
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in Global Surgical Care5,international,2024,or_earlier,per_credit,1236.04,"$1,236.04",International per-credit rate (commence in 2024W or earlier),Graduate Certificate in Global Surgical Care,,37081.2
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in High Performance Coaching and Technical Leadership2,domestic,,,per_credit,638.22,$638.22,Domestic per-credit rate,Graduate Certificate in High Performance Coaching and Technical Leadership,,19146.6
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in High Performance Coaching and Technical Leadership2,international,2026,or_later,per_credit,1212.2,"$1,212.20",International per-credit rate (commence in 2026S or later),Graduate Certificate in High Performance Coaching and Technical Leadership,,36366.0
vancouver,certificate_diploma,Certificate and Diploma Programs,https://vancouver.calendar.ubc.ca/fees/tuition-fees/certificate-and-diploma-programs,,[],,,Graduate Certificate in High Performance Coaching and Technical Leadership2,international,2025,exactly,per_credit,1200.54,"$1,200.54",International per-credit rate (commence in 2025S or 2025W),Graduate Certificate in High Performance Coaching and Technical Leadership,,36016.2
