id,type,tid,revision_id,revision_created,status,name,description,weight,changed,alias,field_campus_name,related,campus
e57d303b-6ec3-4953-b365-a457c9d5e194,taxonomy_term--campus,72,72,2026-02-12T17:38:35+00:00,True,UBCV,,0,2026-02-12T17:39:39+00:00,/campus/ubcv,Vancouver,"{""vid"": ""972a6099-eeff-4aec-988e-d8a4809923bf"", ""parent"": [""virtual""]}",vancouver
