ADD_UID,SITE_NAME,LOCALITY,POSTAL_CODE,PROVINCE_CODE,BLDG_UID,ADDRESS_DESCRIPTOR,MAIL_PROVIDER,FULL_ADDRESS,LAT,LONG
VAD10996,Acadia Park Residence - Yalta Place (5607),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5607 Yalta Place,49.264417,-123.237851
VAD10997,Acadia Park Residence - Pearkes Lane (2609),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2609 Pearkes Lane,49.263823,-123.239152
VAD10998,Acadia Park Residence - Yalta Place (5609),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5609 Yalta Place,49.264413,-123.237906
VAD10999,Acadia Park Residence - Tennis Crescent (2635),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2635 Tennis Crescent,49.263653,-123.238113
VAD11000,Acadia Park Residence - Montgomery Place (5639),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5639 Montgomery Place,49.264738,-123.23953
VAD11001,Acadia Park Residence - Melfa Lane (2501),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2501 Melfa Lane,49.264982,-123.237966
VAD11002,Acadia Park Residence - Pearkes Lane (2601),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2601 Pearkes Lane,49.264014,-123.239192
VAD11003,Acadia Park Residence - Melfa Lane (2639),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2639 Melfa Lane,49.263338,-123.236526
VAD10749,Acadia Park Residence - Yalta Place (5643),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5643 Yalta Place,49.26406,-123.238833
VAD10750,Acadia Park Residence - Melfa Lane (2620),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2620 Melfa Lane,49.263981,-123.236816
VAD10751,Acadia Park Residence - Pearkes Lane (2504),Vancouver,V6T 2C4,BC,VBL10440,Residential,CampusMail,2504 Pearkes Lane,49.264239,-123.239166
VAD10752,Acadia Park Residence - Melfa Lane (2625),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2625 Melfa Lane,49.263729,-123.236833
VAD10753,Acadia Park Residence - Yalta Place (5505),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5505 Yalta Place,49.264447,-123.237611
VAD10754,Acadia Park Residence - Pearkes Lane (2521),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2521 Pearkes Lane,49.264319,-123.239454
VAD10755,Acadia Park Residence - Tennis Crescent (2622),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2622 Tennis Crescent,49.263852,-123.237953
VAD10756,Acadia Park Residence - Melfa Lane (2635),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2635 Melfa Lane,49.263487,-123.236785
VAD10757,Acadia Park Residence - Montgomery Place (5611),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5611 Montgomery Place,49.265008,-123.238563
VAD10758,Acadia Park Residence - Fairview Place (5605),Vancouver,V6T 2E2,BC,VBL10437,Residential,CampusMail,5605 Fairview Place,49.263214,-123.236825
VAD11004,Acadia Park Residence - Montgomery Place (5615),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5615 Montgomery Place,49.26495,-123.238613
VAD11006,Acadia Park Residence - Tennis Crescent (2629),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2629 Tennis Crescent,49.263792,-123.238159
VAD11007,Acadia Park Residence - Montgomery Place (5641),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5641 Montgomery Place,49.264674,-123.239593
VAD11009,Acadia Park Residence - Pearkes Lane (2605),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2605 Pearkes Lane,49.263936,-123.239168
VAD11010,Acadia Park Residence - Yalta Place (5616),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5616 Yalta Place,49.26403,-123.237984
VAD11011,Acadia Park Residence - Yalta Place (5625),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5625 Yalta Place,49.264199,-123.238355
VAD11012,Acadia Park Residence - Pearkes Lane (2502),Vancouver,V6T 2C4,BC,VBL10440,Residential,CampusMail,2502 Pearkes Lane,49.264276,-123.239194
VAD11013,Acadia Park Residence - Montgomery Place (5629),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5629 Montgomery Place,49.264827,-123.239232
VAD11015,Acadia Park Residence - Melfa Lane (2518),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2518 Melfa Lane,49.264843,-123.23752
VAD10759,Acadia Park Residence - Yalta Place (5639),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5639 Yalta Place,49.264106,-123.238725
VAD10760,Acadia Park Residence - Fairview Place (5505),Vancouver,V6T 2E2,BC,VBL10437,Residential,CampusMail,5505 Fairview Place,49.263264,-123.236672
VAD10761,Acadia Park Residence - Yalta Place (5637),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5637 Yalta Place,49.264117,-123.238672
VAD10762,Acadia Park Residence - Montgomery Place (5622),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5622 Montgomery Place,49.264556,-123.238585
VAD10763,Acadia Park Residence - Fairview Place (5503),Vancouver,V6T 2E2,BC,VBL10437,Residential,CampusMail,5503 Fairview Place,49.263285,-123.236609
VAD10764,Acadia Park Residence - Yalta Place (5613),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5613 Yalta Place,49.264364,-123.238013
VAD10765,Acadia Park Residence - Tennis Crescent (2644),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2644 Tennis Crescent,49.26351,-123.237506
VAD10710,Acadia Park Residence - Melfa Lane (2621),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2621 Melfa Lane,49.263791,-123.236902
VAD10716,Acadia Park Residence - Montgomery Place (5602),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5602 Montgomery Place,49.264896,-123.23821
VAD10717,Acadia Park Residence - Pearkes Lane (2503),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2503 Pearkes Lane,49.26462,-123.239748
VAD10971,Acadia Park Residence - Tennis Crescent (2633),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2633 Tennis Crescent,49.263727,-123.238092
VAD10972,Acadia Park Residence - Melfa Lane (2600),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2600 Melfa Lane,49.264612,-123.237156
VAD10973,Acadia Park Residence - Yalta Place (5654),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5654 Yalta Place,49.263708,-123.239051
VAD10974,Acadia Park Residence - Yalta Place (5623),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5623 Yalta Place,49.264232,-123.238291
VAD10975,Acadia Park Residence - Pearkes Lane (2527),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2527 Pearkes Lane,49.26412,-123.239309
VAD10976,Acadia Park Residence - Pearkes Lane (2607),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2607 Pearkes Lane,49.263897,-123.239148
VAD10977,Acadia Park Residence - Pearkes Lane (2519),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2519 Pearkes Lane,49.264356,-123.239484
VAD10978,Acadia Park Residence - Montgomery Place (5507),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5507 Montgomery Place,49.265194,-123.238152
VAD10979,Acadia Park Residence - Montgomery Place (5616),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5616 Montgomery Place,49.264719,-123.238517
VAD10980,Acadia Park Residence - Pearkes Lane (2508),Vancouver,V6T 2C4,BC,VBL10440,Residential,CampusMail,2508 Pearkes Lane,49.264168,-123.239114
VAD10718,Acadia Park Residence - Yalta Place (5636),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5636 Yalta Place,49.263992,-123.23839
VAD10719,Acadia Park Residence - Montgomery Place (5503),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5503 Montgomery Place,49.265211,-123.237973
VAD10720,Acadia Park Residence - Yalta Place (5650),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5650 Yalta Place,49.263763,-123.238889
VAD10721,Acadia Park Residence - Montgomery Place (5620),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5620 Montgomery Place,49.264618,-123.238508
VAD10723,Acadia Park Residence - Tennis Crescent (2654),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2654 Tennis Crescent,49.263263,-123.237395
VAD10727,Acadia Park Residence - Montgomery Place (5627),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5627 Montgomery Place,49.264828,-123.23911
VAD10728,Acadia Park Residence - Yalta Place (5604),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5604 Yalta Place,49.264297,-123.237737
VAD10729,Acadia Park Residence - Yalta Place (5635),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5635 Yalta Place,49.264131,-123.238612
VAD10730,Acadia Park Residence - Yalta Place (5605),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5605 Yalta Place,49.264428,-123.237789
VAD10731,Acadia Park Residence - Tennis Crescent (2634),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2634 Tennis Crescent,49.263675,-123.237729
VAD10981,Acadia Park Residence - Yalta Place (5610),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5610 Yalta Place,49.26412,-123.237859
VAD10982,Acadia Park Residence - Melfa Lane (2510),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2510 Melfa Lane,49.265108,-123.237549
VAD10983,Acadia Park Residence - Tennis Crescent (2636),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2636 Tennis Crescent,49.263636,-123.237686
VAD10984,Acadia Park Residence - Tennis Crescent (2660),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2660 Tennis Crescent,49.263141,-123.237361
VAD10985,Acadia Park Residence - Yalta Place (5646),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5646 Yalta Place,49.263799,-123.238781
VAD10987,Acadia Park Residence - Yalta Place (5502),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5502 Yalta Place,49.264341,-123.237171
VAD10988,Acadia Park Residence - Yalta Place (5602),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5602 Yalta Place,49.264327,-123.237575
VAD10989,Acadia Park Residence - Montgomery Place (5633),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5633 Montgomery Place,49.264701,-123.239213
VAD10990,Acadia Park Residence - Melfa Lane (2633),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2633 Melfa Lane,49.263576,-123.236751
VAD10991,Acadia Park Residence - Montgomery Place (5609),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5609 Montgomery Place,49.265025,-123.238505
VAD10735,Acadia Park Residence - Yalta Place (5608),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5608 Yalta Place,49.264131,-123.237736
VAD10736,Acadia Park Residence - Fairview Place (5609),Vancouver,V6T 2E2,BC,VBL10437,Residential,CampusMail,5609 Fairview Place,49.263185,-123.236931
VAD10737,Acadia Park Residence - Melfa Lane (2610),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2610 Melfa Lane,49.264383,-123.236954
VAD10738,Acadia Park Residence - Montgomery Place (5636),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5636 Montgomery Place,49.264561,-123.239153
VAD10739,Acadia Park Residence - Melfa Lane (2617),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2617 Melfa Lane,49.263864,-123.236943
VAD10740,Acadia Park Residence - Melfa Lane (2619),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2619 Melfa Lane,49.26383,-123.236937
VAD10745,Acadia Park Residence - Melfa Lane (2601),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2601 Melfa Lane,49.264594,-123.237499
VAD10836,Acadia Park Residence - Melfa Lane (2611),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2611 Melfa Lane,49.263976,-123.237031
VAD10837,Acadia Park Residence - Tennis Crescent (2630),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2630 Tennis Crescent,49.263727,-123.237827
VAD10843,Acadia Park Residence - Montgomery Place (5625),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5625 Montgomery Place,49.264847,-123.239053
VAD11185,Fairview Crescent Residence (Unit 16A),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2689A Fairview Crescent,49.263176,-123.23947
VAD10846,Acadia Park Residence - Fairview Place (5607),Vancouver,V6T 2E2,BC,VBL10437,Residential,CampusMail,5607 Fairview Place,49.263193,-123.236886
VAD10847,Acadia Park Residence - Tennis Crescent (2643),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2643 Tennis Crescent,49.263462,-123.237775
VAD10848,Acadia Park Residence - Tennis Crescent (2652),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2652 Tennis Crescent,49.263301,-123.237422
VAD10853,Acadia Park Residence - Tennis Crescent (2625),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2625 Tennis Crescent,49.263865,-123.238189
VAD10854,Acadia Park Residence - Yalta Place (5629),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5629 Yalta Place,49.26416,-123.238436
VAD10855,Acadia Park Residence - Melfa Lane (2514),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2514 Melfa Lane,49.264988,-123.237682
VAD10857,Acadia Park Residence - Montgomery Place (5509),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5509 Montgomery Place,49.265137,-123.238076
VAD10858,Acadia Park Residence - Yalta Place (5503),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5503 Yalta Place,49.264457,-123.23755
VAD10859,Acadia Park Presidents Row (101A),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5515 Presidents Row,49.265416,-123.238573
VAD10861,Acadia Park Presidents Row (101B),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5511 Presidents Row,49.265488,-123.238448
VAD10862,Acadia Park Presidents Row (101C),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5509 Presidents Row,49.265503,-123.238407
VAD10864,Acadia Park Presidents Row (101D),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5507 Presidents Row,49.265531,-123.238325
VAD10866,Acadia Park Presidents Row (101E),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5505 Presidents Row,49.265544,-123.238289
VAD10867,Acadia Park Presidents Row (101F),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5503 Presidents Row,49.265576,-123.238117
VAD10869,Acadia Park Presidents Row (102A),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5529 Presidents Row,49.26518,-123.239241
VAD10870,Acadia Park Presidents Row (102B),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5527 Presidents Row,49.265255,-123.239109
VAD10871,Acadia Park Presidents Row (102C),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5525 Presidents Row,49.265266,-123.239078
VAD10872,Acadia Park Presidents Row (102D),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5523 Presidents Row,49.265293,-123.239001
VAD10873,Acadia Park Presidents Row (102E),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5521 Presidents Row,49.265305,-123.238968
VAD10766,Acadia Park Residence - Pearkes Lane (2507),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2507 Pearkes Lane,49.264556,-123.23968
VAD10767,Acadia Park Residence - Tennis Crescent (2648),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2648 Tennis Crescent,49.263376,-123.237453
VAD10768,Acadia Park Residence - Melfa Lane (2622),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2622 Melfa Lane,49.263907,-123.236776
VAD11016,Acadia Park Residence - Tennis Crescent (2624),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2624 Tennis Crescent,49.263814,-123.237911
VAD11017,Acadia Park Residence - Yalta Place (5642),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5642 Yalta Place,49.263903,-123.238758
VAD11018,Acadia Park Residence - Melfa Lane (2509),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2509 Melfa Lane,49.264837,-123.237759
VAD11019,Acadia Park Residence - Tennis Crescent (2651),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2651 Tennis Crescent,49.263321,-123.237657
VAD11020,Acadia Park Residence - Montgomery Place (5637),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5637 Montgomery Place,49.264651,-123.239483
VAD11021,Acadia Park Residence - Melfa Lane (2615),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2615 Melfa Lane,49.263904,-123.236973
VAD11153,Acadia Park Residence - Montgomery Place (5635),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5635 Montgomery Place,49.264648,-123.239356
VAD11184,Fairview Crescent Residence (Unit 19A),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2673A Fairview Crescent,49.263333,-123.239747
VAD11186,Fairview Crescent Residence (Unit 22A),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2649A Fairview Crescent,49.263147,-123.24023
VAD11182,Fairview Crescent Residence (Unit 14A),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2721A Fairview Crescent,49.262851,-123.239438
VAD10769,Acadia Park Residence - Melfa Lane (2631),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2631 Melfa Lane,49.263618,-123.236783
VAD10770,Acadia Park Residence - Tennis Crescent (2647),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2647 Tennis Crescent,49.263381,-123.23774
VAD10771,Acadia Park Residence - Yalta Place (5617),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5617 Yalta Place,49.264326,-123.238109
VAD10832,Acadia Park Residence - Melfa Lane (2513),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2513 Melfa Lane,49.264777,-123.237684
VAD10833,Acadia Park Residence - Pearkes Lane (2501),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2501 Pearkes Lane,49.264677,-123.239845
VAD10834,Acadia Park Residence - Melfa Lane (2634),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2634 Melfa Lane,49.263651,-123.236347
VAD10835,Acadia Park Residence - Yalta Place (5627),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5627 Yalta Place,49.264174,-123.238377
VAD10106,Pharmaceutical Sciences Building,Vancouver,V6T 1Z3,BC,VBL10110,CampusBuilding,CampusMail,2405 Wesbrook Mall,49.262584,-123.242775
VAD10118,Landscape Architecture Annex,Vancouver,V6T 1Z4,BC,VBL10377,CampusBuilding,CampusMail,2371 Main Mall,49.260626,-123.249975
VAD10124,Lower Mall Header House,Vancouver,V6T 1Z4,BC,VBL10097,CampusBuilding,CampusMail,2331 Lower Mall,49.260586,-123.254967
VAD11030,David Lam Management Research Centre,Vancouver,V6T 1Z2,BC,VBL10278,CampusBuilding,CampusMail,2033 Main Mall,49.265682,-123.254071
VAD11036,Doug Mitchell Thunderbird Sports Centre,Vancouver,V6T 1Z3,BC,VBL10307,CampusBuilding,CampusMail,6066 Thunderbird Boulevard,49.260911,-123.242422
VAD10454,Stores Road Annex,Vancouver,V6T 1Z4,BC,VBL10124,CampusBuilding,CampusMail,6368 Stores Road,49.261734,-123.252401
VAD10138,Kids Club,Vancouver,V6T 1S1,BC,VBL10374,CampusBuilding,CampusMail,2855 Acadia Road,49.261709,-123.234914
VAD10170,Material Recovery Facility,Vancouver,V6T 1W5,BC,VBL10203,CampusBuilding,CampusMail,6055 Nurseries Road,49.245795,-123.228543
VAD11052,War Memorial Gymnasium,Vancouver,V6T 1Z1,BC,VBL10161,CampusBuilding,CampusMail,6081 University Boulevard,49.266527,-123.247983
VAD11053,Wayne and William White Engineering Design Centre,Vancouver,V6T 1Z4,BC,VBL10064,CampusBuilding,CampusMail,2345 East Mall,49.262318,-123.247973
VAD11054,Wesbrook Building,Vancouver,V6T 1Z3,BC,VBL10266,CampusBuilding,CampusMail,6174 University Boulevard,49.265372,-123.249559
VAD11075,Theatre-Film Production Building,Vancouver,V6T 1Z4,BC,VBL10209,CampusBuilding,CampusMail,6358 University Boulevard,49.263939,-123.253824
VAD10472,Bioenergy Research and Demonstration Facility,Vancouver,V6T 1Z4,BC,VBL10069,CampusBuilding,CampusMail,2337 Lower Mall,49.26031,-123.254182
VAD10491,Ambulance Station,Vancouver,V6T 1Z3,BC,VBL10186,OtherBuilding,CampusMail,2333 Wesbrook Mall,49.263264,-123.243553
VAD10176,Medical Sciences Block C,Vancouver,V6T 1Z3,BC,VBL10094,CampusBuilding,CampusMail,2176 Health Sciences Mall,49.265,-123.247578
VAD10179,Museum of Anthropology,Vancouver,V6T 1Z2,BC,VBL10235,CampusBuilding,CampusMail,6393 NW Marine Drive,49.269133,-123.259298
VAD10180,Music Building,Vancouver,V6T 1Z2,BC,VBL10101,CampusBuilding,CampusMail,6361 Memorial Road,49.267282,-123.256543
VAD10181,NRC Institute for Fuel Cell Innovation,Vancouver,V6T 1W5,BC,VBL10243,OtherBuilding,CampusMail,4250 Wesbrook Mall,49.245361,-123.23256
VAD10183,National Soccer Development Centre (NSDC),Vancouver,V6T 1Z3,BC,VBL10091,CampusBuilding,CampusMail,3065 Wesbrook Mall,49.257307,-123.239739
VAD10194,Norman MacKenzie House,Vancouver,V6T 1A7,BC,VBL10233,CampusBuilding,CampusMail,6565 NW Marine Drive,49.267577,-123.261155
VAD11092,Thunderbird Stadium,Vancouver,V6T 1Z4,BC,VBL10214,CampusBuilding,CampusMail,6288 Stadium Road,49.254838,-123.244356
VAD10016,Horticulture Building,Vancouver,V6T 1Z4,BC,VBL10362,CampusBuilding,CampusMail,6394 Stores Road,49.261542,-123.252899
VAD10029,Main Substation,Vancouver,V6T 1Z3,BC,VBL10192,CampusBuilding,CampusMail,2446 Health Sciences Mall,49.261223,-123.244255
VAD10034,Lower Mall Research Station,Vancouver,V6T 1Z4,BC,VBL10100,CampusBuilding,CampusMail,2259 Lower Mall,49.260745,-123.255809
VAD10041,TRIUMF - Shipping / Workshop,Vancouver,V6T 2A3,BC,VBL10059,OtherBuilding,CampusMail,6095 Nurseries Road,49.246395,-123.230144
VAD10021,International House,Vancouver,V6T 1Z2,BC,VBL10371,CampusBuilding,CampusMail,1783 West Mall,49.267884,-123.258836
VAD10356,FPInnovations,Vancouver,V6T 1Z4,BC,VBL10021,OtherBuilding,CampusMail,2665 East Mall,49.256948,-123.244104
VAD10359,FERIC,Vancouver,V6T 1Z4,BC,VBL10020,OtherBuilding,CampusMail,2601 East Mall,49.257633,-123.244453
VAD10063,The Barn,Vancouver,V6T 1Z4,BC,VBL10181,CampusBuilding,CampusMail,2323 Main Mall,49.261957,-123.251064
VAD10375,Point Grey Apartments,Vancouver,V6T 2G3,BC,VBL10145,CampusBuilding,CampusMail,2875 Osoyoos Crescent,49.259982,-123.237929
VAD10377,Ponderosa Office Annex B,Vancouver,V6T 1Z2,BC,VBL10343,CampusBuilding,CampusMail,2029 West Mall,49.265013,-123.256018
VAD10378,Ponderosa Office Annex C,Vancouver,V6T 1Z2,BC,VBL10344,CampusBuilding,CampusMail,2021 West Mall,49.264948,-123.256267
VAD10380,Ponderosa Office Annex F,Vancouver,V6T 1Z2,BC,VBL10152,CampusBuilding,CampusMail,2008 Lower Mall,49.26497,-123.257004
VAD10382,Continuing Studies Building,Vancouver,V6T 1Z4,BC,VBL10083,CampusBuilding,CampusMail,2121 West Mall,49.263494,-123.254774
VAD10383,Ponderosa Office Annex G,Vancouver,V6T 1Z2,BC,VBL10153,CampusBuilding,CampusMail,2044 Lower Mall,49.264604,-123.256327
VAD10389,Pulp and Paper Centre,Vancouver,V6T 1Z4,BC,VBL10045,CampusBuilding,CampusMail,2385 East Mall,49.26154,-123.247302
VAD10070,The Brimacombe Building,Vancouver,V6T 1Z4,BC,VBL10066,CampusBuilding,CampusMail,2355 East Mall,49.262168,-123.247781
VAD10080,Technology Enterprise Facility (TEF) 3,Vancouver,V6T 1Z3,BC,VBL10346,OtherBuilding,CampusMail,6190 Agronomy Road,49.261431,-123.246243
VAD11024,Library PARC@UBC,Vancouver,V6T 1W5,BC,VBL10351,CampusBuilding,CampusMail,6049 Nurseries Road,49.244946,-123.22983
VAD10406,Rugby Pavilion,Vancouver,V6T 1Z3,BC,VBL10055,CampusBuilding,CampusMail,2584 East Mall,49.258581,-123.244106
VAD10412,Ritsumeikan-UBC House,Vancouver,V6T 1Z4,BC,VBL10250,CampusBuilding,CampusMail,6460 Agronomy Road,49.260282,-123.253121
VAD10415,Robert H. Lee Alumni Centre,Vancouver,V6T 1Z1,BC,VBL10256,CampusBuilding,CampusMail,6163 University Boulevard,49.265863,-123.249876
VAD10438,St. John Hospice,Vancouver,V6T 1Z4,BC,VBL10156,OtherBuilding,CampusMail,6389 Stadium Road,49.255319,-123.247229
VAD10441,Staging Environmental Research Centre (SERC),Vancouver,V6T 1W5,BC,VBL10123,CampusBuilding,CampusMail,6045 Nurseries Road,49.245382,-123.228117
VAD10712,Child Care Services - Little Raven/Pacific Spirit,Vancouver,V6T 2E6,BC,VBL10275,CampusBuilding,CampusMail,5580 Osoyoos Crescent,49.26032,-123.23389
VAD10261,Gas Gun Facility,Vancouver,V6T 1Z4,BC,VBL10410,CampusBuilding,CampusMail,6301 Stadium Road,49.256087,-123.246102
VAD10274,"Food, Nutrition and Health Building",Vancouver,V6T 1Z4,BC,VBL10082,CampusBuilding,CampusMail,2205 East Mall,49.264113,-123.249572
VAD10852,Centre for Comparative Medicine,Vancouver,V6T 1W5,BC,VBL10017,CampusBuilding,CampusMail,4145 Wesbrook Mall,49.246303,-123.233064
VAD10622,Fairview Crescent Residence (Unit 2),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2720 Fairview Crescent,49.263471,-123.239281
VAD10624,Fairview Crescent Residence (Unit 20),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2667 Fairview Crescent,49.263328,-123.239967
VAD10625,Fairview Crescent Residence (Unit 20),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2665 Fairview Crescent,49.26333,-123.24005
VAD10629,Fairview Crescent Residence (Unit 20),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2669 Fairview Crescent,49.263369,-123.239988
VAD10630,Fairview Crescent Residence (Unit 21),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2661 Fairview Crescent,49.263243,-123.240103
VAD10631,Fairview Crescent Residence (Unit 21),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2657 Fairview Crescent,49.263199,-123.240078
VAD10632,Fairview Crescent Residence (Unit 21),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2655 Fairview Crescent,49.263194,-123.240093
VAD10633,Fairview Crescent Residence (Unit 21),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2651 Fairview Crescent,49.263217,-123.240181
